/* DATA DESCRIPTION:
Citation:	Weisser, Wolfgang; Weigelt, Alexandra (2016): Aboveground community and species-specific plant biomass from the Jena Experiment (Main Experiment, year 2009). PANGAEA, https://doi.org/10.1594/PANGAEA.866304, 
	Sown plant community, biomass as dry weight [g/m**2] (Sown plant biom) * COMMENT: Measured on plot level
	Alopecurus pratensis, biomass as dry weight [g/m**2] (A. pratensis biom) * COMMENT: Measured on species level
	Anthoxanthum odoratum, biomass as dry weight [g/m**2] (A. odoratum biom) * COMMENT: Measured on species level
	Arrhenatherum elatius, biomass as dry weight [g/m**2] (A. elatius biom) * COMMENT: Measured on species level
	Avenula pubescens, biomass as dry weight [g/m**2] (A. pubescens biom) * COMMENT: Measured on species level
	Bromus erectus, biomass as dry weight [g/m**2] (B. erectus biom) * COMMENT: Measured on species level
	Bromus hordeaceus, biomass as dry weight [g/m**2] (B. hordeaceus biom) * COMMENT: Measured on species level
	Cynosurus cristatus, biomass as dry weight [g/m**2] (C. cristatus biom) * COMMENT: Measured on species level
	Dactylis glomerata, biomass as dry weight [g/m**2] (D. glomerata biom) * COMMENT: Measured on species level
	Festuca pratensis, biomass as dry weight [g/m**2] (F. pratensis biom) * COMMENT: Measured on species level
	Festuca rubra, biomass as dry weight [g/m**2] (F. rubra biom) * COMMENT: Measured on species level
	Holcus lanatus, biomass as dry weight [g/m**2] (H. lanatus biom) * COMMENT: Measured on species level
	Luzula campestris, biomass as dry weight [g/m**2] (L. campestris biom) * COMMENT: Measured on species level
	Phleum pratense, biomass as dry weight [g/m**2] (P. pratense biom) * COMMENT: Measured on species level
	Poa pratensis, biomass as dry weight [g/m**2] (P. pratensis biom) * COMMENT: Measured on species level
	Poa trivialis, biomass as dry weight [g/m**2] (P. trivialis biom) * COMMENT: Measured on species level
	Trisetum flavescens, biomass as dry weight [g/m**2] (T. flavescens biom) * COMMENT: Measured on species level
	Ajuga reptans, biomass as dry weight [g/m**2] (A. reptans biom) * COMMENT: Measured on species level
	Bellis perennis, biomass as dry weight [g/m**2] (B. perennis biom) * COMMENT: Measured on species level
	Glechoma hederacea, biomass as dry weight [g/m**2] (G. hederacea biom) * COMMENT: Measured on species level
	Leontodon autumnalis, biomass as dry weight [g/m**2] (L. autumnalis biom) * COMMENT: Measured on species level
	Leontodon hispidus, biomass as dry weight [g/m**2] (L. hispidus biom) * COMMENT: Measured on species level
	Plantago lanceolata, biomass as dry weight [g/m**2] (P. lanceolata biom) * COMMENT: Measured on species level
	Plantago media, biomass as dry weight [g/m**2] (P. media biom) * COMMENT: Measured on species level
	Primula veris, biomass as dry weight [g/m**2] (P. veris biom) * COMMENT: Measured on species level
	Prunella vulgaris, biomass as dry weight [g/m**2] (P. vulgaris biom) * COMMENT: Measured on species level
	Ranunculus repens, biomass as dry weight [g/m**2] (R. repens biom) * COMMENT: Measured on species level
	Taraxacum officinale, biomass as dry weight [g/m**2] (T. officinale biom) * COMMENT: Measured on species level
	Veronica chamaedrys, biomass as dry weight [g/m**2] (V. chamaedrys biom) * COMMENT: Measured on species level
	Achillea millefolium, biomass as dry weight [g/m**2] (A. millefolium biom) * COMMENT: Measured on species level
	Anthriscus sylvestris, biomass as dry weight [g/m**2] (A. sylvestris biom) * COMMENT: Measured on species level
	Campanula patula, biomass as dry weight [g/m**2] (C. patula biom) * COMMENT: Measured on species level
	Carum carvi, biomass as dry weight [g/m**2] (C. carvi biom) * COMMENT: Measured on species level
	Cardamine pratensis, biomass as dry weight [g/m**2] (C. pratensis biom) * COMMENT: Measured on species level
	Centaurea jacea, biomass as dry weight [g/m**2] (C. jacea biom) * COMMENT: Measured on species level
	Cirsium oleraceum, biomass as dry weight [g/m**2] (C. oleraceum biom) * COMMENT: Measured on species level
	Crepis biennis, biomass as dry weight [g/m**2] (C. biennis biom) * COMMENT: Measured on species level
	Daucus carota, biomass as dry weight [g/m**2] (D. carota biom) * COMMENT: Measured on species level
	Galium mollugo, biomass as dry weight [g/m**2] (G. mollugo biom) * COMMENT: Measured on species level
	Geranium pratense, biomass as dry weight [g/m**2] (G. pratense biom) * COMMENT: Measured on species level
	Heracleum sphondylium, biomass as dry weight [g/m**2] (H. sphondylium biom) * COMMENT: Measured on species level
	Knautia arvensis, biomass as dry weight [g/m**2] (K. arvensis biom) * COMMENT: Measured on species level
	Leucanthemum vulgare, biomass as dry weight [g/m**2] (L. vulgare biom) * COMMENT: Measured on species level
	Pastinaca sativa, biomass as dry weight [g/m**2] (P. sativa biom) * COMMENT: Measured on species level
	Pimpinella major, biomass as dry weight [g/m**2] (P. major biom) * COMMENT: Measured on species level
	Ranunculus acris, biomass as dry weight [g/m**2] (R. acris biom) * COMMENT: Measured on species level
	Rumex acetosa, biomass as dry weight [g/m**2] (R. acetosa biom) * COMMENT: Measured on species level
	Sanguisorba officinalis, biomass as dry weight [g/m**2] (S. officinalis biom) * COMMENT: Measured on species level
	Tragopogon pratensis, biomass as dry weight [g/m**2] (T. pratensis biom) * COMMENT: Measured on species level
	Lathyrus pratensis, biomass as dry weight [g/m**2] (L. pratensis biom) * COMMENT: Measured on species level
	Lotus corniculatus, biomass as dry weight [g/m**2] (L. corniculatus biom) * COMMENT: Measured on species level
	Medicago lupulina, biomass as dry weight [g/m**2] (M. lupulina biom) * COMMENT: Measured on species level
	Medicago x varia, biomass as dry weight [g/m**2] (M. x varia biom) * COMMENT: Measured on species level
	Onobrychis viciifolia, biomass as dry weight [g/m**2] (O. viciifolia biom) * COMMENT: Measured on species level
	Trifolium campestre, biomass as dry weight [g/m**2] (T. campestre biom) * COMMENT: Measured on species level
	Trifolium dubium, biomass as dry weight [g/m**2] (T. dubium biom) * COMMENT: Measured on species level
	Trifolium fragiferum, biomass as dry weight [g/m**2] (T. fragiferum biom) * COMMENT: Measured on species level
	Trifolium hybridum, biomass as dry weight [g/m**2] (T. hybridum biom) * COMMENT: Measured on species level
	Trifolium pratense, biomass as dry weight [g/m**2] (T. pratense biom) * COMMENT: Measured on species level
	Trifolium repens, biomass as dry weight [g/m**2] (T. repens biom) * COMMENT: Measured on species level
	Vicia cracca, biomass as dry weight [g/m**2] (V. cracca biom) * COMMENT: Measured on species level
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	20720 data points
*/
Experimental plot	Height min [m]	Height max [m]	Height [m]	Date/time start	Date/time end	Replicate	Treat mow	Treat weed	Treat weed hist	Treat seed add	Treat fert	Treat drought	Treat above ground pest	Treat below pest	Treat mollus	Treat nema	Treat eartworm excl	Treat phyto	Treat special	Unid plant mat biom [g/m**2]	Dead plant mat biom [g/m**2]	Weeds biom [g/m**2]	Sown plant biom [g/m**2]	A. pratensis biom [g/m**2]	A. odoratum biom [g/m**2]	A. elatius biom [g/m**2]	A. pubescens biom [g/m**2]	B. erectus biom [g/m**2]	B. hordeaceus biom [g/m**2]	C. cristatus biom [g/m**2]	D. glomerata biom [g/m**2]	F. pratensis biom [g/m**2]	F. rubra biom [g/m**2]	H. lanatus biom [g/m**2]	L. campestris biom [g/m**2]	P. pratense biom [g/m**2]	P. pratensis biom [g/m**2]	P. trivialis biom [g/m**2]	T. flavescens biom [g/m**2]	A. reptans biom [g/m**2]	B. perennis biom [g/m**2]	G. hederacea biom [g/m**2]	L. autumnalis biom [g/m**2]	L. hispidus biom [g/m**2]	P. lanceolata biom [g/m**2]	P. media biom [g/m**2]	P. veris biom [g/m**2]	P. vulgaris biom [g/m**2]	R. repens biom [g/m**2]	T. officinale biom [g/m**2]	V. chamaedrys biom [g/m**2]	A. millefolium biom [g/m**2]	A. sylvestris biom [g/m**2]	C. patula biom [g/m**2]	C. carvi biom [g/m**2]	C. pratensis biom [g/m**2]	C. jacea biom [g/m**2]	C. oleraceum biom [g/m**2]	C. biennis biom [g/m**2]	D. carota biom [g/m**2]	G. mollugo biom [g/m**2]	G. pratense biom [g/m**2]	H. sphondylium biom [g/m**2]	K. arvensis biom [g/m**2]	L. vulgare biom [g/m**2]	P. sativa biom [g/m**2]	P. major biom [g/m**2]	R. acris biom [g/m**2]	R. acetosa biom [g/m**2]	S. officinalis biom [g/m**2]	T. pratensis biom [g/m**2]	L. pratensis biom [g/m**2]	L. corniculatus biom [g/m**2]	M. lupulina biom [g/m**2]	M. x varia biom [g/m**2]	O. viciifolia biom [g/m**2]	T. campestre biom [g/m**2]	T. dubium biom [g/m**2]	T. fragiferum biom [g/m**2]	T. hybridum biom [g/m**2]	T. pratense biom [g/m**2]	T. repens biom [g/m**2]	V. cracca biom [g/m**2]
B1A01	0	1	0.5	2009-05-25	2009-05-29	1	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	6.40	0.20	9.60	266.00		0.00		0.90		0.00								0.00			0.00					164.80				0.30	6.70			0.00			0.00						2.80									0.00	39.90	48.80				0.00						1.80
B1A01	0	1	0.5	2009-05-25	2009-05-29	2	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	16.30	0.00	102.00	203.80		2.50		8.90		0.00								0.80			0.00					33.90				0.00	0.00			0.00			0.00						67.40									0.00	77.30	11.20				1.10						0.70
B1A01	0	1	0.5	2009-05-25	2009-05-29	3	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	5.80	55.30	265.90		2.50		1.30		0.00								0.00			0.00					69.10				16.60	21.60			0.00			0.00						60.70									0.00	65.20	23.30				0.00						5.60
B1A01	0	1	0.5	2009-05-25	2009-05-29	mean	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	7.57	2.00	55.63	245.23		1.67		3.70		0.00								0.27			0.00					89.27				5.63	9.43			0.00			0.00						43.63									0.00	60.80	27.77				0.37						2.70
B1A01	0	1	0.5	2009-08-24	2009-08-28	1	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	41.10	14.90	321.80		0.00		5.00		0.00								0.00			0.00					177.00				0.47	0.63			0.00			0.00						59.70									0.00	34.90	43.50				0.00						0.60
B1A01	0	1	0.5	2009-08-24	2009-08-28	2	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.50	31.00	8.60	131.50		0.29		1.70		0.00								0.46			3.60					47.30				10.40	2.60			0.00			0.00						48.90									0.00	14.70	0.00				0.00						1.55
B1A01	0	1	0.5	2009-08-24	2009-08-28	3	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	7.70	31.40	0.90	281.60		1.10		3.60		0.00								0.33			0.00					51.50				0.37	89.10			0.00			0.00						46.70									0.00	12.40	28.90				43.80						3.80
B1A01	0	1	0.5	2009-08-24	2009-08-28	mean	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	3.07	34.50	8.13	244.97		0.46		3.43		0.00								0.26			1.20					91.93				3.75	30.78			0.00			0.00						51.77									0.00	20.67	24.13				14.60						1.98
B1A02	0	1	0.5	2009-05-25	2009-05-29	1	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	6.80	111.10	123.00	11.80				21.70					1.80			0.00																			0.00								50.90					36.80		0.00													
B1A02	0	1	0.5	2009-05-25	2009-05-29	2	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	2.30	173.60	103.47	3.20				59.40					32.00			0.00																			0.00								6.20					2.20		0.47													
B1A02	0	1	0.5	2009-05-25	2009-05-29	3	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	9.20	3.10	41.40	82.20	14.60				20.90					3.90			0.00																			0.00								9.00					33.80		0.00													
B1A02	0	1	0.5	2009-05-25	2009-05-29	mean	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	3.07	4.07	108.70	102.89	9.87				34.00					12.57			0.00																			0.00								22.03					24.27		0.16													
B1A02	0	1	0.5	2009-08-24	2009-08-28	1	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	88.30	56.00	140.10	44.10				21.50					8.00			0.00																			0.00								58.20					8.30		0.00													
B1A02	0	1	0.5	2009-08-24	2009-08-28	2	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	15.20	29.50	43.20	19.70				15.10					3.70			0.00																			0.00								2.90					1.80		0.00													
B1A02	0	1	0.5	2009-08-24	2009-08-28	3	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	15.80	86.80	54.90	3.90				31.50					1.10			0.00																			0.00								9.80					8.60		0.00													
B1A02	0	1	0.5	2009-08-24	2009-08-28	mean	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	39.77	57.43	79.40	22.57				22.70					4.27			0.00																			0.00								23.63					6.23		0.00													
B1A03	0	1	0.5	2009-05-25	2009-05-29	1	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	22.30	3.30	48.50	186.40							0.00						11.70			42.20			22.70					0.00				7.20																						97.60	5.00									
B1A03	0	1	0.5	2009-05-25	2009-05-29	2	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	12.50	3.10	89.00	348.30							0.00						0.00			189.40			0.00					1.90				38.80																						118.20	0.00									
B1A03	0	1	0.5	2009-05-25	2009-05-29	3	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	1.10	82.20	254.70							0.00						2.70			109.70			0.00					0.00				23.60																						118.70	0.00									
B1A03	0	1	0.5	2009-05-25	2009-05-29	mean	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	11.60	2.50	73.23	263.13							0.00						4.80			113.77			7.57					0.63				23.20																						111.50	1.67									
B1A03	0	1	0.5	2009-08-24	2009-08-28	1	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	10.90	6.30	26.30	114.27							0.00						0.00			11.30			3.90					0.00				39.20																						59.80	0.07									
B1A03	0	1	0.5	2009-08-24	2009-08-28	2	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	6.50	11.20	18.10	160.49							0.00						3.70			23.30			0.09					4.80				62.60																						66.00	0.00									
B1A03	0	1	0.5	2009-08-24	2009-08-28	3	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	15.70	0.00	63.50	150.70							0.00						0.00			67.60			1.50					9.50				13.60																						58.50	0.00									
B1A03	0	1	0.5	2009-08-24	2009-08-28	mean	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	11.03	5.83	35.97	141.82							0.00						1.23			34.07			1.83					4.77				38.47																						61.43	0.02									
B1A04	0	1	0.5	2009-05-25	2009-05-29	1	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	3.00	90.00	292.90									15.90													160.00									0.00																						117.00							
B1A04	0	1	0.5	2009-05-25	2009-05-29	2	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	0.00	98.60	154.10									16.10													138.00									0.00																						0.00							
B1A04	0	1	0.5	2009-05-25	2009-05-29	3	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	0.00	75.80	106.90									1.20													102.20									3.50																						0.00							
B1A04	0	1	0.5	2009-05-25	2009-05-29	mean	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	1.00	88.13	184.63									11.07													133.40									1.17																						39.00							
B1A04	0	1	0.5	2009-08-24	2009-08-28	1	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	65.60	12.10	183.50									0.00													183.50									0.00																						0.00							
B1A04	0	1	0.5	2009-08-24	2009-08-28	2	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	37.50	29.70	345.00									7.10													337.90									0.00																						0.00							
B1A04	0	1	0.5	2009-08-24	2009-08-28	3	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.00	32.90	12.80	195.79									0.39													195.40									0.00																						0.00							
B1A04	0	1	0.5	2009-08-24	2009-08-28	mean	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.67	45.33	18.20	241.43									2.50													238.93									0.00																						0.00							
B1A05	0	1	0.5	2009-05-25	2009-05-29	1	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	5.10	71.80	1011.80																																																			0.00		1011.80							
B1A05	0	1	0.5	2009-05-25	2009-05-29	2	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	0.00	388.00	311.40																																																			0.00		311.40							
B1A05	0	1	0.5	2009-05-25	2009-05-29	3	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	0.00	77.50	41.00																																																			3.10		37.90							
B1A05	0	1	0.5	2009-05-25	2009-05-29	mean	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	1.70	179.10	454.73																																																			1.03		453.70							
B1A05	0	1	0.5	2009-08-24	2009-08-28	1	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	11.10	38.00	281.30																																																			0.00		281.30							
B1A05	0	1	0.5	2009-08-24	2009-08-28	2	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	1.80	37.70	0.00																																																			0.00		0.00							
B1A05	0	1	0.5	2009-08-24	2009-08-28	3	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	16.80	89.40	1.40																																																			0.00		1.40							
B1A05	0	1	0.5	2009-08-24	2009-08-28	mean	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	9.90	55.03	94.23																																																			0.00		94.23							
B1A06	0	1	0.5	2009-05-25	2009-05-29	1	mown2	weededALL	AAAAA.AAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.00	1.50	73.40	141.70	13.80	0.90		30.50		0.00					14.00			0.00	4.80	63.80													1.10	0.00	0.00			1.10					6.60	0.00		0.00		5.10																
