Exp,Season,year,Plot,Depth,NH4
141,June,1998,1,0-20,0
141,June,1998,1,40-60,0
141,June,1998,2,0-20,0
141,June,1998,2,40-60,0
141,June,1998,3,0-20,0
141,June,1998,3,40-60,0
141,June,1998,4,0-20,1.0659
141,June,1998,4,40-60,0.4645
141,June,1998,5,0-20,0
141,June,1998,5,40-60,0
141,June,1998,6,0-20,0
141,June,1998,6,40-60,0
141,June,1998,7,0-20,0
141,June,1998,7,40-60,0
141,June,1998,8,0-20,0.0059
141,June,1998,8,40-60,0
141,June,1998,9,0-20,0
141,June,1998,9,40-60,0
141,June,1998,10,0-20,0
141,June,1998,10,40-60,0
141,June,1998,11,0-20,0
141,June,1998,11,40-60,0
141,June,1998,12,0-20,0
141,June,1998,12,40-60,0
141,June,1998,13,0-20,0
141,June,1998,13,40-60,0
141,June,1998,14,0-20,0
141,June,1998,14,40-60,0
141,June,1998,15,0-20,0
141,June,1998,15,40-60,0
141,June,1998,16,0-20,0
141,June,1998,16,40-60,0
141,June,1998,17,0-20,0
141,June,1998,17,40-60,0
141,June,1998,18,0-20,0.1524
141,June,1998,18,40-60,0
141,June,1998,19,0-20,0
141,June,1998,19,40-60,0
141,June,1998,20,0-20,0
141,June,1998,20,40-60,0
141,June,1998,21,0-20,0
141,June,1998,21,40-60,0
141,June,1998,22,0-20,0
141,June,1998,22,40-60,0
141,June,1998,23,0-20,0
141,June,1998,23,40-60,0
141,June,1998,24,0-20,0
141,June,1998,24,40-60,0
141,June,1998,25,0-20,0
141,June,1998,25,40-60,1.0125
141,June,1998,26,0-20,0
141,June,1998,26,40-60,0
141,June,1998,27,0-20,0
141,June,1998,27,40-60,0
141,June,1998,28,0-20,0
141,June,1998,28,40-60,0
141,June,1998,29,0-20,0
141,June,1998,29,40-60,0
141,June,1998,30,0-20,0
141,June,1998,30,40-60,0
141,June,1998,31,0-20,0
141,June,1998,31,40-60,0
141,June,1998,32,0-20,0
141,June,1998,32,40-60,0
141,June,1998,33,0-20,0
141,June,1998,33,40-60,0
141,June,1998,34,0-20,0
141,June,1998,34,40-60,0
141,June,1998,35,0-20,0
141,June,1998,35,40-60,0
141,June,1998,36,0-20,0
141,June,1998,36,40-60,0
141,June,1998,37,0-20,0.0975
141,June,1998,37,40-60,0.366
141,June,1998,38,0-20,0
141,June,1998,38,40-60,0
141,June,1998,39,0-20,0
141,June,1998,39,40-60,0
141,June,1998,40,0-20,0
141,June,1998,40,40-60,0
141,June,1998,41,0-20,0
141,June,1998,41,40-60,0
141,June,1998,42,0-20,0
141,June,1998,42,40-60,0
141,June,1998,43,0-20,0
141,June,1998,43,40-60,0
141,June,1998,44,0-20,0
141,June,1998,44,40-60,0
141,June,1998,45,0-20,0
141,June,1998,45,40-60,0
141,June,1998,46,0-20,0
141,June,1998,46,40-60,0
141,June,1998,47,0-20,0
141,June,1998,47,40-60,0
141,June,1998,48,0-20,0
141,June,1998,48,40-60,0
141,June,1998,49,0-20,0
141,June,1998,49,40-60,0
141,June,1998,50,0-20,0
141,June,1998,50,40-60,0
141,June,1998,51,0-20,0
141,June,1998,51,40-60,0
141,June,1998,52,0-20,0
141,June,1998,52,40-60,0
141,June,1998,53,0-20,0
141,June,1998,53,40-60,0
141,June,1998,54,0-20,0
141,June,1998,54,40-60,0
141,June,1998,55,0-20,0
141,June,1998,55,40-60,0
141,June,1998,56,0-20,0
141,June,1998,56,40-60,0
141,June,1998,57,0-20,0
141,June,1998,57,40-60,0.6548
141,June,1998,58,0-20,0
141,June,1998,58,40-60,0
141,June,1998,59,0-20,0
141,June,1998,59,40-60,0
141,June,1998,60,0-20,0
141,June,1998,60,40-60,6.1027
141,June,1998,61,0-20,0.5209
141,June,1998,61,40-60,3.5007
141,June,1998,62,0-20,0
141,June,1998,62,40-60,0
141,June,1998,63,0-20,0
141,June,1998,63,40-60,0
141,June,1998,64,0-20,0
141,June,1998,64,40-60,0
141,June,1998,65,0-20,0
141,June,1998,65,40-60,0
141,June,1998,66,0-20,0
141,June,1998,66,40-60,0
141,June,1998,67,0-20,0
141,June,1998,67,40-60,0
141,June,1998,68,0-20,0.1722
141,June,1998,68,40-60,0
141,June,1998,69,0-20,0
141,June,1998,69,40-60,0
141,June,1998,70,0-20,0
141,June,1998,70,40-60,0.2912
141,June,1998,71,0-20,0
141,June,1998,71,40-60,0
141,June,1998,72,0-20,0.1221
141,June,1998,72,40-60,0.0432
141,June,1998,73,0-20,0.1394
141,June,1998,73,40-60,0.5171
141,June,1998,74,0-20,0
141,June,1998,74,40-60,0
141,June,1998,75,0-20,0
141,June,1998,75,40-60,0.1574
141,June,1998,76,0-20,0
141,June,1998,76,40-60,0
141,June,1998,77,0-20,0
141,June,1998,77,40-60,0
141,June,1998,78,0-20,0
141,June,1998,78,40-60,0
141,June,1998,79,0-20,0
141,June,1998,79,40-60,0
141,June,1998,80,0-20,0
141,June,1998,80,40-60,0
141,June,1998,81,0-20,0
141,June,1998,81,40-60,0.3473
141,June,1998,82,0-20,0
141,June,1998,82,40-60,0
141,June,1998,83,0-20,0
141,June,1998,83,40-60,0
141,June,1998,84,0-20,0
141,June,1998,84,40-60,0
141,June,1998,85,0-20,0
141,June,1998,85,40-60,0
141,June,1998,86,0-20,0
141,June,1998,86,40-60,0
141,June,1998,87,0-20,0
141,June,1998,87,40-60,0
141,June,1998,88,0-20,0
141,June,1998,88,40-60,0
141,June,1998,89,0-20,0
141,June,1998,89,40-60,0
141,June,1998,90,0-20,0
141,June,1998,90,40-60,0.0086
141,June,1998,91,0-20,0
141,June,1998,91,40-60,0
141,June,1998,92,0-20,0
141,June,1998,92,40-60,0
141,June,1998,93,0-20,0.9087
141,June,1998,93,40-60,0.4199
141,June,1998,94,0-20,0.603
141,June,1998,94,40-60,0.3472
141,June,1998,95,0-20,0
141,June,1998,95,40-60,0
141,June,1998,96,0-20,0.1349
141,June,1998,96,40-60,0
141,June,1998,97,0-20,0
141,June,1998,97,40-60,0
141,June,1998,98,0-20,0
141,June,1998,98,40-60,0
141,June,1998,99,0-20,0
141,June,1998,99,40-60,0
141,June,1998,100,0-20,0.4485
141,June,1998,100,40-60,0
141,June,1998,101,0-20,0.7426
141,June,1998,101,40-60,0
141,June,1998,102,0-20,0
141,June,1998,102,40-60,0.8892
141,June,1998,103,0-20,0
141,June,1998,103,40-60,0
141,June,1998,104,0-20,0
141,June,1998,104,40-60,0
141,June,1998,105,0-20,0
141,June,1998,105,40-60,0
141,June,1998,106,0-20,0
141,June,1998,106,40-60,0
141,June,1998,107,0-20,0
141,June,1998,107,40-60,0
141,June,1998,108,0-20,0
141,June,1998,108,40-60,0
141,June,1998,109,0-20,0
141,June,1998,109,40-60,0
141,June,1998,110,0-20,0
141,June,1998,110,40-60,0
141,June,1998,111,0-20,0
141,June,1998,111,40-60,0
141,June,1998,112,0-20,0
141,June,1998,112,40-60,0
141,June,1998,113,0-20,0
141,June,1998,113,40-60,0
141,June,1998,114,0-20,0
141,June,1998,114,40-60,0
141,June,1998,115,0-20,0
141,June,1998,115,40-60,0
141,June,1998,116,0-20,0.7067
141,June,1998,116,40-60,0.298
141,June,1998,117,0-20,0
141,June,1998,117,40-60,0
141,June,1998,118,0-20,0
141,June,1998,118,40-60,0
141,June,1998,119,0-20,0
141,June,1998,119,40-60,0
141,June,1998,120,0-20,0
141,June,1998,120,40-60,0
141,June,1998,121,0-20,0
141,June,1998,121,40-60,0
141,June,1998,122,0-20,0
141,June,1998,122,40-60,0
141,June,1998,123,0-20,0.6775
141,June,1998,123,40-60,0.0046
141,June,1998,124,0-20,0
141,June,1998,124,40-60,0.5412
141,June,1998,125,0-20,0
141,June,1998,125,40-60,0
141,June,1998,126,0-20,0
141,June,1998,126,40-60,1.1441
141,June,1998,127,0-20,0
141,June,1998,127,40-60,0
141,June,1998,128,0-20,0
141,June,1998,128,40-60,0
141,June,1998,129,0-20,0
141,June,1998,129,40-60,0.1459
141,June,1998,130,0-20,0
141,June,1998,130,40-60,0.1128
141,June,1998,131,0-20,0
141,June,1998,131,40-60,2.3895
141,June,1998,132,0-20,0.7764
141,June,1998,132,40-60,0
141,June,1998,133,0-20,0
141,June,1998,133,40-60,0
141,June,1998,134,0-20,0
141,June,1998,134,40-60,0
141,June,1998,135,0-20,0.2249
141,June,1998,135,40-60,0
141,June,1998,136,0-20,0
141,June,1998,136,40-60,0
141,June,1998,137,0-20,0
141,June,1998,137,40-60,0.2006
141,June,1998,138,0-20,0
141,June,1998,138,40-60,0
141,June,1998,139,0-20,1.2041
141,June,1998,139,40-60,0.4848
141,June,1998,140,0-20,0
141,June,1998,140,40-60,0
141,June,1998,141,0-20,0
141,June,1998,141,40-60,0
141,June,1998,142,0-20,0.4192
141,June,1998,142,40-60,0
141,June,1998,143,0-20,0
141,June,1998,143,40-60,0
141,June,1998,144,0-20,0
141,June,1998,144,40-60,0
141,June,1998,145,0-20,0
141,June,1998,145,40-60,0
141,June,1998,146,0-20,0.0177
141,June,1998,146,40-60,0
141,June,1998,147,0-20,0
141,June,1998,147,40-60,0
141,June,1998,148,0-20,0
141,June,1998,148,40-60,0.0537
141,June,1998,149,0-20,0
141,June,1998,149,40-60,0
141,June,1998,150,0-20,0
141,June,1998,150,40-60,0
141,June,1998,151,0-20,0
141,June,1998,151,40-60,0
141,June,1998,152,0-20,0
141,June,1998,152,40-60,0
141,June,1998,153,0-20,0
141,June,1998,153,40-60,0
141,June,1998,154,0-20,0
141,June,1998,154,40-60,0
141,June,1998,155,0-20,0
141,June,1998,155,40-60,0
141,June,1998,156,0-20,0
141,June,1998,156,40-60,0.3526
141,June,1998,157,0-20,0
141,June,1998,157,40-60,0
141,June,1998,158,0-20,0.0506
141,June,1998,158,40-60,0
141,June,1998,159,0-20,0
141,June,1998,159,40-60,0
141,June,1998,160,0-20,0.5299
141,June,1998,160,40-60,0.3096
141,June,1998,161,0-20,0
141,June,1998,161,40-60,0
141,June,1998,162,0-20,0
141,June,1998,162,40-60,0
141,June,1998,163,0-20,0
141,June,1998,163,40-60,0
141,June,1998,164,0-20,0
141,June,1998,164,40-60,0
141,June,1998,165,0-20,0
141,June,1998,165,40-60,0
141,June,1998,166,0-20,0
141,June,1998,166,40-60,0
141,June,1998,167,0-20,0
141,June,1998,167,40-60,0.1363
141,June,1998,168,0-20,0
141,June,1998,168,40-60,0
141,June,1998,169,0-20,0
141,June,1998,169,40-60,1.1329
141,June,1998,170,0-20,0
141,June,1998,170,40-60,0
141,June,1998,171,0-20,0
141,June,1998,171,40-60,0
141,June,1998,172,0-20,0
141,June,1998,172,40-60,0
141,June,1998,173,0-20,0
141,June,1998,173,40-60,0
141,June,1998,174,0-20,0
141,June,1998,174,40-60,0
141,June,1998,175,0-20,0
141,June,1998,175,40-60,0
141,June,1998,176,0-20,0
141,June,1998,176,40-60,0
141,June,1998,177,0-20,0
141,June,1998,177,40-60,0
141,June,1998,178,0-20,0
141,June,1998,178,40-60,0
141,June,1998,179,0-20,0
141,June,1998,179,40-60,0
141,June,1998,180,0-20,0
141,June,1998,180,40-60,0
141,June,1998,181,0-20,0.5242
141,June,1998,181,40-60,0
141,June,1998,182,0-20,0
141,June,1998,182,40-60,0.2957
141,June,1998,183,0-20,0
141,June,1998,183,40-60,0
141,June,1998,184,0-20,0
141,June,1998,184,40-60,0
141,June,1998,185,0-20,0
141,June,1998,185,40-60,0
141,June,1998,186,0-20,0
141,June,1998,186,40-60,0
141,June,1998,187,0-20,0
141,June,1998,187,40-60,0
141,June,1998,188,0-20,0
141,June,1998,188,40-60,0
141,June,1998,189,0-20,0
141,June,1998,189,40-60,0
141,June,1998,190,0-20,0.0655
141,June,1998,190,40-60,0
141,June,1998,191,0-20,0
141,June,1998,191,40-60,0
141,June,1998,192,0-20,0.3041
141,June,1998,192,40-60,0
141,June,1998,193,0-20,0
141,June,1998,193,40-60,0
141,June,1998,194,0-20,0
141,June,1998,194,40-60,0
141,June,1998,195,0-20,0
141,June,1998,195,40-60,0
141,June,1998,196,0-20,0.7385
141,June,1998,196,40-60,0
141,June,1998,197,0-20,0
141,June,1998,197,40-60,0
141,June,1998,198,0-20,0
141,June,1998,198,40-60,0
141,June,1998,199,0-20,0
141,June,1998,199,40-60,0
141,June,1998,200,0-20,0
141,June,1998,200,40-60,0
141,June,1998,201,0-20,0
141,June,1998,201,40-60,0
141,June,1998,202,0-20,0
141,June,1998,202,40-60,0
141,June,1998,203,0-20,0
141,June,1998,203,40-60,0
141,June,1998,204,0-20,0
141,June,1998,204,40-60,0
141,June,1998,205,0-20,0
141,June,1998,205,40-60,0
141,June,1998,206,0-20,0
141,June,1998,206,40-60,0
141,June,1998,207,0-20,0
141,June,1998,207,40-60,0
141,June,1998,208,0-20,0
141,June,1998,208,40-60,0.2426
141,June,1998,209,0-20,0
141,June,1998,209,40-60,0
141,June,1998,210,0-20,0
141,June,1998,210,40-60,0
141,June,1998,211,0-20,0
141,June,1998,211,40-60,0
141,June,1998,212,0-20,0
141,June,1998,212,40-60,0
141,June,1998,213,0-20,0
141,June,1998,213,40-60,0
141,June,1998,214,0-20,0
141,June,1998,214,40-60,0
141,June,1998,215,0-20,0
141,June,1998,215,40-60,0
141,June,1998,216,0-20,0
141,June,1998,216,40-60,0
141,June,1998,217,0-20,0
141,June,1998,217,40-60,0
141,June,1998,218,0-20,0
141,June,1998,218,40-60,0
141,June,1998,219,0-20,0
141,June,1998,219,40-60,0
141,June,1998,220,0-20,0
141,June,1998,220,40-60,0
141,June,1998,221,0-20,0
141,June,1998,221,40-60,0
141,June,1998,222,0-20,0
141,June,1998,222,40-60,0
141,June,1998,223,0-20,0
141,June,1998,223,40-60,0
141,June,1998,224,0-20,0
141,June,1998,224,40-60,0
141,June,1998,225,0-20,0
141,June,1998,225,40-60,0
141,June,1998,226,0-20,0
141,June,1998,226,40-60,0
141,June,1998,227,0-20,0
141,June,1998,227,40-60,0
141,June,1998,228,0-20,0
141,June,1998,228,40-60,0
141,June,1998,229,0-20,0.2999
141,June,1998,229,40-60,0
141,June,1998,230,0-20,0
141,June,1998,230,40-60,0
141,June,1998,231,0-20,0
141,June,1998,231,40-60,0
141,June,1998,232,0-20,0
141,June,1998,232,40-60,0
141,June,1998,233,0-20,0
141,June,1998,233,40-60,0
141,June,1998,234,0-20,0
141,June,1998,234,40-60,0
141,June,1998,235,0-20,0
141,June,1998,235,40-60,0
141,June,1998,236,0-20,0
141,June,1998,236,40-60,1.1535
141,June,1998,237,0-20,0
141,June,1998,237,40-60,0
141,June,1998,238,0-20,0
141,June,1998,238,40-60,0
141,June,1998,239,0-20,0
141,June,1998,239,40-60,0
141,June,1998,240,0-20,0
141,June,1998,240,40-60,0
141,June,1998,241,0-20,0
141,June,1998,241,40-60,0
141,June,1998,242,0-20,0.0279
141,June,1998,242,40-60,0
141,June,1998,243,0-20,0
141,June,1998,243,40-60,0
141,June,1998,244,0-20,0
141,June,1998,244,40-60,0
141,June,1998,245,0-20,0
141,June,1998,245,40-60,0
141,June,1998,246,0-20,0
141,June,1998,246,40-60,0
141,June,1998,247,0-20,0
141,June,1998,247,40-60,0
141,June,1998,248,0-20,0.5108
141,June,1998,248,40-60,0
141,June,1998,249,0-20,0
141,June,1998,249,40-60,0
141,June,1998,250,0-20,0
141,June,1998,250,40-60,0
141,June,1998,251,0-20,0
141,June,1998,251,40-60,0
141,June,1998,252,0-20,0
141,June,1998,252,40-60,0.334
141,June,1998,253,0-20,0
141,June,1998,253,40-60,0
141,June,1998,254,0-20,0
141,June,1998,254,40-60,0.1855
141,June,1998,255,0-20,0
141,June,1998,255,40-60,0
141,June,1998,256,0-20,1.7912
141,June,1998,256,40-60,0.3582
141,June,1998,257,0-20,0
141,June,1998,257,40-60,0
141,June,1998,258,0-20,0
141,June,1998,258,40-60,0
141,June,1998,259,0-20,0
141,June,1998,259,40-60,0
141,June,1998,260,0-20,0
141,June,1998,260,40-60,0
141,June,1998,261,0-20,0
141,June,1998,261,40-60,0
141,June,1998,262,0-20,0.2661
141,June,1998,262,40-60,0
141,June,1998,263,0-20,0
141,June,1998,263,40-60,0.0012
141,June,1998,264,0-20,0
141,June,1998,264,40-60,0
141,June,1998,265,0-20,0.4573
141,June,1998,265,40-60,0.1099
141,June,1998,266,0-20,0
141,June,1998,266,40-60,0
141,June,1998,267,0-20,0
141,June,1998,267,40-60,0
141,June,1998,268,0-20,0
141,June,1998,268,40-60,0
141,June,1998,269,0-20,0
141,June,1998,269,40-60,0
141,June,1998,270,0-20,0
141,June,1998,270,40-60,0
141,June,1998,271,0-20,0
141,June,1998,271,40-60,0
141,June,1998,272,0-20,0
141,June,1998,272,40-60,0
141,June,1998,273,0-20,0
141,June,1998,273,40-60,0
141,June,1998,274,0-20,0
141,June,1998,274,40-60,0
141,June,1998,275,0-20,0
141,June,1998,275,40-60,0
141,June,1998,276,0-20,0
141,June,1998,276,40-60,0
141,June,1998,277,0-20,0
141,June,1998,277,40-60,0
141,June,1998,278,0-20,0.1368
141,June,1998,278,40-60,0
141,June,1998,279,0-20,0
141,June,1998,279,40-60,0.1859
141,June,1998,280,0-20,0
141,June,1998,280,40-60,0
141,June,1998,281,0-20,0
141,June,1998,281,40-60,0
141,June,1998,282,0-20,0
141,June,1998,282,40-60,0
141,June,1998,283,0-20,0
141,June,1998,283,40-60,0
141,June,1998,284,0-20,0
141,June,1998,284,40-60,0
141,June,1998,285,0-20,0.1985
141,June,1998,285,40-60,0.2766
141,June,1998,286,0-20,0
141,June,1998,286,40-60,0
141,June,1998,287,0-20,0
141,June,1998,287,40-60,0
141,June,1998,288,0-20,0
141,June,1998,288,40-60,0
141,June,1998,289,0-20,0.7211
141,June,1998,289,40-60,0
141,June,1998,290,0-20,0
141,June,1998,290,40-60,0
141,June,1998,291,0-20,0
141,June,1998,291,40-60,0
141,June,1998,292,0-20,0
141,June,1998,292,40-60,0
141,June,1998,293,0-20,0
141,June,1998,293,40-60,0
141,June,1998,294,0-20,0
141,June,1998,294,40-60,0
141,June,1998,295,0-20,0.3718
141,June,1998,295,40-60,0
141,June,1998,296,0-20,0
141,June,1998,296,40-60,0
141,June,1998,297,0-20,0
141,June,1998,297,40-60,0
141,June,1998,298,0-20,0
141,June,1998,298,40-60,0
141,June,1998,299,0-20,0
141,June,1998,299,40-60,0
141,June,1998,300,0-20,0
141,June,1998,300,40-60,0
141,June,1998,301,0-20,0
141,June,1998,301,40-60,0
141,June,1998,302,0-20,0
141,June,1998,302,40-60,0
141,June,1998,303,0-20,0
141,June,1998,303,40-60,0.1221
141,June,1998,304,0-20,0.1213
141,June,1998,304,40-60,0.1983
141,June,1998,305,0-20,0
141,June,1998,305,40-60,0
141,June,1998,306,0-20,0
141,June,1998,306,40-60,0
141,June,1998,307,0-20,0
141,June,1998,307,40-60,0
141,June,1998,308,0-20,0
141,June,1998,308,40-60,0
141,June,1998,309,0-20,0
141,June,1998,309,40-60,0
141,June,1998,310,0-20,0
141,June,1998,310,40-60,0
141,June,1998,311,0-20,0
141,June,1998,311,40-60,0
141,June,1998,312,0-20,0
141,June,1998,312,40-60,0
141,June,1998,313,0-20,0
141,June,1998,313,40-60,0.2323
141,June,1998,314,0-20,0
141,June,1998,314,40-60,0.0946
141,June,1998,315,0-20,0
141,June,1998,315,40-60,0.2001
141,June,1998,316,0-20,0.2591
141,June,1998,316,40-60,0.5134
141,June,1998,317,0-20,0.0211
141,June,1998,317,40-60,0.2026
141,June,1998,318,0-20,0.0765
141,June,1998,318,40-60,0
141,June,1998,319,0-20,0
141,June,1998,319,40-60,0
141,June,1998,320,0-20,0
141,June,1998,320,40-60,0.2137
141,June,1998,321,0-20,0
141,June,1998,321,40-60,0
141,June,1998,322,0-20,0.112
141,June,1998,322,40-60,0
141,June,1998,323,0-20,0
141,June,1998,323,40-60,0
141,June,1998,324,0-20,0
141,June,1998,324,40-60,0
141,June,1998,325,0-20,0
141,June,1998,325,40-60,0
141,June,1998,326,0-20,0
141,June,1998,326,40-60,0
141,June,1998,327,0-20,0.2451
141,June,1998,327,40-60,0.0314
141,June,1998,328,0-20,0
141,June,1998,328,40-60,0
141,June,1998,329,0-20,0.8312
141,June,1998,329,40-60,0.0655
141,June,1998,330,0-20,0.141
141,June,1998,330,40-60,0.165
141,June,1998,331,0-20,0
141,June,1998,331,40-60,0
141,June,1998,332,0-20,0
141,June,1998,332,40-60,0
141,June,1998,333,0-20,0
141,June,1998,333,40-60,0
141,June,1998,334,0-20,0
141,June,1998,334,40-60,0
141,June,1998,335,0-20,0
141,June,1998,335,40-60,0
141,June,1998,336,0-20,0
141,June,1998,336,40-60,0
141,June,1998,337,0-20,0
141,June,1998,337,40-60,0
141,June,1998,338,0-20,0
141,June,1998,338,40-60,0
141,June,1998,339,0-20,0
141,June,1998,339,40-60,0
141,June,1998,340,0-20,0
141,June,1998,340,40-60,0
141,June,1998,341,0-20,0
141,June,1998,341,40-60,0
141,June,1998,342,0-20,0.3879
141,June,1998,342,40-60,0.0362
141,June,1998,343,0-20,0.4851
141,June,1998,343,40-60,0
141,June,1998,344,0-20,0
141,June,1998,344,40-60,0
141,June,1998,345,0-20,0.3856
141,June,1998,345,40-60,0.1652
141,June,1998,346,0-20,0
141,June,1998,346,40-60,0
141,June,1998,347,0-20,0.115
141,June,1998,347,40-60,0.2304
141,June,1998,348,0-20,0.1553
141,June,1998,348,40-60,0
141,June,1998,349,0-20,0.3908
141,June,1998,349,40-60,0.395
141,June,1998,350,0-20,1.0554
141,June,1998,350,40-60,0
141,June,1998,351,0-20,0
141,June,1998,351,40-60,0
141,June,1998,352,0-20,0
141,June,1998,352,40-60,0
141,June,1998,353,0-20,0
141,June,1998,353,40-60,0
141,June,1998,354,0-20,0
141,June,1998,354,40-60,0
141,June,1998,355,0-20,0
141,June,1998,355,40-60,0
141,June,1998,356,0-20,0
141,June,1998,356,40-60,0
141,June,1998,357,0-20,0
141,June,1998,357,40-60,0
141,June,1998,358,0-20,0
141,June,1998,358,40-60,0
141,June,1998,359,0-20,0
141,June,1998,359,40-60,0
141,June,1998,360,0-20,0
141,June,1998,360,40-60,0
141,June,1998,361,0-20,0
141,June,1998,361,40-60,0
141,June,1998,362,0-20,0
141,June,1998,362,40-60,0.1229
141,June,1998,363,0-20,0.3697
141,June,1998,363,40-60,0
141,June,1998,364,0-20,0
141,June,1998,364,40-60,0
141,June,1998,365,0-20,0
141,June,1998,365,40-60,0
141,June,1998,366,0-20,0
141,June,1998,366,40-60,0
141,June,1998,367,0-20,0
141,June,1998,367,40-60,0.1903
141,June,1998,368,0-20,0.1499
141,June,1998,368,40-60,0
141,June,1998,369,0-20,0
141,June,1998,369,40-60,0
141,June,1998,370,0-20,0.5553
141,June,1998,370,40-60,0.2669
141,June,1998,371,0-20,0.5363
141,June,1998,371,40-60,0.9324
141,August,1998,1,0-20,0.22
141,August,1998,1,40-60,0
141,August,1998,2,0-20,0.3013
141,August,1998,2,40-60,0
141,August,1998,3,0-20,1.3132
141,August,1998,3,40-60,0
141,August,1998,4,0-20,0.1295
141,August,1998,4,40-60,0
141,August,1998,5,0-20,0.2213
141,August,1998,5,40-60,0.0009
141,August,1998,6,0-20,0.1917
141,August,1998,6,40-60,0
141,August,1998,7,0-20,0.2589
141,August,1998,7,40-60,0
141,August,1998,8,0-20,0.1604
141,August,1998,8,40-60,0
141,August,1998,9,0-20,0.1735
141,August,1998,9,40-60,0
141,August,1998,10,0-20,0.1003
141,August,1998,10,40-60,0
141,August,1998,11,0-20,0.0939
141,August,1998,11,40-60,0
141,August,1998,12,0-20,0.0952
141,August,1998,12,40-60,0
141,August,1998,13,0-20,0.0824
141,August,1998,13,40-60,0
141,August,1998,14,0-20,0.0623
141,August,1998,14,40-60,0
141,August,1998,15,0-20,0.0627
141,August,1998,15,40-60,0
141,August,1998,16,0-20,0.123
141,August,1998,16,40-60,0
141,August,1998,17,0-20,0.0629
141,August,1998,17,40-60,0
141,August,1998,18,0-20,0.2754
141,August,1998,18,40-60,0.0209
141,August,1998,19,0-20,0.0797
141,August,1998,19,40-60,0
141,August,1998,20,0-20,0.0933
141,August,1998,20,40-60,0
141,August,1998,21,0-20,0.1073
141,August,1998,21,40-60,0
141,August,1998,22,0-20,0.0801
141,August,1998,22,40-60,0
141,August,1998,23,0-20,0.0748
141,August,1998,23,40-60,0
141,August,1998,24,0-20,0.0577
141,August,1998,24,40-60,0
141,August,1998,25,0-20,0.0441
141,August,1998,25,40-60,0
141,August,1998,26,0-20,0.1022
141,August,1998,26,40-60,0
141,August,1998,27,0-20,0.0907
141,August,1998,27,40-60,0
141,August,1998,28,0-20,0.0668
141,August,1998,28,40-60,0
141,August,1998,29,0-20,0.0722
141,August,1998,29,40-60,0
141,August,1998,30,0-20,0.1182
141,August,1998,30,40-60,0
141,August,1998,31,0-20,0.0869
141,August,1998,31,40-60,0.0388
141,August,1998,32,0-20,0.0814
141,August,1998,32,40-60,0
141,August,1998,33,0-20,0.0773
141,August,1998,33,40-60,0
141,August,1998,34,0-20,0.0723
141,August,1998,34,40-60,0
141,August,1998,35,0-20,0.2611
141,August,1998,35,40-60,0.0048
141,August,1998,36,0-20,0.0527
141,August,1998,36,40-60,0
141,August,1998,37,0-20,0.1189
141,August,1998,37,40-60,0.0823
141,August,1998,38,0-20,0.1145
141,August,1998,38,40-60,0
141,August,1998,39,0-20,0.0509
141,August,1998,39,40-60,0
141,August,1998,40,0-20,0.044
141,August,1998,40,40-60,0
141,August,1998,41,0-20,0.0456
141,August,1998,41,40-60,0
141,August,1998,42,0-20,0.0395
141,August,1998,42,40-60,0
141,August,1998,43,0-20,0.0643
141,August,1998,43,40-60,0
141,August,1998,44,0-20,0.0325
141,August,1998,44,40-60,0
141,August,1998,45,0-20,0.061
141,August,1998,45,40-60,0
141,August,1998,46,0-20,0.0348
141,August,1998,46,40-60,0
141,August,1998,47,0-20,0.0353
141,August,1998,47,40-60,0
141,August,1998,48,0-20,0.0962
141,August,1998,48,40-60,0
141,August,1998,49,0-20,0.0474
141,August,1998,49,40-60,0
141,August,1998,50,0-20,0.0541
141,August,1998,50,40-60,0
141,August,1998,51,0-20,0.0562
141,August,1998,51,40-60,0
141,August,1998,52,0-20,0.0571
141,August,1998,52,40-60,0.0026
141,August,1998,53,0-20,0.021
141,August,1998,53,40-60,0
141,August,1998,54,0-20,0.0462
141,August,1998,54,40-60,0.0016
141,August,1998,55,0-20,0.5975
141,August,1998,55,40-60,0
141,August,1998,56,0-20,0.1051
141,August,1998,56,40-60,0
141,August,1998,57,0-20,0.059
141,August,1998,57,40-60,0
141,August,1998,58,0-20,0.0624
141,August,1998,58,40-60,0
141,August,1998,59,0-20,0.0326
141,August,1998,59,40-60,0.0029
141,August,1998,60,0-20,0.2848
141,August,1998,60,40-60,0
141,August,1998,61,0-20,0.6384
141,August,1998,61,40-60,0.1335
141,August,1998,62,0-20,0.0967
141,August,1998,62,40-60,0.0078
141,August,1998,63,0-20,0.0763
141,August,1998,63,40-60,0
141,August,1998,64,0-20,0.0154
141,August,1998,64,40-60,0
141,August,1998,65,0-20,0.0199
141,August,1998,65,40-60,0
141,August,1998,66,0-20,0.0392
141,August,1998,66,40-60,0
141,August,1998,67,0-20,0.0402
141,August,1998,67,40-60,0.0013
141,August,1998,68,0-20,0.481
141,August,1998,68,40-60,0.1927
141,August,1998,69,0-20,0.0141
141,August,1998,69,40-60,0.0327
141,August,1998,70,0-20,0.3047
141,August,1998,70,40-60,0.3212
141,August,1998,71,0-20,0.0567
141,August,1998,71,40-60,0.0276
141,August,1998,72,0-20,0.5795
141,August,1998,72,40-60,0.3243
141,August,1998,73,0-20,0.1583
141,August,1998,73,40-60,0.1418
141,August,1998,74,0-20,1.7909
141,August,1998,74,40-60,0.2073
141,August,1998,75,0-20,0.3759
