Exp,Season,year,Plot,Depth,NH4
141,June,1999,205,0-20,0.0283
141,June,1999,205,40-60,0
141,June,1999,206,0-20,0.08
141,June,1999,206,40-60,0
141,June,1999,207,0-20,0.0423
141,June,1999,207,40-60,0
141,June,1999,208,0-20,0.2029
141,June,1999,208,40-60,0
141,June,1999,209,0-20,0.1816
141,June,1999,209,40-60,0
141,June,1999,210,0-20,0.0425
141,June,1999,210,40-60,0
141,June,1999,211,0-20,0.0409
141,June,1999,211,40-60,0
141,June,1999,212,0-20,0.5758
141,June,1999,212,40-60,0
141,June,1999,213,0-20,0.0499
141,June,1999,213,40-60,0
141,June,1999,214,0-20,0.0049
141,June,1999,214,40-60,0
141,June,1999,215,0-20,0.0483
141,June,1999,215,40-60,0
141,June,1999,216,0-20,0.0224
141,June,1999,216,40-60,0
141,June,1999,217,0-20,0.1761
141,June,1999,217,40-60,0
141,June,1999,218,0-20,0
141,June,1999,218,40-60,0
141,June,1999,219,0-20,0.1294
141,June,1999,219,40-60,0
141,June,1999,220,0-20,0.0354
141,June,1999,220,40-60,0
141,June,1999,221,0-20,0.0475
141,June,1999,221,40-60,0
141,June,1999,222,0-20,0.0613
141,June,1999,222,40-60,0
141,June,1999,223,0-20,0.02
141,June,1999,223,40-60,0
141,June,1999,224,0-20,0.0465
141,June,1999,224,40-60,0
141,June,1999,225,0-20,0.0232
141,June,1999,225,40-60,0
141,June,1999,226,0-20,0.0246
141,June,1999,226,40-60,0
141,June,1999,227,0-20,0.0884
141,June,1999,227,40-60,0
141,June,1999,228,0-20,0.0478
141,June,1999,228,40-60,0
141,June,1999,229,0-20,0.2957
141,June,1999,229,40-60,0
141,June,1999,230,0-20,0
141,June,1999,230,40-60,0
141,June,1999,231,0-20,0.064
141,June,1999,231,40-60,0
141,June,1999,232,0-20,0.0196
141,June,1999,232,40-60,0
141,June,1999,233,0-20,0.0648
141,June,1999,233,40-60,0
141,June,1999,234,0-20,0.0695
141,June,1999,234,40-60,0
141,June,1999,235,0-20,0.1337
141,June,1999,235,40-60,0
141,June,1999,236,0-20,0.0344
141,June,1999,236,40-60,0
141,June,1999,237,0-20,0.2325
141,June,1999,237,40-60,0
141,June,1999,238,0-20,0.0518
141,June,1999,238,40-60,0
141,June,1999,239,0-20,0.0512
141,June,1999,239,40-60,0
141,June,1999,240,0-20,1.0512
141,June,1999,240,40-60,0
141,June,1999,241,0-20,0.6119
141,June,1999,241,40-60,0
141,June,1999,242,0-20,0.3591
141,June,1999,242,40-60,0
141,June,1999,243,0-20,0.0498
141,June,1999,243,40-60,0
141,June,1999,244,0-20,0.024
141,June,1999,244,40-60,0
141,June,1999,245,0-20,0.071
141,June,1999,245,40-60,0
141,June,1999,246,0-20,0.0372
141,June,1999,246,40-60,0
141,June,1999,247,0-20,0.1792
141,June,1999,247,40-60,0
141,June,1999,248,0-20,0.1442
141,June,1999,248,40-60,0
141,June,1999,249,0-20,0.0418
141,June,1999,249,40-60,0
141,June,1999,250,0-20,0.0703
141,June,1999,250,40-60,0
141,June,1999,251,0-20,0.0474
141,June,1999,251,40-60,0
141,June,1999,252,0-20,0.0255
141,June,1999,252,40-60,0
141,June,1999,253,0-20,0.085
141,June,1999,253,40-60,0
141,June,1999,254,0-20,0.0769
141,June,1999,254,40-60,0
141,June,1999,255,0-20,0.0691
141,June,1999,255,40-60,0
141,June,1999,256,0-20,0.2865
141,June,1999,256,40-60,0
141,June,1999,257,0-20,0.0715
141,June,1999,257,40-60,0
141,June,1999,258,0-20,0.0351
141,June,1999,258,40-60,0
141,June,1999,259,0-20,0.0834
141,June,1999,259,40-60,0
141,June,1999,260,0-20,0.0362
141,June,1999,260,40-60,0
141,June,1999,261,0-20,0.0208
141,June,1999,261,40-60,0
141,June,1999,262,0-20,0.6355
141,June,1999,262,40-60,0
141,June,1999,263,0-20,0.1363
141,June,1999,263,40-60,0
141,June,1999,264,0-20,0.0612
141,June,1999,264,40-60,0
141,June,1999,265,0-20,0.2741
141,June,1999,265,40-60,0
141,June,1999,266,0-20,0.0604
141,June,1999,266,40-60,0
141,June,1999,267,0-20,0.027
141,June,1999,267,40-60,0
141,June,1999,268,0-20,0.0807
141,June,1999,268,40-60,0
141,June,1999,269,0-20,1.3844
141,June,1999,269,40-60,0
141,June,1999,270,0-20,0.0779
141,June,1999,270,40-60,0
141,June,1999,271,0-20,0.3654
141,June,1999,271,40-60,0
141,June,1999,272,0-20,0.0779
141,June,1999,272,40-60,0
141,June,1999,273,0-20,0.0432
141,June,1999,273,40-60,0
141,June,1999,274,0-20,0.0387
141,June,1999,274,40-60,0
141,June,1999,275,0-20,0.1139
141,June,1999,275,40-60,0
141,June,1999,276,0-20,0.1104
141,June,1999,276,40-60,0
141,June,1999,277,0-20,0.0225
141,June,1999,277,40-60,0
141,June,1999,278,0-20,0.0213
141,June,1999,278,40-60,0
141,June,1999,279,0-20,0.3255
141,June,1999,279,40-60,0
141,June,1999,280,0-20,0.03
141,June,1999,280,40-60,0
141,June,1999,281,0-20,0.0066
141,June,1999,281,40-60,0
141,June,1999,282,0-20,0.0659
141,June,1999,282,40-60,0
141,June,1999,283,0-20,0.0778
141,June,1999,283,40-60,0
141,June,1999,284,0-20,0.1227
141,June,1999,284,40-60,0
141,June,1999,285,0-20,0.191
141,June,1999,285,40-60,0
141,June,1999,286,0-20,0.017
141,June,1999,286,40-60,0
141,June,1999,287,0-20,0.0675
141,June,1999,287,40-60,0
141,June,1999,288,0-20,0.0164
141,June,1999,288,40-60,0
141,June,1999,289,0-20,0.422
141,June,1999,289,40-60,0
141,June,1999,290,0-20,0.0224
141,June,1999,290,40-60,0
141,June,1999,291,0-20,0.0224
141,June,1999,291,40-60,0
141,June,1999,292,0-20,0.026
141,June,1999,292,40-60,0
141,June,1999,293,0-20,0.0296
141,June,1999,293,40-60,0
141,June,1999,294,0-20,0.0472
141,June,1999,294,40-60,0
141,June,1999,295,0-20,0.3057
141,June,1999,295,40-60,0
141,June,1999,296,0-20,0.0469
141,June,1999,296,40-60,0
141,June,1999,297,0-20,0.0283
141,June,1999,297,40-60,0
141,June,1999,298,0-20,0.7885
141,June,1999,298,40-60,0
141,June,1999,299,0-20,0.0911
141,June,1999,299,40-60,0
141,June,1999,300,0-20,0.0786
141,June,1999,300,40-60,0
141,June,1999,301,0-20,0.0303
141,June,1999,301,40-60,0
141,June,1999,302,0-20,0.056
141,June,1999,302,40-60,0
141,June,1999,303,0-20,0.1937
141,June,1999,303,40-60,0
141,June,1999,304,0-20,0.5467
141,June,1999,304,40-60,0
141,June,1999,305,0-20,0.3932
141,June,1999,305,40-60,0
141,June,1999,306,0-20,0.0176
141,June,1999,306,40-60,0
141,June,1999,307,0-20,0.0632
141,June,1999,307,40-60,0
141,June,1999,308,0-20,0.1152
141,June,1999,308,40-60,0
141,June,1999,309,0-20,0.0659
141,June,1999,309,40-60,0
141,June,1999,310,0-20,0.0443
141,June,1999,310,40-60,0
141,June,1999,311,0-20,0.0809
141,June,1999,311,40-60,0
141,June,1999,312,0-20,0.1756
141,June,1999,312,40-60,0
141,June,1999,313,0-20,0.0548
141,June,1999,313,40-60,0
141,June,1999,314,0-20,0.1191
141,June,1999,314,40-60,0
141,June,1999,315,0-20,0.0406
141,June,1999,315,40-60,0
141,June,1999,316,0-20,0.0802
141,June,1999,316,40-60,0
141,June,1999,317,0-20,0.0335
141,June,1999,317,40-60,0
141,June,1999,318,0-20,0.1276
141,June,1999,318,40-60,0
141,June,1999,319,0-20,0.1122
141,June,1999,319,40-60,0
141,June,1999,320,0-20,0.1033
141,June,1999,320,40-60,0
141,June,1999,321,0-20,0.0419
141,June,1999,321,40-60,0
141,June,1999,322,0-20,0.6724
141,June,1999,322,40-60,0
141,June,1999,323,0-20,0.0956
141,June,1999,323,40-60,0
141,June,1999,324,0-20,0.0464
141,June,1999,324,40-60,0
141,June,1999,325,0-20,0.0291
141,June,1999,325,40-60,0
141,June,1999,326,0-20,0.0162
141,June,1999,326,40-60,0
141,June,1999,327,0-20,0.7031
141,June,1999,327,40-60,0
141,June,1999,328,0-20,0.0209
141,June,1999,328,40-60,0
141,June,1999,329,0-20,0.087
141,June,1999,329,40-60,0
141,June,1999,330,0-20,0.4076
141,June,1999,330,40-60,0
141,June,1999,331,0-20,0.0472
141,June,1999,331,40-60,0
141,June,1999,332,0-20,0.0382
141,June,1999,332,40-60,0
141,June,1999,333,0-20,0.0271
141,June,1999,333,40-60,0
141,June,1999,334,0-20,0.0223
141,June,1999,334,40-60,0
141,June,1999,335,0-20,0.0566
141,June,1999,335,40-60,0
141,June,1999,336,0-20,0.0577
141,June,1999,336,40-60,0
141,June,1999,337,0-20,0.139
141,June,1999,337,40-60,0
141,June,1999,338,0-20,0.0069
141,June,1999,338,40-60,0
141,June,1999,339,0-20,0.0827
141,June,1999,339,40-60,0
141,June,1999,340,0-20,0.1101
141,June,1999,340,40-60,0
141,June,1999,341,0-20,0.0262
141,June,1999,341,40-60,0
141,June,1999,342,0-20,0.5599
141,June,1999,342,40-60,0
141,June,1999,343,0-20,0.0827
141,June,1999,343,40-60,0
141,June,1999,344,0-20,0.092
141,June,1999,344,40-60,0
141,June,1999,345,0-20,0.0776
141,June,1999,345,40-60,0
141,June,1999,346,0-20,0.0314
141,June,1999,346,40-60,0
141,June,1999,347,0-20,0.3331
141,June,1999,347,40-60,0
141,June,1999,348,0-20,0.2121
141,June,1999,348,40-60,0
141,June,1999,349,0-20,0.1147
141,June,1999,349,40-60,0
141,June,1999,350,0-20,0.9117
141,June,1999,350,40-60,0
141,June,1999,351,0-20,0.0111
141,June,1999,351,40-60,0
141,June,1999,352,0-20,0.084
141,June,1999,352,40-60,0
141,June,1999,353,0-20,0.0306
141,June,1999,353,40-60,0
141,June,1999,354,0-20,0.0157
141,June,1999,354,40-60,0
141,June,1999,355,0-20,0.0189
141,June,1999,355,40-60,0
141,June,1999,356,0-20,0.0795
141,June,1999,356,40-60,0
141,June,1999,357,0-20,0.3038
141,June,1999,357,40-60,0
141,June,1999,358,0-20,0.1655
141,June,1999,358,40-60,0
141,June,1999,359,0-20,0.0608
141,June,1999,359,40-60,0
141,June,1999,360,0-20,0.0457
141,June,1999,360,40-60,0
141,June,1999,361,0-20,0.0531
141,June,1999,361,40-60,0
141,June,1999,362,0-20,0.0533
141,June,1999,362,40-60,0
141,June,1999,363,0-20,0.8389
141,June,1999,363,40-60,0
141,June,1999,364,0-20,0.0717
141,June,1999,364,40-60,0
141,June,1999,365,0-20,0.0303
141,June,1999,365,40-60,0
141,June,1999,366,0-20,0.0218
141,June,1999,366,40-60,0
141,June,1999,367,0-20,0.2733
141,June,1999,367,40-60,0
141,June,1999,368,0-20,0.4213
141,June,1999,368,40-60,0
141,June,1999,369,0-20,0.2731
141,June,1999,369,40-60,0
141,June,1999,370,0-20,0.1748
141,June,1999,370,40-60,0
141,June,1999,371,0-20,0.8799
141,June,1999,371,40-60,0
141,August,1999,1,0-20,0.049
141,August,1999,1,40-60,0.0267
141,August,1999,2,0-20,0.593
141,August,1999,2,40-60,0.0719
141,August,1999,3,0-20,1.0154
141,August,1999,3,40-60,0.1129
141,August,1999,4,0-20,0.1148
141,August,1999,4,40-60,0.0754
141,August,1999,5,0-20,0.3142
141,August,1999,5,40-60,0.0828
141,August,1999,6,0-20,0.055
141,August,1999,6,40-60,0.0985
141,August,1999,7,0-20,0.1102
141,August,1999,7,40-60,0.1565
141,August,1999,8,0-20,0.1059
141,August,1999,8,40-60,0
141,August,1999,9,0-20,0.0953
141,August,1999,9,40-60,0.116
141,August,1999,10,0-20,0.0337
141,August,1999,10,40-60,0.0625
141,August,1999,11,0-20,0.1321
141,August,1999,11,40-60,0
141,August,1999,12,0-20,0.0474
141,August,1999,12,40-60,0
141,August,1999,13,0-20,0.0103
141,August,1999,13,40-60,0.0499
141,August,1999,14,0-20,0.1064
141,August,1999,14,40-60,0.0151
141,August,1999,15,0-20,0.0475
141,August,1999,15,40-60,0.073
141,August,1999,16,0-20,0.0942
141,August,1999,16,40-60,0.0454
141,August,1999,17,0-20,0.0436
141,August,1999,17,40-60,0.1306
141,August,1999,18,0-20,0.3106
141,August,1999,18,40-60,0.088
141,August,1999,19,0-20,0.0171
141,August,1999,19,40-60,0.2308
141,August,1999,20,0-20,0.0188
141,August,1999,20,40-60,0.0545
141,August,1999,21,0-20,0.0588
141,August,1999,21,40-60,0.1081
141,August,1999,22,0-20,0.1179
141,August,1999,22,40-60,0.0722
141,August,1999,23,0-20,0.085
141,August,1999,23,40-60,0.0459
141,August,1999,24,0-20,0.1042
141,August,1999,24,40-60,0.0459
141,August,1999,25,0-20,0.6196
141,August,1999,25,40-60,0.1871
141,August,1999,26,0-20,0.1495
141,August,1999,26,40-60,0.2123
141,August,1999,27,0-20,0.0578
141,August,1999,27,40-60,0.0148
141,August,1999,28,0-20,0.0655
141,August,1999,28,40-60,0.0649
141,August,1999,29,0-20,0.3251
141,August,1999,29,40-60,0.2326
141,August,1999,30,0-20,0.0925
141,August,1999,30,40-60,0
141,August,1999,31,0-20,0.0316
141,August,1999,31,40-60,0.1546
141,August,1999,32,0-20,0.3602
141,August,1999,32,40-60,0.1741
141,August,1999,33,0-20,0.0609
141,August,1999,33,40-60,0.0564
141,August,1999,34,0-20,0.0856
141,August,1999,34,40-60,0.076
141,August,1999,35,0-20,0.4507
141,August,1999,35,40-60,0.4855
141,August,1999,36,0-20,0.2474
141,August,1999,36,40-60,0.1898
141,August,1999,37,0-20,0.6013
141,August,1999,37,40-60,0.1559
141,August,1999,38,0-20,0.539
141,August,1999,38,40-60,0.2969
141,August,1999,39,0-20,0.2296
141,August,1999,39,40-60,0.0663
141,August,1999,40,0-20,0.3152
141,August,1999,40,40-60,0.073
141,August,1999,41,0-20,0.1924
141,August,1999,41,40-60,0.1237
141,August,1999,42,0-20,0.0795
141,August,1999,42,40-60,0.0791
141,August,1999,43,0-20,0.0563
141,August,1999,43,40-60,0.0612
141,August,1999,44,0-20,0.0316
141,August,1999,44,40-60,1.2935
141,August,1999,45,0-20,0.1484
141,August,1999,45,40-60,0.1549
141,August,1999,46,0-20,0.2011
141,August,1999,46,40-60,0.1268
141,August,1999,47,0-20,0.0369
141,August,1999,47,40-60,0.0999
141,August,1999,48,0-20,0.7283
141,August,1999,48,40-60,0.1461
141,August,1999,49,0-20,0.3323
141,August,1999,49,40-60,0.1606
141,August,1999,50,0-20,0.077
141,August,1999,50,40-60,0.1327
141,August,1999,51,0-20,0.1038
141,August,1999,51,40-60,0.0305
141,August,1999,52,0-20,0.0773
141,August,1999,52,40-60,0.2861
141,August,1999,53,0-20,0.4422
141,August,1999,53,40-60,0.0573
141,August,1999,54,0-20,0.7688
141,August,1999,54,40-60,0.1803
141,August,1999,55,0-20,0.8035
141,August,1999,55,40-60,0.9284
141,August,1999,56,0-20,0.7347
141,August,1999,56,40-60,0.4117
141,August,1999,57,0-20,0.2725
141,August,1999,57,40-60,0.1311
141,August,1999,58,0-20,0.0583
141,August,1999,58,40-60,0.2582
141,August,1999,59,0-20,0.0781
141,August,1999,59,40-60,0.0841
141,August,1999,60,0-20,0.4624
141,August,1999,60,40-60,0.0761
141,August,1999,61,0-20,0.2279
141,August,1999,61,40-60,0.0974
141,August,1999,62,0-20,0.1583
141,August,1999,62,40-60,0.0673
141,August,1999,63,0-20,0.1049
141,August,1999,63,40-60,0.1654
141,August,1999,64,0-20,0.0575
141,August,1999,64,40-60,0.135
141,August,1999,65,0-20,0.229
141,August,1999,65,40-60,0.2901
141,August,1999,66,0-20,0.043
141,August,1999,66,40-60,0.2811
141,August,1999,67,0-20,0.3797
141,August,1999,67,40-60,0.3391
141,August,1999,68,0-20,0.1972
141,August,1999,68,40-60,0.3011
141,August,1999,69,0-20,0.2631
141,August,1999,69,40-60,0.1589
141,August,1999,70,0-20,0.2547
141,August,1999,70,40-60,0.3637
141,August,1999,71,0-20,0.0788
141,August,1999,71,40-60,0.242
141,August,1999,72,0-20,0.7464
141,August,1999,72,40-60,0.2722
141,August,1999,73,0-20,2.8622
141,August,1999,73,40-60,0.5682
141,August,1999,74,0-20,0.895
141,August,1999,74,40-60,0.2949
141,August,1999,75,0-20,0.1505
141,August,1999,75,40-60,0.4827
141,August,1999,76,0-20,0.5993
141,August,1999,76,40-60,0.3715
141,August,1999,77,0-20,0.002
141,August,1999,77,40-60,0.1383
141,August,1999,78,0-20,0.1086
141,August,1999,78,40-60,0.1368
141,August,1999,79,0-20,0.055
141,August,1999,79,40-60,0.2731
141,August,1999,80,0-20,0.0619
141,August,1999,80,40-60,0
141,August,1999,81,0-20,0.9635
141,August,1999,81,40-60,0.2094
141,August,1999,82,0-20,0.0725
141,August,1999,82,40-60,0.0922
141,August,1999,83,0-20,0.227
141,August,1999,83,40-60,0.1099
141,August,1999,84,0-20,0.081
141,August,1999,84,40-60,0.0857
141,August,1999,85,0-20,0.7558
141,August,1999,85,40-60,0.2386
141,August,1999,86,0-20,0.109
141,August,1999,86,40-60,0.1156
141,August,1999,87,0-20,0.0374
141,August,1999,87,40-60,0.2767
141,August,1999,88,0-20,0.5788
141,August,1999,88,40-60,0
141,August,1999,89,0-20,0.0912
141,August,1999,89,40-60,0.0284
141,August,1999,90,0-20,0.095
141,August,1999,90,40-60,0.0744
141,August,1999,91,0-20,0.1411
141,August,1999,91,40-60,0.1751
141,August,1999,92,0-20,0.2744
141,August,1999,92,40-60,0
141,August,1999,93,0-20,0.6033
141,August,1999,93,40-60,0.2748
141,August,1999,94,0-20,0.3839
141,August,1999,94,40-60,0.2485
141,August,1999,95,0-20,0.0422
141,August,1999,95,40-60,0.1351
141,August,1999,96,0-20,0.3808
141,August,1999,96,40-60,0.2366
141,August,1999,97,0-20,0.0373
141,August,1999,97,40-60,0.1827
141,August,1999,98,0-20,0.0312
141,August,1999,98,40-60,0.1391
141,August,1999,99,0-20,0.3791
141,August,1999,99,40-60,0
141,August,1999,100,0-20,0.407
141,August,1999,100,40-60,0.7244
141,August,1999,101,0-20,0.3477
141,August,1999,101,40-60,0.2517
141,August,1999,102,0-20,0.3503
141,August,1999,102,40-60,0.1487
141,August,1999,103,0-20,0.0636
141,August,1999,103,40-60,0.2631
141,August,1999,104,0-20,0.0068
141,August,1999,104,40-60,0.5591
141,August,1999,105,0-20,0.1551
141,August,1999,105,40-60,0.1927
141,August,1999,106,0-20,0.0791
141,August,1999,106,40-60,0.1569
141,August,1999,107,0-20,0.0224
141,August,1999,107,40-60,0
141,August,1999,108,0-20,0.0737
141,August,1999,108,40-60,0
141,August,1999,109,0-20,0.1115
141,August,1999,109,40-60,0.0239
141,August,1999,110,0-20,0.0733
141,August,1999,110,40-60,0
141,August,1999,111,0-20,0.2235
141,August,1999,111,40-60,0.2107
141,August,1999,112,0-20,0.2787
141,August,1999,112,40-60,0.404
141,August,1999,113,0-20,0.2923
141,August,1999,113,40-60,0.117
141,August,1999,114,0-20,0.0239
141,August,1999,114,40-60,0.1685
141,August,1999,115,0-20,0.5729
141,August,1999,115,40-60,0.0967
141,August,1999,116,0-20,0.5889
141,August,1999,116,40-60,0.4212
141,August,1999,117,0-20,0.0747
141,August,1999,117,40-60,0.2856
141,August,1999,118,0-20,0.2261
141,August,1999,118,40-60,0.4385
141,August,1999,119,0-20,0.0504
141,August,1999,119,40-60,0
141,August,1999,120,0-20,0.0856
141,August,1999,120,40-60,0.1138
141,August,1999,121,0-20,0.046
141,August,1999,121,40-60,0
141,August,1999,122,0-20,0.0619
141,August,1999,122,40-60,0.0134
141,August,1999,123,0-20,0.1119
141,August,1999,123,40-60,0.3484
141,August,1999,124,0-20,0.4103
141,August,1999,124,40-60,0.6974
141,August,1999,125,0-20,0.0654
141,August,1999,125,40-60,0.2238
141,August,1999,126,0-20,0.4535
141,August,1999,126,40-60,0.193
141,August,1999,127,0-20,0.2864
141,August,1999,127,40-60,0.4386
141,August,1999,128,0-20,0.1509
141,August,1999,128,40-60,0.4116
141,August,1999,129,0-20,0.091
141,August,1999,129,40-60,0.1891
141,August,1999,130,0-20,0.0092
141,August,1999,130,40-60,0.2229
141,August,1999,131,0-20,0.1549
141,August,1999,131,40-60,0.4542
141,August,1999,132,0-20,0.3159
141,August,1999,132,40-60,0.3476
141,August,1999,133,0-20,0.1691
141,August,1999,133,40-60,0.2585
141,August,1999,134,0-20,0.0447
141,August,1999,134,40-60,0.2688
141,August,1999,135,0-20,0.4446
141,August,1999,135,40-60,0.484
141,August,1999,136,0-20,0.176
141,August,1999,136,40-60,0.1073
141,August,1999,137,0-20,0.2918
141,August,1999,137,40-60,0.2714
141,August,1999,138,0-20,0.1157
141,August,1999,138,40-60,0.1634
141,August,1999,139,0-20,0.2505
141,August,1999,139,40-60,0.2231
141,August,1999,140,0-20,0.1087
141,August,1999,140,40-60,0.2066
141,August,1999,141,0-20,1.0021
141,August,1999,141,40-60,0.4825
141,August,1999,142,0-20,0.6168
141,August,1999,142,40-60,0.1847
141,August,1999,143,0-20,0.2263
141,August,1999,143,40-60,0.1808
141,August,1999,144,0-20,0.2305
141,August,1999,144,40-60,0.3371
141,August,1999,145,0-20,0.0996
141,August,1999,145,40-60,0.2106
141,August,1999,146,0-20,0.2775
141,August,1999,146,40-60,0.1977
141,August,1999,147,0-20,0.278
141,August,1999,147,40-60,0.2116
141,August,1999,148,0-20,0.0999
141,August,1999,148,40-60,0.1068
141,August,1999,149,0-20,0.0096
141,August,1999,149,40-60,0.2319
141,August,1999,150,0-20,0.3886
141,August,1999,150,40-60,0.4591
141,August,1999,151,0-20,0.0134
141,August,1999,151,40-60,0.1319
141,August,1999,152,0-20,0.08
141,August,1999,152,40-60,0.217
141,August,1999,153,0-20,0
141,August,1999,153,40-60,0.0532
141,August,1999,154,0-20,0.0551
141,August,1999,154,40-60,0.0981
141,August,1999,155,0-20,0.2657
141,August,1999,155,40-60,0.0319
141,August,1999,156,0-20,0.1785
141,August,1999,156,40-60,0.1236
141,August,1999,157,0-20,0.0185
141,August,1999,157,40-60,0.141
141,August,1999,158,0-20,0.9872
141,August,1999,158,40-60,0.7143
141,August,1999,159,0-20,0.2542
141,August,1999,159,40-60,0.0843
141,August,1999,160,0-20,0.6773
141,August,1999,160,40-60,0.2165
141,August,1999,161,0-20,0.0222
141,August,1999,161,40-60,0.247
141,August,1999,162,0-20,0.3252
141,August,1999,162,40-60,0.2988
141,August,1999,163,0-20,0.3303
141,August,1999,163,40-60,0.1671
141,August,1999,164,0-20,0.0079
141,August,1999,164,40-60,0.1383
141,August,1999,165,0-20,0.1827
141,August,1999,165,40-60,0.2549
141,August,1999,166,0-20,0.0207
141,August,1999,166,40-60,0.1
141,August,1999,167,0-20,0.1664
141,August,1999,167,40-60,0.1382
141,August,1999,168,0-20,0.0105
141,August,1999,168,40-60,0.2452
141,August,1999,169,0-20,0.2579
141,August,1999,169,40-60,0.2129
141,August,1999,170,0-20,0.0422
141,August,1999,170,40-60,0.0955
141,August,1999,171,0-20,0
141,August,1999,171,40-60,0.2979
141,August,1999,172,0-20,0.1962
141,August,1999,172,40-60,0.0565
141,August,1999,173,0-20,0
141,August,1999,173,40-60,0.1959
141,August,1999,174,0-20,0.7202
141,August,1999,174,40-60,0.2971
141,August,1999,175,0-20,0.1195
141,August,1999,175,40-60,0.6095
141,August,1999,176,0-20,0.4209
141,August,1999,176,40-60,0.826
141,August,1999,177,0-20,0.018
141,August,1999,177,40-60,0.829
141,August,1999,178,0-20,0.0039
141,August,1999,178,40-60,0.2303
141,August,1999,179,0-20,0.0875
141,August,1999,179,40-60,0.2802
141,August,1999,180,0-20,0.0342
141,August,1999,180,40-60,0.3296
141,August,1999,181,0-20,1.0728
141,August,1999,181,40-60,0.9987
141,August,1999,182,0-20,0.3478
141,August,1999,182,40-60,0.2563
141,August,1999,183,0-20,0.2566
141,August,1999,183,40-60,0.2054
141,August,1999,184,0-20,0.0019
141,August,1999,184,40-60,0
141,August,1999,185,0-20,0.1424
141,August,1999,185,40-60,0.4997
141,August,1999,186,0-20,0.023
141,August,1999,186,40-60,0.0777
141,August,1999,187,0-20,0.1204
141,August,1999,187,40-60,0.1838
141,August,1999,188,0-20,0.0156
141,August,1999,188,40-60,0.1572
141,August,1999,189,0-20,0.1375
141,August,1999,189,40-60,0.145
141,August,1999,190,0-20,0.4322
141,August,1999,190,40-60,0.1749
141,August,1999,191,0-20,0.0553
141,August,1999,191,40-60,0.0507
141,August,1999,192,0-20,0.2484
141,August,1999,192,40-60,0.2528
141,August,1999,193,0-20,0.0914
141,August,1999,193,40-60,0.1349
141,August,1999,194,0-20,0.019
141,August,1999,194,40-60,0.0031
141,August,1999,195,0-20,0.1919
141,August,1999,195,40-60,0.0377
141,August,1999,196,0-20,0.7665
141,August,1999,196,40-60,0.5451
141,August,1999,197,0-20,0.0773
141,August,1999,197,40-60,0.1311
141,August,1999,198,0-20,0.0513
141,August,1999,198,40-60,0.2025
141,August,1999,199,0-20,0
141,August,1999,199,40-60,0.0561
141,August,1999,200,0-20,0.9885
141,August,1999,200,40-60,0.0049
141,August,1999,201,0-20,0.0439
141,August,1999,201,40-60,0.2375
141,August,1999,202,0-20,0.3328
141,August,1999,202,40-60,0.0644
141,August,1999,203,0-20,0
141,August,1999,203,40-60,0.2642
141,August,1999,204,0-20,0.4358
141,August,1999,204,40-60,0.254
141,August,1999,205,0-20,0.3699
141,August,1999,205,40-60,0
141,August,1999,206,0-20,0.1887
141,August,1999,206,40-60,0
141,August,1999,207,0-20,0.3275
141,August,1999,207,40-60,0.17
141,August,1999,208,0-20,1.0705
141,August,1999,208,40-60,0.2785
141,August,1999,209,0-20,0.5351
141,August,1999,209,40-60,0.168
141,August,1999,210,0-20,0.1078
141,August,1999,210,40-60,0.0327
141,August,1999,211,0-20,0.2918
141,August,1999,211,40-60,0
141,August,1999,212,0-20,1.1632
141,August,1999,212,40-60,0.1799
141,August,1999,213,0-20,0.0277
141,August,1999,213,40-60,0.0118
141,August,1999,214,0-20,0.058
141,August,1999,214,40-60,0
141,August,1999,215,0-20,0.0039
141,August,1999,215,40-60,0.1484
141,August,1999,216,0-20,0.2211
141,August,1999,216,40-60,0
141,August,1999,217,0-20,0.3222
141,August,1999,217,40-60,0.0995
141,August,1999,218,0-20,0.0234
141,August,1999,218,40-60,0.1006
141,August,1999,219,0-20,0.0578
141,August,1999,219,40-60,0.0589
141,August,1999,220,0-20,0.0922
141,August,1999,220,40-60,0.0547
141,August,1999,221,0-20,0.0806
141,August,1999,221,40-60,0.0575
141,August,1999,222,0-20,0.0177
141,August,1999,222,40-60,0
141,August,1999,223,0-20,0.0079
141,August,1999,223,40-60,0
141,August,1999,224,0-20,0.0168
141,August,1999,224,40-60,0
141,August,1999,225,0-20,0.0252
141,August,1999,225,40-60,0.0097
141,August,1999,226,0-20,0.1703
141,August,1999,226,40-60,3.4826
141,August,1999,227,0-20,0.1078
141,August,1999,227,40-60,0.2103
141,August,1999,228,0-20,0.0591
141,August,1999,228,40-60,0
141,August,1999,229,0-20,0.2101
141,August,1999,229,40-60,0.1166
141,August,1999,230,0-20,0.0077
141,August,1999,230,40-60,0
141,August,1999,231,0-20,0.0998
141,August,1999,231,40-60,0.0777
141,August,1999,232,0-20,0.1268
141,August,1999,232,40-60,0
141,August,1999,233,0-20,0.2415
141,August,1999,233,40-60,0.0071
141,August,1999,234,0-20,0.2063
141,August,1999,234,40-60,0.1855
141,August,1999,235,0-20,0.0598
141,August,1999,235,40-60,0.1175
141,August,1999,236,0-20,0.1718
141,August,1999,236,40-60,0.1663
141,August,1999,237,0-20,0.1053
141,August,1999,237,40-60,0.2269
141,August,1999,238,0-20,0.0668
141,August,1999,238,40-60,0.1052
141,August,1999,239,0-20,0.0508
141,August,1999,239,40-60,0.0764
141,August,1999,240,0-20,0.8032
