plot	location	block	composition	species.richness	functional.richness	legumes	layer.top	layer.bottom	layer.thickness	midpoint	biomass	density
B1P030	1	1	1	1	1	No	20	5	0.15	12.5	103.9	692.67
B1P030	1	1	1	1	1	No	35	20	0.15	27.5	70.5	470
B1P030	1	1	1	1	1	No	50	35	0.15	42.5	27	180
B1P030	1	1	1	1	1	No	65	50	0.15	57.5	8.2	54.67
B1P030	1	1	1	1	1	No	80	65	0.15	72.5	3.5	23.33
B1P030	1	1	1	1	1	No	95	80	0.15	87.5	3.5	23.33
B1P030	1	1	1	1	1	No	110	95	0.15	102.5	3.3	22
B1P030	1	1	1	1	1	No	125	110	0.15	117.5	0.5	3.33
B1P030	1	1	1	1	1	No	140	125	0.15	132.5	0.2	1.33
B1P030	1	1	1	1	1	No	155	140	0.15	147.5	0.4	2.67
B1P032	1	1	2	1	1	No	20	5	0.15	12.5	104.1	694
B1P032	1	1	2	1	1	No	35	20	0.15	27.5	83.5	556.67
B1P032	1	1	2	1	1	No	50	35	0.15	42.5	69.2	461.33
B1P032	1	1	2	1	1	No	65	50	0.15	57.5	46.6	310.67
B1P032	1	1	2	1	1	No	80	65	0.15	72.5	15.9	106
B1P032	1	1	2	1	1	No	95	80	0.15	87.5	2.6	17.33
B1P032	1	1	2	1	1	No	110	95	0.15	102.5	3.3	22
B1P021	1	1	3	1	1	No	20	5	0.15	12.5	139.6	930.67
B1P021	1	1	3	1	1	No	35	20	0.15	27.5	59.4	396
B1P021	1	1	3	1	1	No	50	35	0.15	42.5	11.9	79.33
B1P021	1	1	3	1	1	No	65	50	0.15	57.5	0.6	4
B1P021	1	1	3	1	1	No	80	65	0.15	72.5	0.9	6
B1P021	1	1	3	1	1	No	95	80	0.15	87.5	0.7	4.67
B1P021	1	1	3	1	1	No	110	95	0.15	102.5	2.7	18
B1P007	1	1	4	1	1	No	20	5	0.15	12.5	131.6	877.33
B1P007	1	1	4	1	1	No	35	20	0.15	27.5	26.2	174.67
B1P007	1	1	4	1	1	No	50	35	0.15	42.5	14.3	95.33
B1P007	1	1	4	1	1	No	65	50	0.15	57.5	29.1	194
B1P007	1	1	4	1	1	No	80	65	0.15	72.5	5.3	35.33
B1P001	1	1	5	1	1	No	20	5	0.15	12.5	120.3	802
B1P001	1	1	5	1	1	No	35	20	0.15	27.5	94.1	627.33
B1P001	1	1	5	1	1	No	50	35	0.15	42.5	77.7	518
B1P001	1	1	5	1	1	No	65	50	0.15	57.5	66	440
B1P001	1	1	5	1	1	No	80	65	0.15	72.5	66.2	441.33
B1P001	1	1	5	1	1	No	95	80	0.15	87.5	41.8	278.67
B1P018	1	1	6	1	1	Yes	20	5	0.15	12.5	308.4	2056
B1P018	1	1	6	1	1	Yes	35	20	0.15	27.5	240.7	1604.67
B1P018	1	1	6	1	1	Yes	50	35	0.15	42.5	231	1540
B1P018	1	1	6	1	1	Yes	65	50	0.15	57.5	129	860
B1P004	1	1	7	1	1	Yes	20	5	0.15	12.5	193.6	1290.67
B1P004	1	1	7	1	1	Yes	35	20	0.15	27.5	205.6	1370.67
B1P006	1	1	8	1	1	No	20	5	0.15	12.5	80.2	534.67
B1P006	1	1	8	1	1	No	35	20	0.15	27.5	80.3	535.33
B1P006	1	1	8	1	1	No	50	35	0.15	42.5	93.9	626
B1P006	1	1	8	1	1	No	65	50	0.15	57.5	32.4	216
B1P006	1	1	8	1	1	No	80	65	0.15	72.5	19.6	130.67
B1P024	1	1	9	1	1	No	20	5	0.15	12.5	149.2	994.67
B1P024	1	1	9	1	1	No	35	20	0.15	27.5	11.6	77.33
B1P024	1	1	9	1	1	No	50	35	0.15	42.5	12.9	86
B1P024	1	1	9	1	1	No	65	50	0.15	57.5	7.6	50.67
B1P020	1	1	10	1	1	No	20	5	0.15	12.5	90.6	604
B1P020	1	1	10	1	1	No	35	20	0.15	27.5	55.2	368
B1P020	1	1	10	1	1	No	50	35	0.15	42.5	33	220
B1P020	1	1	10	1	1	No	65	50	0.15	57.5	19.8	132
B1P019	1	1	11	2	1	No	20	5	0.15	12.5	71.1	474
B1P019	1	1	11	2	1	No	35	20	0.15	27.5	61.8	412
B1P019	1	1	11	2	1	No	50	35	0.15	42.5	40.3	268.67
B1P019	1	1	11	2	1	No	65	50	0.15	57.5	15.4	102.67
B1P019	1	1	11	2	1	No	80	65	0.15	72.5	4.1	27.33
B1P019	1	1	11	2	1	No	95	80	0.15	87.5	1	6.67
B1P019	1	1	11	2	1	No	110	95	0.15	102.5	2	13.33
B1P027	1	1	12	2	1	No	20	5	0.15	12.5	117.9	786
B1P027	1	1	12	2	1	No	35	20	0.15	27.5	59.4	396
B1P027	1	1	12	2	1	No	50	35	0.15	42.5	40.5	270
B1P027	1	1	12	2	1	No	65	50	0.15	57.5	49.5	330
B1P027	1	1	12	2	1	No	80	65	0.15	72.5	21.8	145.33
B1P027	1	1	12	2	1	No	95	80	0.15	87.5	6	40
B1P008	1	1	13	2	2	Yes	20	5	0.15	12.5	140.5	936.67
B1P008	1	1	13	2	2	Yes	35	20	0.15	27.5	115.5	770
B1P008	1	1	13	2	2	Yes	50	35	0.15	42.5	78	520
B1P008	1	1	13	2	2	Yes	65	50	0.15	57.5	64.2	428
B1P008	1	1	13	2	2	Yes	80	65	0.15	72.5	45.3	302
B1P008	1	1	13	2	2	Yes	95	80	0.15	87.5	35.6	237.33
B1P008	1	1	13	2	2	Yes	110	95	0.15	102.5	24.3	162
B1P008	1	1	13	2	2	Yes	125	110	0.15	117.5	65.5	436.67
B1P008	1	1	13	2	2	Yes	140	125	0.15	132.5	34.3	228.67
B1P008	1	1	13	2	2	Yes	155	140	0.15	147.5	6.2	41.33
B1P025	1	1	14	2	2	Yes	20	5	0.15	12.5	157.5	1050
B1P025	1	1	14	2	2	Yes	35	20	0.15	27.5	159.5	1063.33
B1P025	1	1	14	2	2	Yes	50	35	0.15	42.5	128.2	854.67
B1P025	1	1	14	2	2	Yes	65	50	0.15	57.5	116.4	776
B1P025	1	1	14	2	2	Yes	80	65	0.15	72.5	156.3	1042
B1P025	1	1	14	2	2	Yes	95	80	0.15	87.5	144.7	964.67
B1P025	1	1	14	2	2	Yes	110	95	0.15	102.5	41.9	279.33
B1P003	1	1	15	2	2	No	20	5	0.15	12.5	105	700
B1P003	1	1	15	2	2	No	35	20	0.15	27.5	96.1	640.67
B1P003	1	1	15	2	2	No	50	35	0.15	42.5	76.1	507.33
B1P003	1	1	15	2	2	No	65	50	0.15	57.5	45	300
B1P003	1	1	15	2	2	No	80	65	0.15	72.5	17.1	114
B1P003	1	1	15	2	2	No	95	80	0.15	87.5	7.6	50.67
B1P003	1	1	15	2	2	No	110	95	0.15	102.5	3.6	24
B1P003	1	1	15	2	2	No	125	110	0.15	117.5	3.1	20.67
B1P003	1	1	15	2	2	No	140	125	0.15	132.5	2.9	19.33
B1P005	1	1	16	2	2	No	20	5	0.15	12.5	177.9	1186
B1P005	1	1	16	2	2	No	35	20	0.15	27.5	11.2	74.67
B1P005	1	1	16	2	2	No	50	35	0.15	42.5	11	73.33
B1P005	1	1	16	2	2	No	65	50	0.15	57.5	2.8	18.67
B1P014	1	1	17	2	2	No	20	5	0.15	12.5	75.7	504.67
B1P014	1	1	17	2	2	No	35	20	0.15	27.5	21.2	141.33
B1P014	1	1	17	2	2	No	50	35	0.15	42.5	14.6	97.33
B1P014	1	1	17	2	2	No	65	50	0.15	57.5	9.4	62.67
B1P014	1	1	17	2	2	No	80	65	0.15	72.5	12.7	84.67
B1P014	1	1	17	2	2	No	95	80	0.15	87.5	4.2	28
B1P010	1	1	18	4	1	No	20	5	0.15	12.5	101.3	675.33
B1P010	1	1	18	4	1	No	35	20	0.15	27.5	60.4	402.67
B1P010	1	1	18	4	1	No	50	35	0.15	42.5	37.9	252.67
B1P010	1	1	18	4	1	No	65	50	0.15	57.5	19.5	130
B1P010	1	1	18	4	1	No	80	65	0.15	72.5	12.9	86
B1P010	1	1	18	4	1	No	95	80	0.15	87.5	1.8	12
B1P010	1	1	18	4	1	No	110	95	0.15	102.5	3.1	20.67
B1P031	1	1	19	4	2	Yes	20	5	0.15	12.5	181.9	1212.67
B1P031	1	1	19	4	2	Yes	35	20	0.15	27.5	149.6	997.33
B1P031	1	1	19	4	2	Yes	50	35	0.15	42.5	97.3	648.67
B1P031	1	1	19	4	2	Yes	65	50	0.15	57.5	79.9	532.67
B1P031	1	1	19	4	2	Yes	80	65	0.15	72.5	63	420
B1P031	1	1	19	4	2	Yes	95	80	0.15	87.5	39.2	261.33
B1P031	1	1	19	4	2	Yes	110	95	0.15	102.5	22.6	150.67
B1P031	1	1	19	4	2	Yes	125	110	0.15	117.5	21.2	141.33
B1P031	1	1	19	4	2	Yes	140	125	0.15	132.5	13.5	90
B1P013	1	1	20	4	2	No	20	5	0.15	12.5	107.5	716.67
B1P013	1	1	20	4	2	No	35	20	0.15	27.5	69.7	464.67
B1P013	1	1	20	4	2	No	50	35	0.15	42.5	29.7	198
B1P013	1	1	20	4	2	No	65	50	0.15	57.5	23.2	154.67
B1P013	1	1	20	4	2	No	80	65	0.15	72.5	23.1	154
B1P013	1	1	20	4	2	No	95	80	0.15	87.5	11.3	75.33
B1P013	1	1	20	4	2	No	110	95	0.15	102.5	1.5	10
B1P023	1	1	21	4	3	Yes	20	5	0.15	12.5	177.2	1181.33
B1P023	1	1	21	4	3	Yes	35	20	0.15	27.5	148.4	989.33
B1P023	1	1	21	4	3	Yes	50	35	0.15	42.5	85.9	572.67
B1P023	1	1	21	4	3	Yes	65	50	0.15	57.5	46.6	310.67
B1P023	1	1	21	4	3	Yes	80	65	0.15	72.5	24.2	161.33
B1P023	1	1	21	4	3	Yes	95	80	0.15	87.5	9.5	63.33
B1P023	1	1	21	4	3	Yes	110	95	0.15	102.5	7.8	52
B1P023	1	1	21	4	3	Yes	125	110	0.15	117.5	7.4	49.33
B1P023	1	1	21	4	3	Yes	140	125	0.15	132.5	2.8	18.67
B1P017	1	1	22	4	3	Yes	20	5	0.15	12.5	241.6	1610.67
B1P017	1	1	22	4	3	Yes	35	20	0.15	27.5	182.3	1215.33
B1P017	1	1	22	4	3	Yes	50	35	0.15	42.5	87.3	582
B1P017	1	1	22	4	3	Yes	65	50	0.15	57.5	50.6	337.33
B1P017	1	1	22	4	3	Yes	80	65	0.15	72.5	46.7	311.33
B1P017	1	1	22	4	3	Yes	95	80	0.15	87.5	19.5	130
B1P017	1	1	22	4	3	Yes	110	95	0.15	102.5	7.4	49.33
B1P016	1	1	23	8	1	No	20	5	0.15	12.5	118.9	792.67
B1P016	1	1	23	8	1	No	35	20	0.15	27.5	66.8	445.33
B1P016	1	1	23	8	1	No	50	35	0.15	42.5	34	226.67
B1P016	1	1	23	8	1	No	65	50	0.15	57.5	13.7	91.33
B1P016	1	1	23	8	1	No	80	65	0.15	72.5	4	26.67
B1P016	1	1	23	8	1	No	95	80	0.15	87.5	2.1	14
B1P016	1	1	23	8	1	No	110	95	0.15	102.5	3.8	25.33
B1P015	1	1	24	8	2	Yes	20	5	0.15	12.5	210	1400
B1P015	1	1	24	8	2	Yes	35	20	0.15	27.5	198.1	1320.67
B1P015	1	1	24	8	2	Yes	50	35	0.15	42.5	166.6	1110.67
B1P015	1	1	24	8	2	Yes	65	50	0.15	57.5	154.6	1030.67
B1P015	1	1	24	8	2	Yes	80	65	0.15	72.5	124.7	831.33
B1P015	1	1	24	8	2	Yes	95	80	0.15	87.5	33.4	222.67
B1P015	1	1	24	8	2	Yes	110	95	0.15	102.5	16.8	112
B1P015	1	1	24	8	2	Yes	125	110	0.15	117.5	16.8	112
B1P015	1	1	24	8	2	Yes	140	125	0.15	132.5	8.5	56.67
B1P015	1	1	24	8	2	Yes	155	140	0.15	147.5	5	33.33
B1P022	1	1	25	8	2	No	20	5	0.15	12.5	163.5	1090
B1P022	1	1	25	8	2	No	35	20	0.15	27.5	76.5	510
B1P022	1	1	25	8	2	No	50	35	0.15	42.5	42	280
B1P022	1	1	25	8	2	No	65	50	0.15	57.5	25.3	168.67
B1P022	1	1	25	8	2	No	80	65	0.15	72.5	21.7	144.67
B1P022	1	1	25	8	2	No	95	80	0.15	87.5	1.4	9.33
B1P022	1	1	25	8	2	No	110	95	0.15	102.5	0.3	2
B1P022	1	1	25	8	2	No	125	110	0.15	117.5	1	6.67
B1P009	1	1	26	8	3	Yes	20	5	0.15	12.5	163.9	1092.67
B1P009	1	1	26	8	3	Yes	35	20	0.15	27.5	155.4	1036
B1P009	1	1	26	8	3	Yes	50	35	0.15	42.5	137.4	916
B1P009	1	1	26	8	3	Yes	65	50	0.15	57.5	108.8	725.33
B1P009	1	1	26	8	3	Yes	80	65	0.15	72.5	72.7	484.67
B1P009	1	1	26	8	3	Yes	95	80	0.15	87.5	61.5	410
B1P009	1	1	26	8	3	Yes	110	95	0.15	102.5	46.5	310
B1P009	1	1	26	8	3	Yes	125	110	0.15	117.5	24.3	162
B1P009	1	1	26	8	3	Yes	140	125	0.15	132.5	5.4	36
B1P026	1	1	27	8	3	Yes	20	5	0.15	12.5	228.28	1521.87
B1P026	1	1	27	8	3	Yes	35	20	0.15	27.5	257.9	1719.33
B1P026	1	1	27	8	3	Yes	50	35	0.15	42.5	218	1453.33
B1P026	1	1	27	8	3	Yes	65	50	0.15	57.5	199.8	1332
B1P026	1	1	27	8	3	Yes	80	65	0.15	72.5	77.9	519.33
B1P026	1	1	27	8	3	Yes	95	80	0.15	87.5	13.2	88
B1P026	1	1	27	8	3	Yes	110	95	0.15	102.5	11.6	77.33
B1P026	1	1	27	8	3	Yes	125	110	0.15	117.5	3.2	21.33
B1P028	1	1	28	16	3	Yes	20	5	0.15	12.5	217.3	1448.67
B1P028	1	1	28	16	3	Yes	35	20	0.15	27.5	175.7	1171.33
B1P028	1	1	28	16	3	Yes	50	35	0.15	42.5	151.7	1011.33
B1P028	1	1	28	16	3	Yes	65	50	0.15	57.5	108.1	720.67
B1P028	1	1	28	16	3	Yes	80	65	0.15	72.5	90.4	602.67
B1P028	1	1	28	16	3	Yes	95	80	0.15	87.5	77.2	514.67
B1P028	1	1	28	16	3	Yes	110	95	0.15	102.5	74.8	498.67
B1P028	1	1	28	16	3	Yes	125	110	0.15	117.5	73.7	491.33
B1P028	1	1	28	16	3	Yes	140	125	0.15	132.5	29.4	196
B1P028	1	1	28	16	3	Yes	155	140	0.15	147.5	22.6	150.67
B1P002	1	1	29	16	3	Yes	20	5	0.15	12.5	209	1393.33
B1P002	1	1	29	16	3	Yes	35	20	0.15	27.5	159.6	1064
B1P002	1	1	29	16	3	Yes	50	35	0.15	42.5	123.1	820.67
B1P002	1	1	29	16	3	Yes	65	50	0.15	57.5	86.4	576
B1P002	1	1	29	16	3	Yes	80	65	0.15	72.5	67.1	447.33
B1P002	1	1	29	16	3	Yes	95	80	0.15	87.5	44.2	294.67
B1P002	1	1	29	16	3	Yes	110	95	0.15	102.5	36.3	242
B1P002	1	1	29	16	3	Yes	125	110	0.15	117.5	27	180
B1P002	1	1	29	16	3	Yes	140	125	0.15	132.5	28	186.67
B1P002	1	1	29	16	3	Yes	155	140	0.15	147.5	18.1	120.67
B1P011	1	1	30	16	3	Yes	20	5	0.15	12.5	256.6	1710.67
B1P011	1	1	30	16	3	Yes	35	20	0.15	27.5	269.7	1798
B1P011	1	1	30	16	3	Yes	50	35	0.15	42.5	202.6	1350.67
B1P011	1	1	30	16	3	Yes	65	50	0.15	57.5	176.2	1174.67
B1P011	1	1	30	16	3	Yes	80	65	0.15	72.5	160.9	1072.67
B1P011	1	1	30	16	3	Yes	95	80	0.15	87.5	53.7	358
B1P011	1	1	30	16	3	Yes	110	95	0.15	102.5	14.2	94.67
B1P011	1	1	30	16	3	Yes	125	110	0.15	117.5	10.3	68.67
B1P011	1	1	30	16	3	Yes	140	125	0.15	132.5	10.5	70
B1P011	1	1	30	16	3	Yes	155	140	0.15	147.5	3.5	23.33
B1P039	1	2	1	1	1	No	20	5	0.15	12.5	81	540
B1P039	1	2	1	1	1	No	35	20	0.15	27.5	46.7	311.33
B1P039	1	2	1	1	1	No	50	35	0.15	42.5	12.6	84
B1P039	1	2	1	1	1	No	65	50	0.15	57.5	8.3	55.33
B1P039	1	2	1	1	1	No	80	65	0.15	72.5	5.2	34.67
B1P039	1	2	1	1	1	No	95	80	0.15	87.5	3.5	23.33
B1P039	1	2	1	1	1	No	110	95	0.15	102.5	5.8	38.67
B1P039	1	2	1	1	1	No	125	110	0.15	117.5	7.9	52.67
B1P042	1	2	2	1	1	No	20	5	0.15	12.5	81.1	540.67
B1P042	1	2	2	1	1	No	35	20	0.15	27.5	90.6	604
B1P042	1	2	2	1	1	No	50	35	0.15	42.5	61.9	412.67
B1P042	1	2	2	1	1	No	65	50	0.15	57.5	24.1	160.67
B1P042	1	2	2	1	1	No	80	65	0.15	72.5	6.2	41.33
B1P042	1	2	2	1	1	No	95	80	0.15	87.5	4.8	32
B1P042	1	2	2	1	1	No	110	95	0.15	102.5	10.8	72
B1P042	1	2	2	1	1	No	125	110	0.15	117.5	3	20
B1P058	1	2	3	1	1	No	20	5	0.15	12.5	113	753.33
B1P058	1	2	3	1	1	No	35	20	0.15	27.5	51.6	344
B1P058	1	2	3	1	1	No	50	35	0.15	42.5	6.5	43.33
B1P052	1	2	4	1	1	No	20	5	0.15	12.5	136.9	912.67
B1P052	1	2	4	1	1	No	35	20	0.15	27.5	25.5	170
B1P052	1	2	4	1	1	No	50	35	0.15	42.5	28.8	192
B1P052	1	2	4	1	1	No	65	50	0.15	57.5	20.1	134
B1P052	1	2	4	1	1	No	80	65	0.15	72.5	9.1	60.67
B1P063	1	2	5	1	1	No	20	5	0.15	12.5	99	660
B1P063	1	2	5	1	1	No	35	20	0.15	27.5	74	493.33
B1P063	1	2	5	1	1	No	50	35	0.15	42.5	62	413.33
B1P063	1	2	5	1	1	No	65	50	0.15	57.5	45.5	303.33
B1P063	1	2	5	1	1	No	80	65	0.15	72.5	47.1	314
B1P063	1	2	5	1	1	No	95	80	0.15	87.5	25	166.67
B1P063	1	2	5	1	1	No	110	95	0.15	102.5	1.8	12
B1P048	1	2	6	1	1	Yes	20	5	0.15	12.5	179.2	1194.67
B1P048	1	2	6	1	1	Yes	35	20	0.15	27.5	126.3	842
B1P048	1	2	6	1	1	Yes	50	35	0.15	42.5	191.4	1276
B1P048	1	2	6	1	1	Yes	65	50	0.15	57.5	95.4	636
B1P033	1	2	7	1	1	Yes	20	5	0.15	12.5	154.4	1029.33
B1P033	1	2	7	1	1	Yes	35	20	0.15	27.5	51.8	345.33
B1P047	1	2	8	1	1	No	20	5	0.15	12.5	59.6	397.33
B1P047	1	2	8	1	1	No	35	20	0.15	27.5	79.2	528
B1P047	1	2	8	1	1	No	50	35	0.15	42.5	105.2	701.33
B1P047	1	2	8	1	1	No	65	50	0.15	57.5	19.9	132.67
B1P043	1	2	9	1	1	No	20	5	0.15	12.5	178.2	1188
B1P043	1	2	9	1	1	No	35	20	0.15	27.5	13.2	88
B1P043	1	2	9	1	1	No	50	35	0.15	42.5	13	86.67
B1P043	1	2	9	1	1	No	65	50	0.15	57.5	0.7	4.67
B1P053	1	2	10	1	1	No	20	5	0.15	12.5	61.1	407.33
B1P053	1	2	10	1	1	No	35	20	0.15	27.5	27.5	183.33
B1P053	1	2	10	1	1	No	50	35	0.15	42.5	17.5	116.67
B1P053	1	2	10	1	1	No	65	50	0.15	57.5	7.4	49.33
B1P046	1	2	11	2	1	No	20	5	0.15	12.5	95.9	639.33
B1P046	1	2	11	2	1	No	35	20	0.15	27.5	85.8	572
B1P046	1	2	11	2	1	No	50	35	0.15	42.5	57.6	384
B1P046	1	2	11	2	1	No	65	50	0.15	57.5	22.9	152.67
B1P046	1	2	11	2	1	No	80	65	0.15	72.5	6.7	44.67
B1P046	1	2	11	2	1	No	95	80	0.15	87.5	2.9	19.33
B1P046	1	2	11	2	1	No	110	95	0.15	102.5	1.9	12.67
B1P046	1	2	11	2	1	No	125	110	0.15	117.5	1.2	8
B1P054	1	2	12	2	1	No	20	5	0.15	12.5	81.9	546
B1P054	1	2	12	2	1	No	35	20	0.15	27.5	47.2	314.67
B1P054	1	2	12	2	1	No	50	35	0.15	42.5	32.7	218
B1P054	1	2	12	2	1	No	65	50	0.15	57.5	28.9	192.67
B1P054	1	2	12	2	1	No	80	65	0.15	72.5	27.4	182.67
B1P054	1	2	12	2	1	No	95	80	0.15	87.5	8.5	56.67
B1P034	1	2	13	2	2	Yes	20	5	0.15	12.5	117.4	782.67
B1P034	1	2	13	2	2	Yes	35	20	0.15	27.5	289.6	1930.67
B1P034	1	2	13	2	2	Yes	50	35	0.15	42.5	95.1	634
B1P034	1	2	13	2	2	Yes	65	50	0.15	57.5	85.1	567.33
B1P034	1	2	13	2	2	Yes	80	65	0.15	72.5	72.1	480.67
B1P034	1	2	13	2	2	Yes	95	80	0.15	87.5	69	460
B1P034	1	2	13	2	2	Yes	110	95	0.15	102.5	60.5	403.33
B1P034	1	2	13	2	2	Yes	125	110	0.15	117.5	21	140
B1P034	1	2	13	2	2	Yes	140	125	0.15	132.5	78.8	525.33
B1P060	1	2	14	2	2	Yes	20	5	0.15	12.5	143.3	955.33
B1P060	1	2	14	2	2	Yes	35	20	0.15	27.5	142.2	948
B1P060	1	2	14	2	2	Yes	50	35	0.15	42.5	91.3	608.67
B1P060	1	2	14	2	2	Yes	65	50	0.15	57.5	61.4	409.33
B1P060	1	2	14	2	2	Yes	80	65	0.15	72.5	47.5	316.67
B1P060	1	2	14	2	2	Yes	95	80	0.15	87.5	36	240
B1P060	1	2	14	2	2	Yes	110	95	0.15	102.5	13.8	92
B1P035	1	2	15	2	2	No	20	5	0.15	12.5	73.7	491.33
B1P035	1	2	15	2	2	No	35	20	0.15	27.5	78.1	520.67
B1P035	1	2	15	2	2	No	50	35	0.15	42.5	52.4	349.33
B1P035	1	2	15	2	2	No	65	50	0.15	57.5	21.3	142
B1P035	1	2	15	2	2	No	80	65	0.15	72.5	6.6	44
B1P035	1	2	15	2	2	No	95	80	0.15	87.5	5.1	34
B1P035	1	2	15	2	2	No	110	95	0.15	102.5	6.5	43.33
B1P049	1	2	16	2	2	No	20	5	0.15	12.5	178.6	1190.67
B1P049	1	2	16	2	2	No	35	20	0.15	27.5	13.8	92
B1P049	1	2	16	2	2	No	50	35	0.15	42.5	13.4	89.33
B1P049	1	2	16	2	2	No	65	50	0.15	57.5	2.4	16
B1P049	1	2	16	2	2	No	80	65	0.15	72.5	0.8	5.33
B1P062	1	2	17	2	2	No	20	5	0.15	12.5	50	333.33
B1P062	1	2	17	2	2	No	35	20	0.15	27.5	17.5	116.67
B1P062	1	2	17	2	2	No	50	35	0.15	42.5	5.5	36.67
B1P062	1	2	17	2	2	No	65	50	0.15	57.5	5.2	34.67
B1P062	1	2	17	2	2	No	80	65	0.15	72.5	4.6	30.67
B1P062	1	2	17	2	2	No	95	80	0.15	87.5	4.9	32.67
B1P050	1	2	18	4	1	No	20	5	0.15	12.5	137	913.33
B1P050	1	2	18	4	1	No	35	20	0.15	27.5	73.5	490
B1P050	1	2	18	4	1	No	50	35	0.15	42.5	63.2	421.33
B1P050	1	2	18	4	1	No	65	50	0.15	57.5	29.6	197.33
B1P050	1	2	18	4	1	No	80	65	0.15	72.5	12.9	86
B1P050	1	2	18	4	1	No	95	80	0.15	87.5	2	13.33
B1P050	1	2	18	4	1	No	110	95	0.15	102.5	1.4	9.33
B1P050	1	2	18	4	1	No	125	110	0.15	117.5	4.4	29.33
B1P057	1	2	19	4	2	Yes	20	5	0.15	12.5	118.2	788
B1P057	1	2	19	4	2	Yes	35	20	0.15	27.5	116.2	774.67
B1P057	1	2	19	4	2	Yes	50	35	0.15	42.5	67.9	452.67
B1P057	1	2	19	4	2	Yes	65	50	0.15	57.5	51.6	344
B1P057	1	2	19	4	2	Yes	80	65	0.15	72.5	35.7	238
B1P057	1	2	19	4	2	Yes	95	80	0.15	87.5	24.2	161.33
B1P057	1	2	19	4	2	Yes	110	95	0.15	102.5	19.8	132
B1P057	1	2	19	4	2	Yes	125	110	0.15	117.5	16.6	110.67
B1P057	1	2	19	4	2	Yes	140	125	0.15	132.5	13.9	92.67
B1P057	1	2	19	4	2	Yes	155	140	0.15	147.5	3.1	20.67
B1P040	1	2	20	4	2	No	20	5	0.15	12.5	65.3	435.33
B1P040	1	2	20	4	2	No	35	20	0.15	27.5	44.8	298.67
B1P040	1	2	20	4	2	No	50	35	0.15	42.5	23.4	156
B1P040	1	2	20	4	2	No	65	50	0.15	57.5	6.8	45.33
B1P040	1	2	20	4	2	No	80	65	0.15	72.5	13.9	92.67
B1P040	1	2	20	4	2	No	95	80	0.15	87.5	8.7	58
B1P055	1	2	21	4	3	Yes	20	5	0.15	12.5	214	1426.67
B1P055	1	2	21	4	3	Yes	35	20	0.15	27.5	142.9	952.67
B1P055	1	2	21	4	3	Yes	50	35	0.15	42.5	145.8	972
B1P055	1	2	21	4	3	Yes	65	50	0.15	57.5	84.3	562
B1P055	1	2	21	4	3	Yes	80	65	0.15	72.5	45.2	301.33
B1P055	1	2	21	4	3	Yes	95	80	0.15	87.5	19.5	130
B1P055	1	2	21	4	3	Yes	110	95	0.15	102.5	14.4	96
B1P055	1	2	21	4	3	Yes	125	110	0.15	117.5	12.3	82
B1P055	1	2	21	4	3	Yes	140	125	0.15	132.5	12.2	81.33
B1P055	1	2	21	4	3	Yes	155	140	0.15	147.5	12	80
B1P036	1	2	22	4	3	Yes	20	5	0.15	12.5	145.6	970.67
B1P036	1	2	22	4	3	Yes	35	20	0.15	27.5	128	853.33
B1P036	1	2	22	4	3	Yes	50	35	0.15	42.5	184.8	1232
B1P036	1	2	22	4	3	Yes	65	50	0.15	57.5	133.4	889.33
B1P036	1	2	22	4	3	Yes	80	65	0.15	72.5	2.3	15.33
B1P045	1	2	23	8	1	No	20	5	0.15	12.5	145.1	967.33
B1P045	1	2	23	8	1	No	35	20	0.15	27.5	89.9	599.33
B1P045	1	2	23	8	1	No	50	35	0.15	42.5	51.1	340.67
B1P045	1	2	23	8	1	No	65	50	0.15	57.5	25.5	170
B1P045	1	2	23	8	1	No	80	65	0.15	72.5	23.7	158
B1P045	1	2	23	8	1	No	95	80	0.15	87.5	5.1	34
B1P045	1	2	23	8	1	No	110	95	0.15	102.5	3.8	25.33
B1P059	1	2	24	8	2	Yes	20	5	0.15	12.5	181.1	1207.33
B1P059	1	2	24	8	2	Yes	35	20	0.15	27.5	147.8	985.33
B1P059	1	2	24	8	2	Yes	50	35	0.15	42.5	112.6	750.67
B1P059	1	2	24	8	2	Yes	65	50	0.15	57.5	104.2	694.67
B1P059	1	2	24	8	2	Yes	80	65	0.15	72.5	67.7	451.33
B1P059	1	2	24	8	2	Yes	95	80	0.15	87.5	42.2	281.33
B1P059	1	2	24	8	2	Yes	110	95	0.15	102.5	28.8	192
B1P059	1	2	24	8	2	Yes	125	110	0.15	117.5	24.5	163.33
B1P059	1	2	24	8	2	Yes	140	125	0.15	132.5	122.8	818.67
B1P059	1	2	24	8	2	Yes	155	140	0.15	147.5	6.9	46
B1P044	1	2	25	8	2	No	20	5	0.15	12.5	122.9	819.33
B1P044	1	2	25	8	2	No	35	20	0.15	27.5	82	546.67
B1P044	1	2	25	8	2	No	50	35	0.15	42.5	29.1	194
B1P044	1	2	25	8	2	No	65	50	0.15	57.5	10.7	71.33
B1P044	1	2	25	8	2	No	80	65	0.15	72.5	7.6	50.67
B1P044	1	2	25	8	2	No	95	80	0.15	87.5	3.4	22.67
B1P044	1	2	25	8	2	No	110	95	0.15	102.5	0.6	4
B1P044	1	2	25	8	2	No	125	110	0.15	117.5	1.2	8
B1P064	1	2	26	8	3	Yes	20	5	0.15	12.5	201.3	1342
