plot	location	block	composition	species.richness	functional.richness	legumes	layer.top	layer.bottom	layer.thickness	midpoint	biomass	density
S7P038	7	2	111	1	1	No	71.80000305	50	0.218000031	60.90000153	32.8	150.46
S7P054	7	2	139	1	1	No	20	5	0.15	12.5	525.6	3504
S7P054	7	2	139	1	1	No	35	20	0.15	27.5	258.7	1724.67
S7P053	7	2	141	1	1	Yes	20	5	0.15	12.5	404.8	2698.67
S7P053	7	2	141	1	1	Yes	35	20	0.15	27.5	167.6	1117.33
S7P053	7	2	141	1	1	Yes	50	35	0.15	42.5	45.4	302.67
S7P035	7	2	160	1	1	No	20	5	0.15	12.5	273.1	1820.67
S7P035	7	2	160	1	1	No	35	20	0.15	27.5	70.7	471.33
S7P049	7	2	161	1	1	No	20	5	0.15	12.5	288.7	1924.67
S7P049	7	2	161	1	1	No	35	20	0.15	27.5	180.4	1202.67
S7P049	7	2	161	1	1	No	50	35	0.15	42.5	72.9	486
S7P029	7	2	162	1	1	No	20	5	0.15	12.5	247	1646.67
S7P029	7	2	162	1	1	No	35	20	0.15	27.5	115.2	768
S7P043	7	2	163	1	1	No	20	5	0.15	12.5	446	2973.33
S7P043	7	2	163	1	1	No	35	20	0.15	27.5	244.6	1630.67
S7P043	7	2	163	1	1	No	50	35	0.15	42.5	129.6	864
S7P046	7	2	164	2	1	No	20	5	0.15	12.5	505.7	3371.33
S7P046	7	2	164	2	1	No	35	20	0.15	27.5	194.6	1297.33
S7P050	7	2	165	2	2	No	20	5	0.15	12.5	353.9	2359.33
S7P050	7	2	165	2	2	No	35	20	0.15	27.5	207.8	1385.33
S7P032	7	2	166	2	2	No	20	5	0.15	12.5	381.5	2543.33
S7P032	7	2	166	2	2	No	35	20	0.15	27.5	295.6	1970.67
S7P032	7	2	166	2	2	No	50	35	0.15	42.5	124.9	832.67
S7P052	7	2	167	2	2	Yes	20	5	0.15	12.5	429.4	2862.67
S7P052	7	2	167	2	2	Yes	35	20	0.15	27.5	58.1	387.33
S7P030	7	2	168	2	2	Yes	20	5	0.15	12.5	389.7	2598
S7P030	7	2	168	2	2	Yes	35	20	0.15	27.5	257.6	1717.33
S7P030	7	2	168	2	2	Yes	50	35	0.15	42.5	58.3	388.67
S7P036	7	2	169	4	3	Yes	20	5	0.15	12.5	437.7	2918
S7P036	7	2	169	4	3	Yes	35	20	0.15	27.5	257.1	1714
S7P036	7	2	169	4	3	Yes	50	35	0.15	42.5	50.6	337.33
S7P042	7	2	170	4	3	Yes	20	5	0.15	12.5	733.7	4891.33
S7P042	7	2	170	4	3	Yes	35	20	0.15	27.5	177.4	1182.67
S7P042	7	2	170	4	3	Yes	50	35	0.15	42.5	39.2	261.33
S7P031	7	2	171	4	3	Yes	20	5	0.15	12.5	495	3300
S7P031	7	2	171	4	3	Yes	35	20	0.15	27.5	178.3	1188.67
S7P037	7	2	172	4	3	Yes	20	5	0.15	12.5	650.8	4338.67
S7P037	7	2	172	4	3	Yes	35	20	0.15	27.5	377.1	2514
S7P037	7	2	172	4	3	Yes	50	35	0.15	42.5	84.4	562.67
S7P040	7	2	173	8	3	Yes	20	5	0.15	12.5	798.1	5320.67
S7P040	7	2	173	8	3	Yes	35	20	0.15	27.5	217.7	1451.33
S7P040	7	2	173	8	3	Yes	50	35	0.15	42.5	48.2	321.33
S7P051	7	2	174	8	3	Yes	20	5	0.15	12.5	784.3	5228.67
S7P051	7	2	174	8	3	Yes	35	20	0.15	27.5	273.8	1825.33
S7P051	7	2	174	8	3	Yes	50	35	0.15	42.5	73.7	491.33
S7P028	7	2	175	8	3	Yes	20	5	0.15	12.5	634.9	4232.67
S7P028	7	2	175	8	3	Yes	35	20	0.15	27.5	229.3	1528.67
S7P028	7	2	175	8	3	Yes	50	35	0.15	42.5	59.2	394.67
S7P044	7	2	176	8	3	Yes	20	5	0.15	12.5	685.8	4572
S7P044	7	2	176	8	3	Yes	35	20	0.15	27.5	273.3	1822
S7P044	7	2	176	8	3	Yes	50	35	0.15	42.5	20.9	139.33
S7P034	7	2	177	12	3	Yes	20	5	0.15	12.5	775.4	5169.33
S7P034	7	2	177	12	3	Yes	35	20	0.15	27.5	343.7	2291.33
S7P034	7	2	177	12	3	Yes	50	35	0.15	42.5	42	280
S7P039	7	2	177	12	3	Yes	20	5	0.15	12.5	793.5	5290
S7P039	7	2	177	12	3	Yes	35	20	0.15	27.5	193.6	1290.67
S7P039	7	2	177	12	3	Yes	50	35	0.15	42.5	22.9	152.67
S8P018	8	1	2	1	1	No	5	0	0.05	2.5	84.66	1693.2
S8P018	8	1	2	1	1	No	20	5	0.15	12.5	185.83	1238.87
S8P018	8	1	2	1	1	No	30	20	0.1	25	92.65	926.5
S8P018	8	1	2	1	1	No	50	30	0.2	40	95.92	479.6
S8P018	8	1	2	1	1	No	126	50	0.76	88	82.11	108.04
S8P003	8	1	4	1	1	No	5	0	0.05	2.5	122	2440
S8P003	8	1	4	1	1	No	20	5	0.15	12.5	301	2006.67
S8P003	8	1	4	1	1	No	30	20	0.1	25	64	640
S8P003	8	1	4	1	1	No	50	30	0.2	40	16.531	82.66
S8P003	8	1	4	1	1	No	77	50	0.27	63.5	22	81.48
S8P022	8	1	5	1	1	No	5	0	0.05	2.5	235	4700
S8P022	8	1	5	1	1	No	20	5	0.15	12.5	175	1166.67
S8P022	8	1	5	1	1	No	30	20	0.1	25	69	690
S8P022	8	1	5	1	1	No	50	30	0.2	40	70	350
S8P022	8	1	5	1	1	No	72	50	0.22	61	47.93	217.86
S8P036	8	1	7	1	1	Yes	5	0	0.05	2.5	200.437	4008.74
S8P036	8	1	7	1	1	Yes	20	5	0.15	12.5	51.351	342.34
S8P038	8	1	9	1	1	No	5	0	0.05	2.5	380	7600
S8P038	8	1	9	1	1	No	20	5	0.15	12.5	136	906.67
S8P038	8	1	9	1	1	No	30	20	0.1	25	86	860
S8P038	8	1	9	1	1	No	50	30	0.2	40	62.288	311.44
S8P038	8	1	9	1	1	No	69	50	0.19	59.5	20.49	107.84
S8P020	8	1	16	2	2	No	5	0	0.05	2.5	482.363	9647.26
S8P020	8	1	16	2	2	No	20	5	0.15	12.5	478	3186.67
S8P020	8	1	16	2	2	No	30	20	0.1	25	422	4220
S8P020	8	1	16	2	2	No	50	30	0.2	40	156	780
S8P020	8	1	16	2	2	No	95	50	0.45	72.5	164	364.44
S8P026	8	1	108	1	1	No	5	0	0.05	2.5	232	4640
S8P026	8	1	108	1	1	No	20	5	0.15	12.5	229	1526.67
S8P026	8	1	108	1	1	No	30	20	0.1	25	123.124	1231.24
S8P026	8	1	108	1	1	No	50	30	0.2	40	130	650
S8P005	8	1	113	1	1	No	5	0	0.05	2.5	110.673	2213.46
S8P005	8	1	113	1	1	No	20	5	0.15	12.5	112.797	751.98
S8P005	8	1	113	1	1	No	30	20	0.1	25	29	290
S8P005	8	1	113	1	1	No	50	30	0.2	40	17	85
S8P005	8	1	113	1	1	No	90	50	0.4	70	12	30
S8P009	8	1	141	1	1	Yes	5	0	0.05	2.5	478.033	9560.66
S8P009	8	1	141	1	1	Yes	20	5	0.15	12.5	277.06	1847.07
S8P009	8	1	141	1	1	Yes	30	20	0.1	25	252.65	2526.5
S8P009	8	1	141	1	1	Yes	50	30	0.2	40	4.51	22.55
S8P007	8	1	143	1	1	No	5	0	0.05	2.5	348.2	6964
S8P007	8	1	143	1	1	No	20	5	0.15	12.5	232.12	1547.47
S8P007	8	1	143	1	1	No	30	20	0.1	25	13.96	139.6
S8P032	8	1	178	1	1	No	5	0	0.05	2.5	149	2980
S8P032	8	1	178	1	1	No	20	5	0.15	12.5	54	360
S8P006	8	1	179	1	1	No	5	0	0.05	2.5	228	4560
S8P006	8	1	179	1	1	No	20	5	0.15	12.5	100.106	667.37
S8P006	8	1	179	1	1	No	30	20	0.1	25	125.383	1253.83
S8P006	8	1	179	1	1	No	50	30	0.2	40	66	330
S8P006	8	1	179	1	1	No	69	50	0.19	59.5	6	31.58
S8P027	8	1	180	2	1	No	5	0	0.05	2.5	108.582	2171.64
S8P027	8	1	180	2	1	No	20	5	0.15	12.5	232.24	1548.27
S8P027	8	1	180	2	1	No	30	20	0.1	25	122.197	1221.97
S8P027	8	1	180	2	1	No	50	30	0.2	40	87.23	436.15
S8P027	8	1	180	2	1	No	73	50	0.23	61.5	66	286.96
S8P012	8	1	181	2	1	No	5	0	0.05	2.5	159.07	3181.4
S8P012	8	1	181	2	1	No	20	5	0.15	12.5	376.499	2509.99
S8P012	8	1	181	2	1	No	30	20	0.1	25	209	2090
S8P012	8	1	181	2	1	No	50	30	0.2	40	187.56	937.8
S8P012	8	1	181	2	1	No	131	50	0.81	90.5	253	312.35
S8P023	8	1	182	2	2	Yes	5	0	0.05	2.5	178.85	3577
S8P023	8	1	182	2	2	Yes	20	5	0.15	12.5	823.6	5490.67
S8P023	8	1	182	2	2	Yes	30	20	0.1	25	39.48	394.8
S8P014	8	1	183	2	2	Yes	5	0	0.05	2.5	101.65	2033
S8P014	8	1	183	2	2	Yes	20	5	0.15	12.5	390.83	2605.53
S8P014	8	1	183	2	2	Yes	30	20	0.1	25	9	90
S8P014	8	1	183	2	2	Yes	50	30	0.2	40	120	600
S8P014	8	1	183	2	2	Yes	154	50	1.04	102	141.45	136.01
S8P034	8	1	184	2	2	No	5	0	0.05	2.5	139.867	2797.34
S8P034	8	1	184	2	2	No	20	5	0.15	12.5	125.881	839.21
S8P034	8	1	184	2	2	No	30	20	0.1	25	117.682	1176.82
S8P034	8	1	184	2	2	No	50	30	0.2	40	73.153	365.77
S8P034	8	1	184	2	2	No	97	50	0.47	73.5	59	125.53
S8P013	8	1	185	4	1	No	5	0	0.05	2.5	91.64	1832.8
S8P013	8	1	185	4	1	No	20	5	0.15	12.5	250.921	1672.81
S8P013	8	1	185	4	1	No	30	20	0.1	25	232.4	2324
S8P013	8	1	185	4	1	No	50	30	0.2	40	145.16	725.8
S8P013	8	1	185	4	1	No	158	50	1.08	104	122.29	113.23
S8P037	8	1	186	4	1	No	5	0	0.05	2.5	164.87	3297.4
S8P037	8	1	186	4	1	No	20	5	0.15	12.5	102.889	685.93
S8P037	8	1	186	4	1	No	30	20	0.1	25	60.868	608.68
S8P037	8	1	186	4	1	No	50	30	0.2	40	58.04	290.2
S8P037	8	1	186	4	1	No	124	50	0.74	87	35	47.3
S8P001	8	1	187	4	2	No	5	0	0.05	2.5	202	4040
S8P001	8	1	187	4	2	No	20	5	0.15	12.5	194.137	1294.25
S8P001	8	1	187	4	2	No	30	20	0.1	25	71	710
S8P001	8	1	187	4	2	No	50	30	0.2	40	37.96	189.8
S8P001	8	1	187	4	2	No	88	50	0.38	69	52	136.84
S8P011	8	1	188	4	2	Yes	5	0	0.05	2.5	157.9	3158
S8P011	8	1	188	4	2	Yes	20	5	0.15	12.5	108.41	722.73
S8P011	8	1	188	4	2	Yes	30	20	0.1	25	147	1470
S8P011	8	1	188	4	2	Yes	50	30	0.2	40	143.98	719.9
S8P011	8	1	188	4	2	Yes	162	50	1.12	106	183.33	163.69
S8P008	8	1	189	4	3	Yes	5	0	0.05	2.5	240.23	4804.6
S8P008	8	1	189	4	3	Yes	20	5	0.15	12.5	163	1086.67
S8P008	8	1	189	4	3	Yes	30	20	0.1	25	138.6	1386
S8P008	8	1	189	4	3	Yes	50	30	0.2	40	98	490
S8P008	8	1	189	4	3	Yes	67	50	0.17	58.5	112	658.82
S8P015	8	1	190	4	3	Yes	5	0	0.05	2.5	128.3	2566
S8P015	8	1	190	4	3	Yes	20	5	0.15	12.5	119.61	797.4
S8P015	8	1	190	4	3	Yes	30	20	0.1	25	152.54	1525.4
S8P015	8	1	190	4	3	Yes	50	30	0.2	40	140.55	702.75
S8P015	8	1	190	4	3	Yes	167	50	1.17	108.5	160.42	137.11
S8P002	8	1	191	8	1	No	5	0	0.05	2.5	111.307	2226.14
S8P002	8	1	191	8	1	No	20	5	0.15	12.5	158.392	1055.95
S8P002	8	1	191	8	1	No	30	20	0.1	25	106.496	1064.96
S8P002	8	1	191	8	1	No	50	30	0.2	40	86.359	431.8
S8P002	8	1	191	8	1	No	162	50	1.12	106	70.47	62.92
S8P031	8	1	192	8	2	No	5	0	0.05	2.5	117.795	2355.9
S8P031	8	1	192	8	2	No	20	5	0.15	12.5	241.26	1608.4
S8P031	8	1	192	8	2	No	30	20	0.1	25	115.14	1151.4
S8P031	8	1	192	8	2	No	50	30	0.2	40	122.4	612
S8P031	8	1	192	8	2	No	164	50	1.14	107	111	97.37
S8P039	8	1	193	8	2	Yes	5	0	0.05	2.5	215.628	4312.56
S8P039	8	1	193	8	2	Yes	20	5	0.15	12.5	124.086	827.24
S8P039	8	1	193	8	2	Yes	30	20	0.1	25	138.027	1380.27
S8P039	8	1	193	8	2	Yes	50	30	0.2	40	77.593	387.97
S8P039	8	1	193	8	2	Yes	169	50	1.19	109.5	61.178	51.41
S8P033	8	1	194	8	3	Yes	5	0	0.05	2.5	177.719	3554.38
S8P033	8	1	194	8	3	Yes	20	5	0.15	12.5	402.209	2681.39
S8P033	8	1	194	8	3	Yes	30	20	0.1	25	328.779	3287.79
S8P033	8	1	194	8	3	Yes	50	30	0.2	40	162.18	810.9
S8P033	8	1	194	8	3	Yes	99	50	0.49	74.5	72.16	147.27
S8P040	8	1	195	8	3	Yes	5	0	0.05	2.5	270.525	5410.5
S8P040	8	1	195	8	3	Yes	20	5	0.15	12.5	234.842	1565.61
S8P040	8	1	195	8	3	Yes	30	20	0.1	25	175.63	1756.3
S8P040	8	1	195	8	3	Yes	50	30	0.2	40	149.3	746.5
S8P040	8	1	195	8	3	Yes	171	50	1.21	110.5	217.291	179.58
S8P025	8	1	196	11	1	No	5	0	0.05	2.5	225.5	4510
S8P025	8	1	196	11	1	No	20	5	0.15	12.5	103.79	691.93
S8P025	8	1	196	11	1	No	30	20	0.1	25	76.7	767
S8P025	8	1	196	11	1	No	50	30	0.2	40	66.14	330.7
S8P025	8	1	196	11	1	No	161	50	1.11	105.5	133.37	120.15
S8P010	8	1	197	11	2	No	5	0	0.05	2.5	51.32	1026.4
S8P010	8	1	197	11	2	No	20	5	0.15	12.5	89.7	598
S8P010	8	1	197	11	2	No	30	20	0.1	25	47.67	476.7
S8P010	8	1	197	11	2	No	50	30	0.2	40	30.73	153.65
S8P010	8	1	197	11	2	No	170	50	1.2	110	13.16	10.97
S8P017	8	1	198	11	2	Yes	5	0	0.05	2.5	742.96	14859.2
S8P017	8	1	198	11	2	Yes	20	5	0.15	12.5	348.21	2321.4
S8P017	8	1	198	11	2	Yes	30	20	0.1	25	210.94	2109.4
S8P017	8	1	198	11	2	Yes	50	30	0.2	40	149.2	746
S8P029	8	1	199	11	3	Yes	5	0	0.05	2.5	227.40501	4548.1
S8P029	8	1	199	11	3	Yes	20	5	0.15	12.5	225.4981	1503.32
S8P029	8	1	199	11	3	Yes	30	20	0.1	25	137.271	1372.71
S8P029	8	1	199	11	3	Yes	50	30	0.2	40	110.401	552.01
S8P029	8	1	199	11	3	Yes	157	50	1.07	103.5	93.966	87.82
S8P028	8	1	200	11	3	Yes	5	0	0.05	2.5	112.72	2254.4
S8P028	8	1	200	11	3	Yes	20	5	0.15	12.5	234.124	1560.83
S8P028	8	1	200	11	3	Yes	30	20	0.1	25	118.77	1187.7
S8P028	8	1	200	11	3	Yes	50	30	0.2	40	128.165	640.83
S8P028	8	1	200	11	3	Yes	115	50	0.65	82.5	171.683	264.13
S8P065	8	2	2	1	1	No	5	0	0.05	2.5	174.42	3488.4
S8P065	8	2	2	1	1	No	20	5	0.15	12.5	155.88	1039.2
S8P065	8	2	2	1	1	No	30	20	0.1	25	114.47	1144.7
S8P065	8	2	2	1	1	No	50	30	0.2	40	60	300
S8P065	8	2	2	1	1	No	158	50	1.08	104	57.08	52.85
S8P077	8	2	4	1	1	No	5	0	0.05	2.5	601.36	12027.2
S8P077	8	2	4	1	1	No	20	5	0.15	12.5	532	3546.67
S8P045	8	2	5	1	1	No	5	0	0.05	2.5	129	2580
S8P045	8	2	5	1	1	No	20	5	0.15	12.5	199	1326.67
S8P045	8	2	5	1	1	No	30	20	0.1	25	82.28	822.8
S8P045	8	2	5	1	1	No	50	30	0.2	40	31.54	157.7
S8P045	8	2	5	1	1	No	60	50	0.1	55	21	210
S8P044	8	2	7	1	1	Yes	5	0	0.05	2.5	236	4720
S8P044	8	2	7	1	1	Yes	20	5	0.15	12.5	209	1393.33
S8P053	8	2	9	1	1	No	20	5	0.15	12.5	232.99	1553.27
S8P053	8	2	9	1	1	No	30	20	0.1	25	43.9	439
S8P053	8	2	9	1	1	No	50	30	0.2	40	45	225
S8P053	8	2	9	1	1	No	61	50	0.11	55.5	23	209.09
S8P064	8	2	16	2	2	No	5	0	0.05	2.5	52.24	1044.8
S8P064	8	2	16	2	2	No	20	5	0.15	12.5	421.21	2808.07
S8P074	8	2	108	1	1	No	5	0	0.05	2.5	310.21	6204.2
S8P074	8	2	108	1	1	No	20	5	0.15	12.5	671	4473.33
S8P074	8	2	108	1	1	No	30	20	0.1	25	38	380
S8P074	8	2	108	1	1	No	50	30	0.2	40	16	80
S8P052	8	2	113	1	1	No	5	0	0.05	2.5	127.79	2555.8
S8P052	8	2	113	1	1	No	20	5	0.15	12.5	64.76	431.73
S8P052	8	2	113	1	1	No	30	20	0.1	25	19	190
S8P052	8	2	113	1	1	No	50	30	0.2	40	12	60
S8P051	8	2	141	1	1	Yes	5	0	0.05	2.5	211.05	4221
S8P051	8	2	141	1	1	Yes	20	5	0.15	12.5	163.27	1088.47
S8P059	8	2	143	1	1	No	5	0	0.05	2.5	365	7300
S8P059	8	2	143	1	1	No	20	5	0.15	12.5	204	1360
S8P059	8	2	143	1	1	No	30	20	0.1	25	37.12	371.2
S8P056	8	2	178	1	1	No	5	0	0.05	2.5	195.53	3910.6
S8P056	8	2	178	1	1	No	20	5	0.15	12.5	41	273.33
S8P068	8	2	179	1	1	No	5	0	0.05	2.5	226	4520
S8P068	8	2	179	1	1	No	20	5	0.15	12.5	142.49	949.93
S8P068	8	2	179	1	1	No	30	20	0.1	25	44	440
S8P068	8	2	179	1	1	No	50	30	0.2	40	71	355
S8P068	8	2	179	1	1	No	75	50	0.25	62.5	21	84
S8P079	8	2	180	2	1	No	5	0	0.05	2.5	163.42	3268.4
S8P079	8	2	180	2	1	No	20	5	0.15	12.5	195.82	1305.47
S8P079	8	2	180	2	1	No	30	20	0.1	25	73.52	735.2
S8P079	8	2	180	2	1	No	50	30	0.2	40	66.41	332.05
S8P079	8	2	180	2	1	No	68	50	0.18	59	53.66	298.11
S8P069	8	2	181	2	1	No	5	0	0.05	2.5	145.09	2901.8
S8P069	8	2	181	2	1	No	20	5	0.15	12.5	178.54	1190.27
S8P069	8	2	181	2	1	No	30	20	0.1	25	130.19	1301.9
S8P069	8	2	181	2	1	No	50	30	0.2	40	93	465
S8P061	8	2	182	2	2	Yes	5	0	0.05	2.5	1522	30440
S8P061	8	2	182	2	2	Yes	20	5	0.15	12.5	1064.76	7098.4
S8P061	8	2	182	2	2	Yes	30	20	0.1	25	2.38	23.8
S8P070	8	2	183	2	2	Yes	5	0	0.05	2.5	117.91	2358.2
S8P070	8	2	183	2	2	Yes	20	5	0.15	12.5	150.31	1002.07
S8P070	8	2	183	2	2	Yes	30	20	0.1	25	109.86	1098.6
S8P070	8	2	183	2	2	Yes	50	30	0.2	40	108.31	541.55
S8P070	8	2	183	2	2	Yes	129	50	0.79	89.5	74.34	94.1
S8P048	8	2	184	2	2	No	5	0	0.05	2.5	134.97	2699.4
S8P048	8	2	184	2	2	No	20	5	0.15	12.5	90.1	600.67
S8P048	8	2	184	2	2	No	30	20	0.1	25	33.13	331.3
S8P048	8	2	184	2	2	No	50	30	0.2	40	19.33	96.65
S8P048	8	2	184	2	2	No	87	50	0.37	68.5	12	32.43
S8P063	8	2	185	4	1	No	5	0	0.05	2.5	384.12003	7682.4
S8P063	8	2	185	4	1	No	20	5	0.15	12.5	198.82	1325.47
S8P063	8	2	185	4	1	No	30	20	0.1	25	196.85	1968.5
S8P063	8	2	185	4	1	No	50	30	0.2	40	87.79	438.95
S8P063	8	2	185	4	1	No	130	50	0.8	90	91.9	114.88
S8P042	8	2	186	4	1	No	5	0	0.05	2.5	138.06	2761.2
S8P042	8	2	186	4	1	No	20	5	0.15	12.5	115.17	767.8
S8P042	8	2	186	4	1	No	30	20	0.1	25	74.57	745.7
S8P042	8	2	186	4	1	No	50	30	0.2	40	49.76001	248.8
S8P042	8	2	186	4	1	No	130	50	0.8	90	6.22	7.78
S8P046	8	2	187	4	2	No	5	0	0.05	2.5	92.74	1854.8
S8P046	8	2	187	4	2	No	20	5	0.15	12.5	146.17	974.47
S8P046	8	2	187	4	2	No	30	20	0.1	25	43.85	438.5
S8P046	8	2	187	4	2	No	50	30	0.2	40	40.04	200.2
S8P046	8	2	187	4	2	No	76	50	0.26	63	17.76	68.31
S8P071	8	2	188	4	2	Yes	5	0	0.05	2.5	138.16004	2763.2
S8P071	8	2	188	4	2	Yes	20	5	0.15	12.5	225.4	1502.67
S8P071	8	2	188	4	2	Yes	30	20	0.1	25	132	1320
S8P071	8	2	188	4	2	Yes	50	30	0.2	40	61.34	306.7
S8P071	8	2	188	4	2	Yes	132	50	0.82	91	81	98.78
S8P073	8	2	189	4	3	Yes	5	0	0.05	2.5	476.84998	9537
S8P073	8	2	189	4	3	Yes	20	5	0.15	12.5	399.72	2664.8
S8P073	8	2	189	4	3	Yes	30	20	0.1	25	171.96	1719.6
S8P073	8	2	189	4	3	Yes	50	30	0.2	40	176.91	884.55
S8P073	8	2	189	4	3	Yes	71	50	0.21	60.5	168.04	800.19
S8P078	8	2	190	4	3	Yes	5	0	0.05	2.5	308.29	6165.8
S8P078	8	2	190	4	3	Yes	20	5	0.15	12.5	190.55	1270.33
S8P078	8	2	190	4	3	Yes	30	20	0.1	25	99.9	999
S8P078	8	2	190	4	3	Yes	50	30	0.2	40	81.49	407.45
S8P078	8	2	190	4	3	Yes	121	50	0.71	85.5	136.77	192.63
S8P066	8	2	191	8	1	No	5	0	0.05	2.5	379.2	7584
S8P066	8	2	191	8	1	No	20	5	0.15	12.5	234.89	1565.93
S8P066	8	2	191	8	1	No	30	20	0.1	25	266.42	2664.2
S8P066	8	2	191	8	1	No	50	30	0.2	40	145.79	728.95
S8P066	8	2	191	8	1	No	113	50	0.63	81.5	172.3	273.49
S8P050	8	2	192	8	2	No	5	0	0.05	2.5	110.21	2204.2
S8P050	8	2	192	8	2	No	20	5	0.15	12.5	242.5	1616.67
S8P050	8	2	192	8	2	No	30	20	0.1	25	116.18	1161.8
S8P050	8	2	192	8	2	No	50	30	0.2	40	121.71	608.55
S8P050	8	2	192	8	2	No	121	50	0.71	85.5	115.34	162.45
S8P076	8	2	193	8	2	Yes	5	0	0.05	2.5	172.34	3446.8
S8P076	8	2	193	8	2	Yes	20	5	0.15	12.5	209.04	1393.6
S8P076	8	2	193	8	2	Yes	30	20	0.1	25	176.12	1761.2
S8P076	8	2	193	8	2	Yes	50	30	0.2	40	141.49	707.45
S8P076	8	2	193	8	2	Yes	104	50	0.54	77	105.53	195.43
S8P047	8	2	194	8	3	Yes	5	0	0.05	2.5	188.52003	3770.4
S8P047	8	2	194	8	3	Yes	20	5	0.15	12.5	279.99	1866.6
S8P047	8	2	194	8	3	Yes	30	20	0.1	25	151.75	1517.5
S8P047	8	2	194	8	3	Yes	50	30	0.2	40	86.07	430.35
S8P047	8	2	194	8	3	Yes	85	50	0.35	67.5	34.4	98.29
S8P060	8	2	195	8	3	Yes	5	0	0.05	2.5	278.03	5560.6
S8P060	8	2	195	8	3	Yes	20	5	0.15	12.5	161.16	1074.4
S8P060	8	2	195	8	3	Yes	30	20	0.1	25	144.84	1448.4
S8P060	8	2	195	8	3	Yes	50	30	0.2	40	118.82	594.1
S8P060	8	2	195	8	3	Yes	118	50	0.68	84	147.42	216.79
S8P075	8	2	196	11	1	No	5	0	0.05	2.5	219.28	4385.6
S8P075	8	2	196	11	1	No	20	5	0.15	12.5	110.04	733.6
S8P075	8	2	196	11	1	No	30	20	0.1	25	71.95	719.5
S8P075	8	2	196	11	1	No	50	30	0.2	40	68.62	343.1
S8P075	8	2	196	11	1	No	120	50	0.7	85	46.79	66.84
S8P062	8	2	197	11	2	No	5	0	0.05	2.5	371.19002	7423.8
S8P062	8	2	197	11	2	No	20	5	0.15	12.5	257.21001	1714.73
S8P062	8	2	197	11	2	No	30	20	0.1	25	118.76	1187.6
S8P062	8	2	197	11	2	No	50	30	0.2	40	88.02	440.1
S8P062	8	2	197	11	2	No	118	50	0.68	84	100.46	147.74
S8P043	8	2	198	11	2	Yes	5	0	0.05	2.5	264.95	5299
S8P043	8	2	198	11	2	Yes	20	5	0.15	12.5	93.35	622.33
S8P043	8	2	198	11	2	Yes	30	20	0.1	25	61.75	617.5
S8P043	8	2	198	11	2	Yes	50	30	0.2	40	41.27	206.35
S8P043	8	2	198	11	2	Yes	150	50	1	100	37.66	37.66
S8P072	8	2	199	11	3	Yes	5	0	0.05	2.5	136.06	2721.2
S8P072	8	2	199	11	3	Yes	20	5	0.15	12.5	178.81	1192.07
S8P072	8	2	199	11	3	Yes	30	20	0.1	25	201.29	2012.9
S8P072	8	2	199	11	3	Yes	50	30	0.2	40	226.41	1132.05
S8P072	8	2	199	11	3	Yes	117	50	0.67	83.5	48.54	72.45
S8P055	8	2	200	11	3	Yes	5	0	0.05	2.5	202.55003	4051
S8P055	8	2	200	11	3	Yes	20	5	0.15	12.5	114.75	765
S8P055	8	2	200	11	3	Yes	30	20	0.1	25	168.07	1680.7
S8P055	8	2	200	11	3	Yes	50	30	0.2	40	101.21	506.05
S8P055	8	2	200	11	3	Yes	99	50	0.49	74.5	80.23	163.73
