Country,ID_Plot,Species,tree.id,P_Species_richness,P_Sha_st_focsp,P_Sha_ind_focsp,P_Compo,FxnGr,MPD,sq.MPD,Latitude,mildew,m.healthy,m.total,spots,s.healthy,s.total,rust.current,cast.current,healthy.current,ndl.tot.current,OtherFungi,OtherFungi.healthy,OtherFungi.total,damage.foliage,healthy.foliage,total.foliage
Finland,FIN01,PICABI,FIN01_41,2,0.59701194,0.781552046,PaPs,Conifer,129.973603,11.40059661,62.55,0,0,0,0,0,0,2,0,18,20,0,0,0,2,18,20
Finland,FIN01,PICABI,FIN01_58,2,0.59701194,0.781552046,PaPs,Conifer,129.973603,11.40059661,62.55,0,0,0,0,0,0,4,0,16,20,0,0,0,4,16,20
Finland,FIN01,PICABI,FIN01_3,2,0.59701194,0.781552046,PaPs,Conifer,129.973603,11.40059661,62.55,0,0,0,0,0,0,4,0,16,20,0,0,0,4,16,20
Finland,FIN01,PINSYL,FIN01_28,2,0.59701194,0.781552046,PaPs,Conifer,129.973603,11.40059661,62.55,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN01,PINSYL,FIN01_67,2,0.59701194,0.781552046,PaPs,Conifer,129.973603,11.40059661,62.55,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN01,PINSYL,FIN01_52,2,0.59701194,0.781552046,PaPs,Conifer,129.973603,11.40059661,62.55,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN02,BETPEN,FIN02_10,2,0.750429709,0.867037147,BpPa,Broadleaved,650.000004,25.49509765,62.5,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN02,BETPEN,FIN02_43,2,0.750429709,0.867037147,BpPa,Broadleaved,650.000004,25.49509765,62.5,0,0,0,48,2,50,0,0,0,0,0,50,50,48,2,50
Finland,FIN02,BETPEN,FIN02_39,2,0.750429709,0.867037147,BpPa,Broadleaved,650.000004,25.49509765,62.5,0,0,0,49,1,50,0,0,0,0,0,50,50,49,1,50
Finland,FIN02,PICABI,FIN02_18,2,0.750429709,0.867037147,BpPa,Conifer,650.000004,25.49509765,62.5,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN02,PICABI,FIN02_37,2,0.750429709,0.867037147,BpPa,Conifer,650.000004,25.49509765,62.5,0,0,0,0,0,0,5,0,15,20,0,0,0,5,15,20
Finland,FIN02,PICABI,FIN02_17,2,0.750429709,0.867037147,BpPa,Conifer,650.000004,25.49509765,62.5,0,0,0,0,0,0,1,0,19,20,0,0,0,1,19,20
Finland,FIN03,BETPEN,FIN03_12,1,1.022844335,0.998579332,Bp,Broadleaved,650.000004,25.49509765,62.5,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN03,BETPEN,FIN03_16,1,1.022844335,0.998579332,Bp,Broadleaved,650.000004,25.49509765,62.5,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN03,BETPEN,FIN03_19,1,1.022844335,0.998579332,Bp,Broadleaved,650.000004,25.49509765,62.5,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN03,BETPEN,FIN03_34,1,1.022844335,0.998579332,Bp,Broadleaved,650.000004,25.49509765,62.5,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN03,BETPEN,FIN03_35,1,1.022844335,0.998579332,Bp,Broadleaved,650.000004,25.49509765,62.5,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN03,BETPEN,FIN03_9,1,1.022844335,0.998579332,Bp,Broadleaved,650.000004,25.49509765,62.5,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN04,BETPEN,FIN04_1,2,0.901911052,0.926676204,BpPa,Broadleaved,650.000004,25.49509765,62.5,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN04,BETPEN,FIN04_50,2,0.901911052,0.926676204,BpPa,Broadleaved,650.000004,25.49509765,62.5,0,0,0,49,1,50,0,0,0,0,0,50,50,49,1,50
Finland,FIN04,BETPEN,FIN04_2,2,0.901911052,0.926676204,BpPa,Broadleaved,650.000004,25.49509765,62.5,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN04,PICABI,FIN04_17,2,0.901911052,0.926676204,BpPa,Conifer,650.000004,25.49509765,62.5,0,0,0,0,0,0,4,0,16,20,0,0,0,4,16,20
Finland,FIN04,PICABI,FIN04_35,2,0.901911052,0.926676204,BpPa,Conifer,650.000004,25.49509765,62.5,0,0,0,0,0,0,3,0,17,20,0,0,0,3,17,20
Finland,FIN04,PICABI,FIN04_12,2,0.901911052,0.926676204,BpPa,Conifer,650.000004,25.49509765,62.5,0,0,0,0,0,0,9,0,11,20,0,0,0,9,11,20
Finland,FIN05,BETPEN,FIN05_35,2,0.634448712,0.867589236,BpPs,Broadleaved,650.000005,25.49509767,62.54,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN05,BETPEN,FIN05_42,2,0.634448712,0.867589236,BpPs,Broadleaved,650.000005,25.49509767,62.54,0,0,0,46,4,50,0,0,0,0,0,50,50,46,4,50
Finland,FIN05,BETPEN,FIN05_45,2,0.634448712,0.867589236,BpPs,Broadleaved,650.000005,25.49509767,62.54,0,0,0,49,1,50,0,0,0,0,0,50,50,49,1,50
Finland,FIN05,PINSYL,FIN05_28,2,0.634448712,0.867589236,BpPs,Conifer,629.1989489,24.93131762,62.54,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN05,PINSYL,FIN05_32,2,0.634448712,0.867589236,BpPs,Conifer,629.1989489,24.93131762,62.54,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN05,PINSYL,FIN05_38,2,0.634448712,0.867589236,BpPs,Conifer,629.1989489,24.93131762,62.54,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN06,PICABI,FIN06_2,1,0.037257763,0.118064158,Pa,Conifer,0,0,62.65,0,0,0,0,0,0,2,0,18,20,0,0,0,2,18,20
Finland,FIN06,PICABI,FIN06_21,1,0.037257763,0.118064158,Pa,Conifer,0,0,62.65,0,0,0,0,0,0,2,0,18,20,0,0,0,2,18,20
Finland,FIN06,PICABI,FIN06_31,1,0.037257763,0.118064158,Pa,Conifer,0,0,62.65,0,0,0,0,0,0,1,0,19,20,0,0,0,1,19,20
Finland,FIN06,PICABI,FIN06_46,1,0.037257763,0.118064158,Pa,Conifer,0,0,62.65,0,0,0,0,0,0,4,0,16,20,0,0,0,4,16,20
Finland,FIN06,PICABI,FIN06_54,1,0.037257763,0.118064158,Pa,Conifer,0,0,62.65,0,0,0,0,0,0,4,0,16,20,0,0,0,4,16,20
Finland,FIN06,PICABI,FIN06_6,1,0.037257763,0.118064158,Pa,Conifer,0,0,62.65,0,0,0,0,0,0,7,0,13,20,0,0,0,7,13,20
Finland,FIN07,BETPEN,FIN07_12,1,0.044759533,0.171538761,Bp,Broadleaved,0,0,62.67,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN07,BETPEN,FIN07_3,1,0.044759533,0.171538761,Bp,Broadleaved,0,0,62.67,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN07,BETPEN,FIN07_48,1,0.044759533,0.171538761,Bp,Broadleaved,0,0,62.67,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN07,BETPEN,FIN07_49,1,0.044759533,0.171538761,Bp,Broadleaved,0,0,62.67,0,0,0,47,3,50,0,0,0,0,0,50,50,47,3,50
Finland,FIN07,BETPEN,FIN07_53,1,0.044759533,0.171538761,Bp,Broadleaved,0,0,62.67,0,0,0,49,1,50,0,0,0,0,0,50,50,49,1,50
Finland,FIN07,BETPEN,FIN07_58,1,0.044759533,0.171538761,Bp,Broadleaved,0,0,62.67,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN08,BETPEN,FIN08_11,1,0.054859299,0.175975125,Bp,Broadleaved,650.000004,25.49509765,62.67,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN08,BETPEN,FIN08_17,1,0.054859299,0.175975125,Bp,Broadleaved,650.000004,25.49509765,62.67,0,0,0,49,1,50,0,0,0,0,0,50,50,49,1,50
Finland,FIN08,BETPEN,FIN08_21,1,0.054859299,0.175975125,Bp,Broadleaved,650.000004,25.49509765,62.67,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN08,BETPEN,FIN08_23,1,0.054859299,0.175975125,Bp,Broadleaved,650.000004,25.49509765,62.67,0,0,0,49,1,50,0,0,0,0,0,50,50,49,1,50
Finland,FIN08,BETPEN,FIN08_4,1,0.054859299,0.175975125,Bp,Broadleaved,650.000004,25.49509765,62.67,0,0,0,49,1,50,0,0,0,0,0,50,50,49,1,50
Finland,FIN08,BETPEN,FIN08_48,1,0.054859299,0.175975125,Bp,Broadleaved,650.000004,25.49509765,62.67,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN09,PINSYL,FIN09_15,1,0.081688743,0.173896551,Ps,Conifer,650.000005,25.49509767,62.68,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN09,PINSYL,FIN09_19,1,0.081688743,0.173896551,Ps,Conifer,650.000005,25.49509767,62.68,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN09,PINSYL,FIN09_28,1,0.081688743,0.173896551,Ps,Conifer,650.000005,25.49509767,62.68,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN09,PINSYL,FIN09_31,1,0.081688743,0.173896551,Ps,Conifer,650.000005,25.49509767,62.68,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN09,PINSYL,FIN09_50,1,0.081688743,0.173896551,Ps,Conifer,650.000005,25.49509767,62.68,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN09,PINSYL,FIN09_54,1,0.081688743,0.173896551,Ps,Conifer,650.000005,25.49509767,62.68,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN10,PICABI,FIN10_10,1,0.066272081,0.078515764,Pa,Conifer,650.000004,25.49509765,62.7,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN10,PICABI,FIN10_26,1,0.066272081,0.078515764,Pa,Conifer,650.000004,25.49509765,62.7,0,0,0,0,0,0,1,0,19,20,0,0,0,1,19,20
Finland,FIN10,PICABI,FIN10_27,1,0.066272081,0.078515764,Pa,Conifer,650.000004,25.49509765,62.7,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN10,PICABI,FIN10_34,1,0.066272081,0.078515764,Pa,Conifer,650.000004,25.49509765,62.7,0,0,0,0,0,0,1,0,19,20,0,0,0,1,19,20
Finland,FIN10,PICABI,FIN10_39,1,0.066272081,0.078515764,Pa,Conifer,650.000004,25.49509765,62.7,0,0,0,0,0,0,2,0,18,20,0,0,0,2,18,20
Finland,FIN10,PICABI,FIN10_49,1,0.066272081,0.078515764,Pa,Conifer,650.000004,25.49509765,62.7,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN11,BETPEN,FIN11_19,1,0.116323678,0.257318641,Bp,Broadleaved,650.000005,25.49509767,62.7,0,0,0,49,1,50,0,0,0,0,0,50,50,49,1,50
Finland,FIN11,BETPEN,FIN11_23,1,0.116323678,0.257318641,Bp,Broadleaved,650.000005,25.49509767,62.7,0,0,0,48,2,50,0,0,0,0,0,50,50,48,2,50
Finland,FIN11,BETPEN,FIN11_28,1,0.116323678,0.257318641,Bp,Broadleaved,650.000005,25.49509767,62.7,0,0,0,47,3,50,0,0,0,0,0,50,50,47,3,50
Finland,FIN11,BETPEN,FIN11_39,1,0.116323678,0.257318641,Bp,Broadleaved,650.000005,25.49509767,62.7,0,0,0,49,1,50,0,0,0,0,0,50,50,49,1,50
Finland,FIN11,BETPEN,FIN11_45,1,0.116323678,0.257318641,Bp,Broadleaved,650.000005,25.49509767,62.7,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN11,BETPEN,FIN11_72,1,0.116323678,0.257318641,Bp,Broadleaved,650.000005,25.49509767,62.7,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN12,BETPEN,FIN12_10,3,1.03763198,1.180260988,BpPaPs,Broadleaved,650.0000048,25.49509766,63.02,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN12,BETPEN,FIN12_82,3,1.03763198,1.180260988,BpPaPs,Broadleaved,650.0000048,25.49509766,63.02,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN12,BETPEN,FIN12_57,3,1.03763198,1.180260988,BpPaPs,Broadleaved,650.0000048,25.49509766,63.02,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN12,PICABI,FIN12_86,3,1.03763198,1.180260988,BpPaPs,Conifer,175.8582854,12.64422905,63.02,0,0,0,0,0,0,2,0,18,20,0,0,0,2,18,20
Finland,FIN12,PICABI,FIN12_87,3,1.03763198,1.180260988,BpPaPs,Conifer,175.8582854,12.64422905,63.02,0,0,0,0,0,0,2,0,18,20,0,0,0,2,18,20
Finland,FIN12,PICABI,FIN12_90,3,1.03763198,1.180260988,BpPaPs,Conifer,175.8582854,12.64422905,63.02,0,0,0,0,0,0,3,0,17,20,0,0,0,3,17,20
Finland,FIN12,PINSYL,FIN12_51,3,1.03763198,1.180260988,BpPaPs,Conifer,303.315737,16.09876363,63.02,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN12,PINSYL,FIN12_60,3,1.03763198,1.180260988,BpPaPs,Conifer,303.315737,16.09876363,63.02,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN12,PINSYL,FIN12_40,3,1.03763198,1.180260988,BpPaPs,Conifer,303.315737,16.09876363,63.02,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN13,BETPEN,FIN13_41,2,0.81772297,1.069604952,BpPs,Broadleaved,650.0000049,25.49509766,63.02,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN13,BETPEN,FIN13_56,2,0.81772297,1.069604952,BpPs,Broadleaved,650.0000049,25.49509766,63.02,0,0,0,47,3,50,0,0,0,0,0,50,50,47,3,50
Finland,FIN13,BETPEN,FIN13_24,2,0.81772297,1.069604952,BpPs,Broadleaved,650.0000049,25.49509766,63.02,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN13,PINSYL,FIN13_20,2,0.81772297,1.069604952,BpPs,Conifer,413.6243677,19.08850628,63.02,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN13,PINSYL,FIN13_86,2,0.81772297,1.069604952,BpPs,Conifer,413.6243677,19.08850628,63.02,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN13,PINSYL,FIN13_31,2,0.81772297,1.069604952,BpPs,Conifer,413.6243677,19.08850628,63.02,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN14,PINSYL,FIN14_22,1,0,0,Ps,Conifer,0,0,62.87,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN14,PINSYL,FIN14_35,1,0,0,Ps,Conifer,0,0,62.87,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN14,PINSYL,FIN14_38,1,0,0,Ps,Conifer,0,0,62.87,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN14,PINSYL,FIN14_4,1,0,0,Ps,Conifer,0,0,62.87,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN14,PINSYL,FIN14_49,1,0,0,Ps,Conifer,0,0,62.87,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN14,PINSYL,FIN14_9,1,0,0,Ps,Conifer,0,0,62.87,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN15,BETPEN,FIN15_32,2,0.587233248,0.660503761,BpPs,Broadleaved,650.000005,25.49509767,62.87,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN15,BETPEN,FIN15_38,2,0.587233248,0.660503761,BpPs,Broadleaved,650.000005,25.49509767,62.87,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN15,BETPEN,FIN15_55,2,0.587233248,0.660503761,BpPs,Broadleaved,650.000005,25.49509767,62.87,0,0,0,44,6,50,0,0,0,0,0,50,50,44,6,50
Finland,FIN15,PINSYL,FIN15_15,2,0.587233248,0.660503761,BpPs,Conifer,629.1989489,24.93131762,62.87,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN15,PINSYL,FIN15_27,2,0.587233248,0.660503761,BpPs,Conifer,629.1989489,24.93131762,62.87,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN15,PINSYL,FIN15_31,2,0.587233248,0.660503761,BpPs,Conifer,629.1989489,24.93131762,62.87,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN16,PINSYL,FIN16_12,1,0.152463272,0.158733612,Ps,Conifer,476.657871,20.79693065,62.61,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN16,PINSYL,FIN16_23,1,0.152463272,0.158733612,Ps,Conifer,476.657871,20.79693065,62.61,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN16,PINSYL,FIN16_27,1,0.152463272,0.158733612,Ps,Conifer,476.657871,20.79693065,62.61,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN16,PINSYL,FIN16_38,1,0.152463272,0.158733612,Ps,Conifer,476.657871,20.79693065,62.61,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN16,PINSYL,FIN16_51,1,0.152463272,0.158733612,Ps,Conifer,476.657871,20.79693065,62.61,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN16,PINSYL,FIN16_55,1,0.152463272,0.158733612,Ps,Conifer,476.657871,20.79693065,62.61,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN17,PICABI,FIN17_30,2,0.545690037,0.602440264,PaPs,Conifer,129.973603,11.40059661,62.61,0,0,0,0,0,0,2,0,18,20,0,0,0,2,18,20
Finland,FIN17,PICABI,FIN17_36,2,0.545690037,0.602440264,PaPs,Conifer,129.973603,11.40059661,62.61,0,0,0,0,0,0,6,0,14,20,0,0,0,6,14,20
Finland,FIN17,PICABI,FIN17_25,2,0.545690037,0.602440264,PaPs,Conifer,129.973603,11.40059661,62.61,0,0,0,0,0,0,4,0,16,20,0,0,0,4,16,20
Finland,FIN17,PINSYL,FIN17_16,2,0.545690037,0.602440264,PaPs,Conifer,129.973603,11.40059661,62.61,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN17,PINSYL,FIN17_49,2,0.545690037,0.602440264,PaPs,Conifer,129.973603,11.40059661,62.61,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN17,PINSYL,FIN17_27,2,0.545690037,0.602440264,PaPs,Conifer,129.973603,11.40059661,62.61,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN18,PICABI,FIN18_18,1,0.046848516,0.110453047,Pa,Conifer,0,0,62.45,0,0,0,0,0,0,2,0,18,20,0,0,0,2,18,20
Finland,FIN18,PICABI,FIN18_2,1,0.046848516,0.110453047,Pa,Conifer,0,0,62.45,0,0,0,0,0,0,8,0,12,20,0,0,0,8,12,20
Finland,FIN18,PICABI,FIN18_43,1,0.046848516,0.110453047,Pa,Conifer,0,0,62.45,0,0,0,0,0,0,7,0,13,20,0,0,0,7,13,20
Finland,FIN18,PICABI,FIN18_53,1,0.046848516,0.110453047,Pa,Conifer,0,0,62.45,0,0,0,0,0,0,6,0,14,20,0,0,0,6,14,20
Finland,FIN18,PICABI,FIN18_74,1,0.046848516,0.110453047,Pa,Conifer,0,0,62.45,0,0,0,0,0,0,1,0,19,20,0,0,0,1,19,20
Finland,FIN18,PICABI,FIN18_85,1,0.046848516,0.110453047,Pa,Conifer,0,0,62.45,0,0,0,0,0,0,9,0,11,20,0,0,0,9,11,20
Finland,FIN19,PICABI,FIN19_40,2,0.706902319,0.749880514,PaPs,Conifer,129.973603,11.40059661,62.44,0,0,0,0,0,0,3,0,17,20,0,0,0,3,17,20
Finland,FIN19,PICABI,FIN19_46,2,0.706902319,0.749880514,PaPs,Conifer,129.973603,11.40059661,62.44,0,0,0,0,0,0,4,0,16,20,0,0,0,4,16,20
Finland,FIN19,PICABI,FIN19_48,2,0.706902319,0.749880514,PaPs,Conifer,129.973603,11.40059661,62.44,0,0,0,0,0,0,2,0,18,20,0,0,0,2,18,20
Finland,FIN19,PINSYL,FIN19_22,2,0.706902319,0.749880514,PaPs,Conifer,129.973603,11.40059661,62.44,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN19,PINSYL,FIN19_25,2,0.706902319,0.749880514,PaPs,Conifer,129.973603,11.40059661,62.44,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN19,PINSYL,FIN19_44,2,0.706902319,0.749880514,PaPs,Conifer,129.973603,11.40059661,62.44,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN20,BETPEN,FIN20_15,2,0.50128566,0.676858453,BpPa,Broadleaved,650.000004,25.49509765,62.42,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN20,BETPEN,FIN20_18,2,0.50128566,0.676858453,BpPa,Broadleaved,650.000004,25.49509765,62.42,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN20,BETPEN,FIN20_31,2,0.50128566,0.676858453,BpPa,Broadleaved,650.000004,25.49509765,62.42,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN20,PICABI,FIN20_19,2,0.50128566,0.676858453,BpPa,Conifer,650.000004,25.49509765,62.42,0,0,0,0,0,0,4,0,16,20,0,0,0,4,16,20
Finland,FIN20,PICABI,FIN20_27,2,0.50128566,0.676858453,BpPa,Conifer,650.000004,25.49509765,62.42,0,0,0,0,0,0,4,0,16,20,0,0,0,4,16,20
Finland,FIN20,PICABI,FIN20_3,2,0.50128566,0.676858453,BpPa,Conifer,650.000004,25.49509765,62.42,0,0,0,0,0,0,10,0,10,20,0,0,0,10,10,20
Finland,FIN21,PINSYL,FIN21_12,1,0.044299733,0.098039113,Ps,Conifer,129.973603,11.40059661,62.41,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN21,PINSYL,FIN21_19,1,0.044299733,0.098039113,Ps,Conifer,129.973603,11.40059661,62.41,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN21,PINSYL,FIN21_2,1,0.044299733,0.098039113,Ps,Conifer,129.973603,11.40059661,62.41,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN21,PINSYL,FIN21_21,1,0.044299733,0.098039113,Ps,Conifer,129.973603,11.40059661,62.41,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN21,PINSYL,FIN21_27,1,0.044299733,0.098039113,Ps,Conifer,129.973603,11.40059661,62.41,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN21,PINSYL,FIN21_36,1,0.044299733,0.098039113,Ps,Conifer,129.973603,11.40059661,62.41,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN22,PICABI,FIN22_27,2,0.688509948,0.690068279,PaPs,Conifer,129.973603,11.40059661,62.37,0,0,0,0,0,0,10,0,10,20,0,0,0,10,10,20
Finland,FIN22,PICABI,FIN22_29,2,0.688509948,0.690068279,PaPs,Conifer,129.973603,11.40059661,62.37,0,0,0,0,0,0,6,0,14,20,0,0,0,6,14,20
Finland,FIN22,PICABI,FIN22_99,2,0.688509948,0.690068279,PaPs,Conifer,129.973603,11.40059661,62.37,0,0,0,0,0,0,10,0,10,20,0,0,0,10,10,20
Finland,FIN22,PINSYL,FIN22_101,2,0.688509948,0.690068279,PaPs,Conifer,129.973603,11.40059661,62.37,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN22,PINSYL,FIN22_57,2,0.688509948,0.690068279,PaPs,Conifer,129.973603,11.40059661,62.37,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN22,PINSYL,FIN22_8,2,0.688509948,0.690068279,PaPs,Conifer,129.973603,11.40059661,62.37,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Finland,FIN23,PICABI,FIN23_28,1,0.169585626,0.244930027,Pa,Conifer,129.973603,11.40059661,62.36,0,0,0,0,0,0,9,0,11,20,0,0,0,9,11,20
Finland,FIN23,PICABI,FIN23_30,1,0.169585626,0.244930027,Pa,Conifer,129.973603,11.40059661,62.36,0,0,0,0,0,0,8,0,12,20,0,0,0,8,12,20
Finland,FIN23,PICABI,FIN23_51,1,0.169585626,0.244930027,Pa,Conifer,129.973603,11.40059661,62.36,0,0,0,0,0,0,10,0,10,20,0,0,0,10,10,20
Finland,FIN23,PICABI,FIN23_54,1,0.169585626,0.244930027,Pa,Conifer,129.973603,11.40059661,62.36,0,0,0,0,0,0,10,0,10,20,0,0,0,10,10,20
Finland,FIN23,PICABI,FIN23_6,1,0.169585626,0.244930027,Pa,Conifer,129.973603,11.40059661,62.36,0,0,0,0,0,0,7,0,13,20,0,0,0,7,13,20
Finland,FIN23,PICABI,FIN23_7,1,0.169585626,0.244930027,Pa,Conifer,129.973603,11.40059661,62.36,0,0,0,0,0,0,8,0,12,20,0,0,0,8,12,20
Finland,FIN24,BETPEN,FIN24_124,2,0.783055589,0.71377655,BpPa,Broadleaved,650.000004,25.49509765,62.44,0,0,0,49,1,50,0,0,0,0,0,50,50,49,1,50
Finland,FIN24,BETPEN,FIN24_139,2,0.783055589,0.71377655,BpPa,Broadleaved,650.000004,25.49509765,62.44,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN24,BETPEN,FIN24_65,2,0.783055589,0.71377655,BpPa,Broadleaved,650.000004,25.49509765,62.44,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN24,PICABI,FIN24_108,2,0.783055589,0.71377655,BpPa,Conifer,575.7105181,23.4815975,62.44,0,0,0,0,0,0,10,0,10,20,0,0,0,10,10,20
Finland,FIN24,PICABI,FIN24_123,2,0.783055589,0.71377655,BpPa,Conifer,575.7105181,23.4815975,62.44,0,0,0,0,0,0,8,0,12,20,0,0,0,8,12,20
Finland,FIN24,PICABI,FIN24_67,2,0.783055589,0.71377655,BpPa,Conifer,575.7105181,23.4815975,62.44,0,0,0,0,0,0,4,0,16,20,0,0,0,4,16,20
Finland,FIN25,BETPEN,FIN25_43,3,0.983276608,1.067432814,BpPaPs,Broadleaved,650.0000043,25.49509765,62.33,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN25,BETPEN,FIN25_91,3,0.983276608,1.067432814,BpPaPs,Broadleaved,650.0000043,25.49509765,62.33,0,0,0,50,0,50,0,0,0,0,0,50,50,50,0,50
Finland,FIN25,BETPEN,FIN25_NN1,3,0.983276608,1.067432814,BpPaPs,Broadleaved,650.0000043,25.49509765,62.33,0,0,0,49,1,50,0,0,0,0,0,50,50,49,1,50
