Country,ID_Plot,Species,tree.id,P_Species_richness,P_Sha_st_focsp,P_Sha_ind_focsp,P_Compo,FxnGr,MPD,sq.MPD,Latitude,mildew,m.healthy,m.total,spots,s.healthy,s.total,rust.current,cast.current,healthy.current,ndl.tot.current,OtherFungi,OtherFungi.healthy,OtherFungi.total,damage.foliage,healthy.foliage,total.foliage
Germany,GER24,FRAEXC,GER24_2,3,1.044120714,0.709115258,FsFeAp,Broadleaved,567.334288,23.81878015,51.1,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER24,FRAEXC,GER24_21,3,1.044120714,0.709115258,FsFeAp,Broadleaved,567.334288,23.81878015,51.1,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER24,FRAEXC,GER24_3,3,1.044120714,0.709115258,FsFeAp,Broadleaved,567.334288,23.81878015,51.1,0,0,0,1,49,50,0,0,0,0,0,50,50,1,49,50
Germany,GER24,FRAEXC,GER24_NN1,3,1.044120714,0.709115258,FsFeAp,Broadleaved,567.334288,23.81878015,51.1,0,0,0,1,49,50,0,0,0,0,0,50,50,1,49,50
Germany,GER25,ACEPSE,GER25_2,3,1.051901927,0.665117764,FsQ.Ap,Broadleaved,484.668578,22.01518971,51.09,0,0,0,12,38,50,0,0,0,0,0,50,50,12,38,50
Germany,GER25,ACEPSE,GER25_3,3,1.051901927,0.665117764,FsQ.Ap,Broadleaved,484.668578,22.01518971,51.09,0,0,0,2,48,50,0,0,0,0,0,50,50,2,48,50
Germany,GER25,FAGSYL,GER25_16,3,1.051901927,0.665117764,FsQ.Ap,Broadleaved,204.4458105,12.81594294,51.09,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER25,FAGSYL,GER25_18,3,1.051901927,0.665117764,FsQ.Ap,Broadleaved,204.4458105,12.81594294,51.09,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER25,FAGSYL,GER25_6,3,1.051901927,0.665117764,FsQ.Ap,Broadleaved,204.4458105,12.81594294,51.09,0,0,0,2,48,50,0,0,0,0,0,50,50,2,48,50
Germany,GER25,QUEPET,GER25_31,3,1.051901927,0.665117764,FsQ.Ap,Broadleaved,206.7407384,12.8912816,51.09,50,0,50,0,50,50,0,0,0,0,0,0,0,50,0,50
Germany,GER25,QUEPET,GER25_7,3,1.051901927,0.665117764,FsQ.Ap,Broadleaved,206.7407384,12.8912816,51.09,4,46,50,0,50,50,0,0,0,0,0,0,0,4,46,50
Germany,GER25,QUEPET,GER25_8,3,1.051901927,0.665117764,FsQ.Ap,Broadleaved,206.7407384,12.8912816,51.09,2,48,50,0,50,50,0,0,0,0,0,0,0,2,48,50
Germany,GER26,ACEPSE,GER26_33,3,1.110197882,1.054720917,FsFeAp,Broadleaved,523.41813,22.84869089,51.07,0,0,0,2,48,50,0,0,0,0,0,50,50,2,48,50
Germany,GER26,ACEPSE,GER26_43,3,1.110197882,1.054720917,FsFeAp,Broadleaved,523.41813,22.84869089,51.07,0,0,0,4,46,50,0,0,0,0,0,50,50,4,46,50
Germany,GER26,ACEPSE,GER26_9,3,1.110197882,1.054720917,FsFeAp,Broadleaved,523.41813,22.84869089,51.07,0,0,0,1,49,50,0,0,0,0,0,50,50,1,49,50
Germany,GER26,FAGSYL,GER26_2,3,1.110197882,1.054720917,FsFeAp,Broadleaved,512.8500704,22.62137239,51.07,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER26,FAGSYL,GER26_48,3,1.110197882,1.054720917,FsFeAp,Broadleaved,512.8500704,22.62137239,51.07,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER26,FAGSYL,GER26_NN1,3,1.110197882,1.054720917,FsFeAp,Broadleaved,512.8500704,22.62137239,51.07,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER26,FRAEXC,GER26_10,3,1.110197882,1.054720917,FsFeAp,Broadleaved,571.843327,23.91021565,51.07,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER26,FRAEXC,GER26_42,3,1.110197882,1.054720917,FsFeAp,Broadleaved,571.843327,23.91021565,51.07,0,0,0,1,49,50,0,0,0,0,0,50,50,1,49,50
Germany,GER27,ACEPSE,GER27_2,4,1.218252021,1.327599481,FsFeQ.Ap,Broadleaved,532.5771145,23.06045235,51.07,0,0,0,22,28,50,0,0,0,0,0,50,50,22,28,50
Germany,GER27,ACEPSE,GER27_18,4,1.218252021,1.327599481,FsFeQ.Ap,Broadleaved,532.5771145,23.06045235,51.07,0,0,0,1,49,50,0,0,0,0,0,50,50,1,49,50
Germany,GER27,ACEPSE,GER27_NN2,4,1.218252021,1.327599481,FsFeQ.Ap,Broadleaved,532.5771145,23.06045235,51.07,0,0,0,17,33,50,0,0,0,0,0,50,50,17,33,50
Germany,GER27,FAGSYL,GER27_3,4,1.218252021,1.327599481,FsFeQ.Ap,Broadleaved,431.5263279,19.71800452,51.07,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER27,FAGSYL,GER27_NN1,4,1.218252021,1.327599481,FsFeQ.Ap,Broadleaved,431.5263279,19.71800452,51.07,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER27,FAGSYL,GER27_19,4,1.218252021,1.327599481,FsFeQ.Ap,Broadleaved,431.5263279,19.71800452,51.07,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER27,FRAEXC,GER27_16,4,1.218252021,1.327599481,FsFeQ.Ap,Broadleaved,567.334288,23.81878015,51.07,0,0,0,1,49,50,0,0,0,0,0,50,50,1,49,50
Germany,GER27,FRAEXC,GER27_23,4,1.218252021,1.327599481,FsFeQ.Ap,Broadleaved,567.334288,23.81878015,51.07,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER27,FRAEXC,GER27_20,4,1.218252021,1.327599481,FsFeQ.Ap,Broadleaved,567.334288,23.81878015,51.07,0,0,0,2,48,50,0,0,0,0,0,50,50,2,48,50
Germany,GER27,QUEPET,GER27_10,4,1.218252021,1.327599481,FsFeQ.Ap,Broadleaved,454.3229311,20.43140349,51.07,0,50,50,33,17,50,0,0,0,0,0,0,0,33,17,50
Germany,GER27,QUEPET,GER27_27,4,1.218252021,1.327599481,FsFeQ.Ap,Broadleaved,454.3229311,20.43140349,51.07,38,12,50,0,50,50,0,0,0,0,0,0,0,38,12,50
Germany,GER27,QUEPET,GER27_NN3,4,1.218252021,1.327599481,FsFeQ.Ap,Broadleaved,454.3229311,20.43140349,51.07,35,15,50,0,50,50,0,0,0,0,0,0,0,35,15,50
Germany,GER28,ACEPSE,GER28_10,2,0.692548811,0.692461153,FeAp,Broadleaved,567.334288,23.81878015,51.09,0,0,0,3,47,50,0,0,0,0,1,49,50,4,46,50
Germany,GER28,ACEPSE,GER28_2,2,0.692548811,0.692461153,FeAp,Broadleaved,567.334288,23.81878015,51.09,0,0,0,9,41,50,0,0,0,0,0,50,50,9,41,50
Germany,GER28,ACEPSE,GER28_25,2,0.692548811,0.692461153,FeAp,Broadleaved,567.334288,23.81878015,51.09,0,0,0,1,49,50,0,0,0,0,0,50,50,1,49,50
Germany,GER28,FRAEXC,GER28_18,2,0.692548811,0.692461153,FeAp,Broadleaved,567.334288,23.81878015,51.09,0,0,0,3,47,50,0,0,0,0,0,50,50,3,47,50
Germany,GER28,FRAEXC,GER28_21,2,0.692548811,0.692461153,FeAp,Broadleaved,567.334288,23.81878015,51.09,0,0,0,11,39,50,0,0,0,0,0,50,50,11,39,50
Germany,GER28,FRAEXC,GER28_27,2,0.692548811,0.692461153,FeAp,Broadleaved,567.334288,23.81878015,51.09,0,0,0,4,46,50,0,0,0,0,0,50,50,4,46,50
Germany,GER29,FAGSYL,GER29_37,3,1.148316141,1.103066051,FsFeQ.,Broadleaved,398.2453252,18.56948447,51.08,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER29,FAGSYL,GER29_18,3,1.148316141,1.103066051,FsFeQ.,Broadleaved,398.2453252,18.56948447,51.08,0,0,0,2,48,50,0,0,0,0,0,50,50,2,48,50
Germany,GER29,FAGSYL,GER29_22,3,1.148316141,1.103066051,FsFeQ.,Broadleaved,398.2453252,18.56948447,51.08,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER29,FRAEXC,GER29_10,3,1.148316141,1.103066051,FsFeQ.,Broadleaved,570.5550301,23.88409122,51.08,0,0,0,2,48,50,0,0,0,0,0,50,50,2,48,50
Germany,GER29,FRAEXC,GER29_29,3,1.148316141,1.103066051,FsFeQ.,Broadleaved,570.5550301,23.88409122,51.08,0,0,0,6,44,50,0,0,0,0,0,50,50,6,44,50
Germany,GER29,FRAEXC,GER29_40,3,1.148316141,1.103066051,FsFeQ.,Broadleaved,570.5550301,23.88409122,51.08,0,0,0,4,46,50,0,0,0,0,0,50,50,4,46,50
Germany,GER29,QUEPET,GER29_13,3,1.148316141,1.103066051,FsFeQ.,Broadleaved,240.5615782,13.68653702,51.08,7,43,50,0,50,50,0,0,0,0,0,0,0,7,43,50
Germany,GER29,QUEPET,GER29_4,3,1.148316141,1.103066051,FsFeQ.,Broadleaved,240.5615782,13.68653702,51.08,27,23,50,0,50,50,0,0,0,0,0,0,0,27,23,50
Germany,GER29,QUEPET,GER29_11,3,1.148316141,1.103066051,FsFeQ.,Broadleaved,240.5615782,13.68653702,51.08,49,1,50,0,50,50,0,0,0,0,0,0,0,49,1,50
Germany,GER30,FAGSYL,GER30_29,3,0.83558554,0.806003732,FsFeQ.,Broadleaved,184.7101199,11.96001031,51.1,0,0,0,2,48,50,0,0,0,0,0,50,50,2,48,50
Germany,GER30,FAGSYL,GER30_3,3,0.83558554,0.806003732,FsFeQ.,Broadleaved,184.7101199,11.96001031,51.1,0,0,0,1,49,50,0,0,0,0,0,50,50,1,49,50
Germany,GER30,FAGSYL,GER30_32,3,0.83558554,0.806003732,FsFeQ.,Broadleaved,184.7101199,11.96001031,51.1,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER30,FRAEXC,GER30_17,3,0.83558554,0.806003732,FsFeQ.,Broadleaved,567.334288,23.81878015,51.1,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER30,FRAEXC,GER30_18,3,0.83558554,0.806003732,FsFeQ.,Broadleaved,567.334288,23.81878015,51.1,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER30,FRAEXC,GER30_25,3,0.83558554,0.806003732,FsFeQ.,Broadleaved,567.334288,23.81878015,51.1,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER30,QUEROB,GER30_2,3,0.83558554,0.806003732,FsFeQ.,Broadleaved,125.6955348,10.13095601,51.1,11,39,50,0,50,50,0,0,0,0,0,0,0,11,39,50
Germany,GER31,ACEPSE,GER31_100,4,1.054213462,0.663179453,FsFeQ.Ap,Broadleaved,503.9572437,22.43602748,51.08,0,0,0,10,40,50,0,0,0,0,0,50,50,10,40,50
Germany,GER31,ACEPSE,GER31_7,4,1.054213462,0.663179453,FsFeQ.Ap,Broadleaved,503.9572437,22.43602748,51.08,0,0,0,10,40,50,0,0,0,0,0,50,50,10,40,50
Germany,GER31,FAGSYL,GER31_2,4,1.054213462,0.663179453,FsFeQ.Ap,Broadleaved,432.4586483,19.79822651,51.08,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER31,FAGSYL,GER31_20,4,1.054213462,0.663179453,FsFeQ.Ap,Broadleaved,432.4586483,19.79822651,51.08,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER31,FAGSYL,GER31_5,4,1.054213462,0.663179453,FsFeQ.Ap,Broadleaved,432.4586483,19.79822651,51.08,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER31,FRAEXC,GER31_1,4,1.054213462,0.663179453,FsFeQ.Ap,Broadleaved,567.334288,23.81878015,51.08,0,0,0,2,48,50,0,0,0,0,0,50,50,2,48,50
Germany,GER31,FRAEXC,GER31_12,4,1.054213462,0.663179453,FsFeQ.Ap,Broadleaved,567.334288,23.81878015,51.08,0,0,0,2,48,50,0,0,0,0,0,50,50,2,48,50
Germany,GER31,QUEPET,GER31_8,4,1.054213462,0.663179453,FsFeQ.Ap,Broadleaved,225.525488,13.29319039,51.08,48,2,50,0,50,50,0,0,0,0,0,0,0,48,2,50
Germany,GER32,ACEPSE,GER32_1,3,1.073077323,0.784485749,FsFeAp,Broadleaved,520.2462253,22.79141851,51.08,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER32,ACEPSE,GER32_8,3,1.073077323,0.784485749,FsFeAp,Broadleaved,520.2462253,22.79141851,51.08,0,0,0,3,47,50,0,0,0,0,0,50,50,3,47,50
Germany,GER32,ACEPSE,GER32_9,3,1.073077323,0.784485749,FsFeAp,Broadleaved,520.2462253,22.79141851,51.08,0,0,0,10,40,50,0,0,0,0,0,50,50,10,40,50
Germany,GER32,FAGSYL,GER32_10,3,1.073077323,0.784485749,FsFeAp,Broadleaved,476.7956492,21.26552246,51.08,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER32,FAGSYL,GER32_17,3,1.073077323,0.784485749,FsFeAp,Broadleaved,476.7956492,21.26552246,51.08,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER32,FAGSYL,GER32_45,3,1.073077323,0.784485749,FsFeAp,Broadleaved,476.7956492,21.26552246,51.08,0,0,0,1,49,50,0,0,0,0,0,50,50,1,49,50
Germany,GER32,FRAEXC,GER32_4,3,1.073077323,0.784485749,FsFeAp,Broadleaved,567.334288,23.81878015,51.08,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER32,FRAEXC,GER32_2,3,1.073077323,0.784485749,FsFeAp,Broadleaved,567.334288,23.81878015,51.08,0,0,0,0,25,25,0,0,0,0,0,25,25,0,25,25
Germany,GER32,FRAEXC,GER32_3,3,1.073077323,0.784485749,FsFeAp,Broadleaved,567.334288,23.81878015,51.08,0,0,0,4,46,50,0,0,0,0,0,50,50,4,46,50
Germany,GER33,ACEPSE,GER33_4,4,1.340406686,1.305647505,FsFePaAp,Broadleaved,548.0833702,23.37435743,51.09,0,0,0,12,48,60,0,0,0,0,0,60,60,12,48,60
Germany,GER33,ACEPSE,GER33_6,4,1.340406686,1.305647505,FsFePaAp,Broadleaved,548.0833702,23.37435743,51.09,0,0,0,15,40,55,0,0,0,0,0,55,55,15,40,55
Germany,GER33,ACEPSE,GER33_23,4,1.340406686,1.305647505,FsFePaAp,Broadleaved,548.0833702,23.37435743,51.09,0,0,0,22,38,60,0,0,0,0,0,60,60,22,38,60
Germany,GER33,FAGSYL,GER33_11,4,1.340406686,1.305647505,FsFePaAp,Broadleaved,561.8232418,23.66884376,51.09,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER33,FAGSYL,GER33_24,4,1.340406686,1.305647505,FsFePaAp,Broadleaved,561.8232418,23.66884376,51.09,0,0,0,7,43,50,0,0,0,0,0,50,50,7,43,50
Germany,GER33,FAGSYL,GER33_27,4,1.340406686,1.305647505,FsFePaAp,Broadleaved,561.8232418,23.66884376,51.09,0,0,0,5,45,50,0,0,0,0,0,50,50,5,45,50
Germany,GER33,FRAEXC,GER33_1,4,1.340406686,1.305647505,FsFePaAp,Broadleaved,585.7044469,24.19129515,51.09,0,0,0,11,44,55,0,0,0,0,0,55,55,11,44,55
Germany,GER33,FRAEXC,GER33_31,4,1.340406686,1.305647505,FsFePaAp,Broadleaved,585.7044469,24.19129515,51.09,0,0,0,3,47,50,0,0,0,0,0,50,50,3,47,50
Germany,GER33,FRAEXC,GER33_39,4,1.340406686,1.305647505,FsFePaAp,Broadleaved,585.7044469,24.19129515,51.09,0,0,0,3,47,50,0,0,0,0,0,50,50,3,47,50
Germany,GER33,PICABI,GER33_17,4,1.340406686,1.305647505,FsFePaAp,Conifer,650.000003,25.49509763,51.09,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Germany,GER33,PICABI,GER33_8,4,1.340406686,1.305647505,FsFePaAp,Conifer,650.000003,25.49509763,51.09,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Germany,GER33,PICABI,GER33_45,4,1.340406686,1.305647505,FsFePaAp,Conifer,650.000003,25.49509763,51.09,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Germany,GER34,FAGSYL,GER34_34,3,0.867197714,0.741994929,FsFePa,Broadleaved,574.062893,23.94782501,51.07,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER34,FAGSYL,GER34_54,3,0.867197714,0.741994929,FsFePa,Broadleaved,574.062893,23.94782501,51.07,0,0,0,1,49,50,0,0,0,0,0,50,50,1,49,50
Germany,GER34,FAGSYL,GER34_50,3,0.867197714,0.741994929,FsFePa,Broadleaved,574.062893,23.94782501,51.07,0,0,0,2,48,50,0,0,0,0,0,50,50,2,48,50
Germany,GER34,FRAEXC,GER34_3,3,0.867197714,0.741994929,FsFePa,Broadleaved,605.4876949,24.59246514,51.07,0,0,0,3,47,50,0,0,0,0,0,50,50,3,47,50
Germany,GER34,FRAEXC,GER34_33,3,0.867197714,0.741994929,FsFePa,Broadleaved,605.4876949,24.59246514,51.07,0,0,0,20,30,50,0,0,0,0,0,50,50,20,30,50
Germany,GER34,FRAEXC,GER34_6,3,0.867197714,0.741994929,FsFePa,Broadleaved,605.4876949,24.59246514,51.07,0,0,0,4,46,50,0,0,0,0,0,50,50,4,46,50
Germany,GER34,PICABI,GER34_55,3,0.867197714,0.741994929,FsFePa,Conifer,650.000003,25.49509763,51.07,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Germany,GER34,PICABI,GER34_57,3,0.867197714,0.741994929,FsFePa,Conifer,650.000003,25.49509763,51.07,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Germany,GER35,ACEPSE,GER35_1,4,1.120271156,1.292571837,FsQ.PaAp,Broadleaved,499.2032088,22.32111568,51.09,0,0,0,2,48,50,0,0,0,0,0,50,50,2,48,50
Germany,GER35,ACEPSE,GER35_NN1,4,1.120271156,1.292571837,FsQ.PaAp,Broadleaved,499.2032088,22.32111568,51.09,0,0,0,5,45,50,0,0,0,0,0,50,50,5,45,50
Germany,GER35,FAGSYL,GER35_11,4,1.120271156,1.292571837,FsQ.PaAp,Broadleaved,198.8413541,12.36787019,51.09,0,0,0,6,44,50,0,0,0,0,0,50,50,6,44,50
Germany,GER35,FAGSYL,GER35_19,4,1.120271156,1.292571837,FsQ.PaAp,Broadleaved,198.8413541,12.36787019,51.09,0,0,0,2,48,50,0,0,0,0,0,50,50,2,48,50
Germany,GER35,FAGSYL,GER35_4,4,1.120271156,1.292571837,FsQ.PaAp,Broadleaved,198.8413541,12.36787019,51.09,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER35,PICABI,GER35_6,4,1.120271156,1.292571837,FsQ.PaAp,Conifer,650.000003,25.49509763,51.09,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Germany,GER35,PICABI,GER35_7,4,1.120271156,1.292571837,FsQ.PaAp,Conifer,650.000003,25.49509763,51.09,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Germany,GER35,PICABI,GER35_2,4,1.120271156,1.292571837,FsQ.PaAp,Conifer,650.000003,25.49509763,51.09,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Germany,GER35,QUEPET,GER35_16,4,1.120271156,1.292571837,FsQ.PaAp,Broadleaved,210.6470354,12.73097847,51.09,22,28,50,2,48,50,0,0,0,0,0,0,0,23,27,50
Germany,GER35,QUEPET,GER35_8,4,1.120271156,1.292571837,FsQ.PaAp,Broadleaved,210.6470354,12.73097847,51.09,0,50,50,0,50,50,0,0,0,0,0,0,0,0,50,50
Germany,GER35,QUEPET,GER35_12,4,1.120271156,1.292571837,FsQ.PaAp,Broadleaved,210.6470354,12.73097847,51.09,42,8,50,0,50,50,0,0,0,0,0,0,0,42,8,50
Germany,GER36,FRAEXC,GER36_17,2,0.793805925,0.687435751,FePa,Broadleaved,639.9799163,25.29190763,51.09,0,0,0,6,44,50,0,0,0,0,0,50,50,6,44,50
Germany,GER36,FRAEXC,GER36_4,2,0.793805925,0.687435751,FePa,Broadleaved,639.9799163,25.29190763,51.09,0,0,0,9,41,50,0,0,0,0,0,50,50,9,41,50
Germany,GER36,FRAEXC,GER36_9,2,0.793805925,0.687435751,FePa,Broadleaved,639.9799163,25.29190763,51.09,0,0,0,6,44,50,0,0,0,0,0,50,50,6,44,50
Germany,GER36,PICABI,GER36_3,2,0.793805925,0.687435751,FePa,Conifer,650.000003,25.49509763,51.09,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Germany,GER36,PICABI,GER36_NN1,2,0.793805925,0.687435751,FePa,Conifer,650.000003,25.49509763,51.09,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,20
Germany,GER37,ACEPSE,GER37_10,4,1.481277446,1.458539546,FsFeQ.Ap,Broadleaved,520.2462256,22.78497431,51.08,0,0,0,34,16,50,0,0,0,0,0,50,50,34,16,50
Germany,GER37,ACEPSE,GER37_4,4,1.481277446,1.458539546,FsFeQ.Ap,Broadleaved,520.2462256,22.78497431,51.08,0,0,0,15,35,50,0,0,0,0,0,50,50,15,35,50
Germany,GER37,ACEPSE,GER37_2,4,1.481277446,1.458539546,FsFeQ.Ap,Broadleaved,520.2462256,22.78497431,51.08,0,0,0,30,20,50,0,0,0,0,0,50,50,30,20,50
Germany,GER37,FAGSYL,GER37_16,4,1.481277446,1.458539546,FsFeQ.Ap,Broadleaved,416.5909263,19.31773356,51.08,0,0,0,15,35,50,0,0,0,0,0,50,50,15,35,50
Germany,GER37,FAGSYL,GER37_21,4,1.481277446,1.458539546,FsFeQ.Ap,Broadleaved,416.5909263,19.31773356,51.08,0,0,0,2,48,50,0,0,0,0,0,50,50,2,48,50
Germany,GER37,FAGSYL,GER37_24,4,1.481277446,1.458539546,FsFeQ.Ap,Broadleaved,416.5909263,19.31773356,51.08,0,0,0,11,39,50,0,0,0,0,0,50,50,11,39,50
Germany,GER37,FRAEXC,GER37_11,4,1.481277446,1.458539546,FsFeQ.Ap,Broadleaved,571.8639162,23.91063317,51.08,0,0,0,9,41,50,0,0,0,0,0,50,50,9,41,50
Germany,GER37,FRAEXC,GER37_19,4,1.481277446,1.458539546,FsFeQ.Ap,Broadleaved,571.8639162,23.91063317,51.08,0,0,0,4,46,50,0,0,0,0,0,50,50,4,46,50
Germany,GER37,FRAEXC,GER37_5,4,1.481277446,1.458539546,FsFeQ.Ap,Broadleaved,571.8639162,23.91063317,51.08,0,0,0,12,38,50,0,0,0,0,1,50,50,12,38,50
Germany,GER37,QUEPET,GER37_1,4,1.481277446,1.458539546,FsFeQ.Ap,Broadleaved,361.1802832,17.5729357,51.08,50,0,50,8,42,50,0,0,0,0,0,0,0,50,0,50
Germany,GER37,QUEPET,GER37_12,4,1.481277446,1.458539546,FsFeQ.Ap,Broadleaved,361.1802832,17.5729357,51.08,50,0,50,0,50,50,0,0,0,0,0,0,0,50,0,50
Germany,GER37,QUEPET,GER37_15,4,1.481277446,1.458539546,FsFeQ.Ap,Broadleaved,361.1802832,17.5729357,51.08,25,25,50,0,50,50,0,0,0,0,0,0,0,25,25,50
Germany,GER38,ACEPSE,GER38_2,3,1.121678339,1.115617846,FsFeAp,Broadleaved,510.9270977,22.58659758,51.07,0,0,0,28,22,50,0,0,0,0,0,50,50,28,22,50
Germany,GER38,ACEPSE,GER38_8,3,1.121678339,1.115617846,FsFeAp,Broadleaved,510.9270977,22.58659758,51.07,0,0,0,28,22,50,0,0,0,0,0,50,50,28,22,50
Germany,GER38,ACEPSE,GER38_21,3,1.121678339,1.115617846,FsFeAp,Broadleaved,510.9270977,22.58659758,51.07,0,0,0,48,2,50,0,0,0,0,0,50,50,48,2,50
Germany,GER38,FAGSYL,GER38_11,3,1.121678339,1.115617846,FsFeAp,Broadleaved,497.8199382,21.88551046,51.07,0,0,0,1,49,50,0,0,0,0,0,50,50,1,49,50
Germany,GER38,FAGSYL,GER38_7,3,1.121678339,1.115617846,FsFeAp,Broadleaved,497.8199382,21.88551046,51.07,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Germany,GER38,FAGSYL,GER38_20,3,1.121678339,1.115617846,FsFeAp,Broadleaved,497.8199382,21.88551046,51.07,0,0,0,3,47,50,0,0,0,0,0,50,50,3,47,50
Germany,GER38,FRAEXC,GER38_16,3,1.121678339,1.115617846,FsFeAp,Broadleaved,568.4513923,23.84143309,51.07,0,0,0,4,46,50,0,0,0,0,0,50,50,4,46,50
Germany,GER38,FRAEXC,GER38_9,3,1.121678339,1.115617846,FsFeAp,Broadleaved,568.4513923,23.84143309,51.07,0,0,0,5,45,50,0,0,0,0,0,50,50,5,45,50
Germany,GER38,FRAEXC,GER38_22,3,1.121678339,1.115617846,FsFeAp,Broadleaved,568.4513923,23.84143309,51.07,0,0,0,0,50,50,0,0,0,0,0,50,50,0,50,50
Italy,ITA01,QUECER,ITA01_10,2,0.722235813,0.840223971,QcQp,Broadleaved,37.60992766,6.077968768,43.35,0,0,0,1,49,50,0,0,0,0,0,50,50,1,49,50
Italy,ITA01,QUECER,ITA01_31,2,0.722235813,0.840223971,QcQp,Broadleaved,37.60992766,6.077968768,43.35,0,0,0,7,43,50,0,0,0,0,0,50,50,7,43,50
Italy,ITA01,QUECER,ITA01_6,2,0.722235813,0.840223971,QcQp,Broadleaved,37.60992766,6.077968768,43.35,0,0,0,3,47,50,0,0,0,0,0,50,50,3,47,50
Italy,ITA01,QUEPET,ITA01_1,2,0.722235813,0.840223971,QcQp,Broadleaved,38.62839073,6.133373198,43.35,0,50,50,0,50,50,0,0,0,0,0,0,0,0,50,50
Italy,ITA01,QUEPET,ITA01_2,2,0.722235813,0.840223971,QcQp,Broadleaved,38.62839073,6.133373198,43.35,2,48,50,0,50,50,0,0,0,0,0,0,0,2,48,50
Italy,ITA01,QUEPET,ITA01_26,2,0.722235813,0.840223971,QcQp,Broadleaved,38.62839073,6.133373198,43.35,0,50,50,0,50,50,0,0,0,0,0,0,0,0,50,50
Italy,ITA02,OSTCAR,ITA02_1,4,1.37289552,1.34563806,OcQcQiQp,Broadleaved,154.005707,12.40990359,43.35,0,0,0,23,37,60,0,0,0,0,0,60,60,23,37,60
Italy,ITA02,OSTCAR,ITA02_3,4,1.37289552,1.34563806,OcQcQiQp,Broadleaved,154.005707,12.40990359,43.35,0,0,0,47,13,60,0,0,0,0,0,60,60,47,13,60
Italy,ITA02,OSTCAR,ITA02_47,4,1.37289552,1.34563806,OcQcQiQp,Broadleaved,154.005707,12.40990359,43.35,0,0,0,43,17,60,0,0,0,0,0,60,60,43,17,60
Italy,ITA02,QUECER,ITA02_13,4,1.37289552,1.34563806,OcQcQiQp,Broadleaved,65.25392525,7.581803287,43.35,0,0,0,4,56,60,0,0,0,0,0,60,60,4,56,60
Italy,ITA02,QUECER,ITA02_15,4,1.37289552,1.34563806,OcQcQiQp,Broadleaved,65.25392525,7.581803287,43.35,0,0,0,9,51,60,0,0,0,0,0,60,60,9,51,60
Italy,ITA02,QUECER,ITA02_23,4,1.37289552,1.34563806,OcQcQiQp,Broadleaved,65.25392525,7.581803287,43.35,0,0,0,1,59,60,0,0,0,0,0,60,60,1,59,60
Italy,ITA02,QUEILE,ITA02_19,4,1.37289552,1.34563806,OcQcQiQp,Broadleaved,64.07056816,7.517428617,43.35,0,0,0,11,49,60,0,0,0,0,0,60,60,11,49,60
