year	plot	location	block	composition	species.richness	functional.richness	legumes	net.effect	complementarity.effect	selection.effect
3	R5P049	5	2	119	2	2	No	157.7	183.6327853	-25.93278532
3	R5P050	5	2	123	3	3	Yes	329	294.5903499	34.40965011
3	R5P051	5	2	134	8	3	Yes	160.46	-33.20613797	193.666138
3	R5P052	5	2	133	8	3	Yes	181.925	-61.6839809	243.6089809
3	R5P053	5	2	120	2	2	Yes	51.6	86.71338474	-35.11338474
3	R5P055	5	2	129	4	2	No	142.35	190.8844072	-48.53440718
3	R5P056	5	2	127	4	3	Yes	183	-0.551359334	183.5513593
3	R5P057	5	2	135	8	2	No	296.25	64.82321316	231.4267868
3	R5P059	5	2	130	4	2	No	280.15	167.0462563	113.1037437
3	R5P060	5	2	7	1	1	Yes	-0.8	-0.8	6.00E-15
3	R5P061	5	2	118	2	2	No	483.1	539.2138133	-56.11381332
3	R5P062	5	2	121	2	2	Yes	383.4	96.57913414	286.8208659
3	R5P063	5	2	9	1	1	No	108	108	-1.42E-14
3	R5P064	5	2	128	4	3	Yes	381.7	124.4267281	257.2732719
3	R5P065	5	2	116	2	2	Yes	124.3	-192.2133296	316.5133296
3	R5P066	5	2	124	4	1	No	88.45	-9.667993939	98.11799394
3	R5P067	5	2	110	1	1	Yes	-0.6	-0.6	1.14E-14
3	R5P068	5	2	115	2	1	No	347.2	125.8983255	221.3016745
3	R5P069	5	2	124	4	1	No	-46.35	-130.8452277	84.49522768
3	R5P070	5	2	112	1	1	No	-92	-92	1.42E-14
3	R5P071	5	2	108	1	1	No	268.8	268.8	5.68E-14
3	R5P072	5	2	5	1	1	No	87	87	9.95E-14
3	R5P073	5	2	117	2	2	Yes	211.1	112.9215851	98.17841486
3	R5P074	5	2	109	1	1	No	84.2	84.2	1.42E-14
3	R5P075	5	2	126	4	2	Yes	243.4	115.6005765	127.7994235
3	R5P076	5	2	113	1	1	No	-36.4	-36.4	1.42E-14
3	R6P001	6	2	153	4	3	Yes	182.6175	40.14272534	142.4747747
3	R6P002	6	2	140	1	1	Yes	101.09	101.09	-1.42E-14
3	R6P003	6	2	10	1	1	No	-13.495	-13.495	-1.78E-15
3	R6P004	6	2	141	1	1	Yes	0.215	0.215	0
3	R6P005	6	2	137	1	1	No	103.84	103.84	1.42E-14
3	R6P008	6	1	10	1	1	No	13.495	13.495	-3.55E-15
3	R6P009	6	1	159	12	3	Yes	707.8266667	392.2280533	315.5986133
3	R6P010	6	1	159	12	3	Yes	599.4866667	298.7058556	300.780811
3	R6P011	6	1	141	1	1	Yes	-0.215	-0.215	-5.55E-17
3	R6P012	6	1	144	2	1	No	255.245	165.5155783	89.72942175
3	R6P013	6	1	153	4	3	Yes	60.5075	47.55331085	12.95418915
3	R6P014	6	1	143	1	1	No	11.525	11.525	1.78E-15
3	R6P015	6	1	148	2	1	No	312.0725	296.3435188	15.72898117
3	R6P017	6	1	158	8	3	Yes	365.408125	210.8828168	154.5253082
3	R6P018	6	1	156	8	3	Yes	356.5825	273.8831577	82.6993423
3	R6P019	6	2	149	2	1	Yes	-79.1875	-58.23002105	-20.95747895
3	R6P020	6	2	152	4	2	No	13.46375	18.68695935	-5.223209353
3	R6P021	6	2	6	1	1	Yes	41.58	41.58	0
3	R6P023	6	2	159	12	3	Yes	82.44666667	41.67892835	40.76773832
3	R6P024	6	2	158	8	3	Yes	221.178125	92.82444829	128.3536767
3	R6P025	6	2	156	8	3	Yes	113.9825	81.22703547	32.75546453
3	R6P026	6	2	155	4	3	Yes	379.9175	954.1288425	-574.2113425
3	R6P027	6	2	151	4	2	Yes	-108.73375	70.96755472	-179.7013047
3	R6P028	6	2	146	2	2	Yes	29.03	8.782962819	20.24703718
3	R6P029	6	2	145	2	2	Yes	29.2075	28.22031325	0.987186747
3	R6P030	6	2	113	1	1	No	-26.07	-26.07	-3.55E-15
3	R6P031	6	1	151	4	2	Yes	98.40625	60.07713838	38.32911162
3	R6P032	6	1	145	2	2	Yes	418.9175	421.7215776	-2.804077582
3	R6P033	6	1	137	1	1	No	-103.84	-103.84	0
3	R6P034	6	1	147	2	2	No	9.9125	44.51530125	-34.60280125
3	R6P035	6	1	7	1	1	Yes	-0.355	-0.355	-1.67E-16
3	R6P036	6	1	3	1	1	No	12.61	12.61	-1.78E-15
3	R6P037	6	1	155	4	3	Yes	75.0575	456.0342566	-380.9767566
3	R6P038	6	1	152	4	2	No	-19.52625	-11.68163174	-7.844618263
3	R6P040	6	1	142	1	1	No	-4.815	-4.815	8.88E-16
3	R6P041	6	1	139	1	1	No	4.3	4.3	0
3	R6P043	6	2	154	4	3	Yes	247.435	193.8224943	53.61250567
3	R6P044	6	2	148	2	1	No	-75.1475	-75.43305839	0.285558388
3	R6P045	6	2	157	8	3	Yes	-47.160625	-33.00342454	-14.15720046
3	R6P046	6	2	139	1	1	No	-4.3	-4.3	0
3	R6P047	6	2	147	2	2	No	-1.8375	-11.35085015	9.51335015
3	R6P048	6	2	3	1	1	No	-12.61	-12.61	-1.78E-15
3	R6P051	6	2	144	2	1	No	49.895	4.00168408	45.89331592
3	R6P052	6	2	146	2	2	Yes	-4.12	-8.563192525	4.443192525
3	R6P053	6	2	138	1	1	No	-26.845	-26.845	3.55E-15
3	R6P054	6	2	159	12	3	Yes	-10.73333333	233.3498626	-244.083196
3	R6P056	6	1	154	4	3	Yes	786.925	656.4620656	130.4629344
3	R6P057	6	1	140	1	1	Yes	-101.09	-101.09	-1.42E-14
3	R6P058	6	1	149	2	1	Yes	72.6025	1.880091574	70.72240843
3	R6P059	6	1	113	1	1	No	26.07	26.07	-7.11E-15
3	R6P060	6	1	138	1	1	No	26.845	26.845	1.07E-14
3	R6P062	6	1	150	4	2	Yes	414.79	300.527288	114.262712
3	R6P063	6	1	6	1	1	Yes	-41.58	-41.58	0
3	R6P066	6	1	157	8	3	Yes	136.139375	188.4287229	-52.28934792
3	R6P067	6	2	143	1	1	No	-11.525	-11.525	0
3	R6P068	6	2	7	1	1	Yes	0.355	0.355	-7.88E-15
3	R6P069	6	2	142	1	1	No	4.815	4.815	-1.78E-15
3	R6P072	6	2	150	4	2	Yes	122.24	77.28509246	44.95490754
3	S7P001	7	1	108	1	1	No	-22.8	-22.8	2.13E-14
3	S7P002	7	1	167	2	2	Yes	176.575	109.6257015	66.94929853
3	S7P003	7	1	161	1	1	No	24.45	24.45	3.20E-14
3	S7P004	7	1	139	1	1	No	-20.55	-20.55	1.42E-14
3	S7P005	7	1	176	8	3	Yes	430.94375	337.7613785	93.1823715
3	S7P006	7	1	109	1	1	No	8.55	8.55	3.91E-14
3	S7P007	7	1	165	2	2	No	7.675	6.65006642	1.02493358
3	S7P008	7	1	164	2	1	No	-20.275	-17.49235548	-2.782644516
3	S7P009	7	1	172	4	3	Yes	277.4125	265.0925726	12.31992743
3	S7P010	7	1	160	1	1	No	-33.55	-33.55	0
3	S7P011	7	1	169	4	3	Yes	345.5375	236.9942547	108.5432453
3	S7P012	7	1	177	12	3	Yes	418.8166667	357.1054504	61.71121625
3	S7P013	7	1	168	2	2	Yes	-50.95	-8.557120659	-42.39287934
3	S7P014	7	1	1	1	1	No	-16.45	-16.45	7.11E-15
3	S7P015	7	1	171	4	3	Yes	119.275	154.8214085	-35.54640853
3	S7P016	7	1	163	1	1	No	-10.45	-10.45	-1.60E-14
3	S7P017	7	1	141	1	1	Yes	33.55	33.55	2.84E-14
3	S7P018	7	1	111	1	1	No	54.1	54.1	-7.82E-14
3	S7P019	7	1	174	8	3	Yes	429.85625	405.9731808	23.88306924
3	S7P020	7	1	7	1	1	Yes	-25.6	-25.6	1.42E-14
3	S7P021	7	1	162	1	1	No	8.15	8.15	-2.84E-14
3	S7P022	7	1	173	8	3	Yes	433.7375	397.2300067	36.5074933
3	S7P023	7	1	177	12	3	Yes	361.0166667	282.8921474	78.12451925
3	S7P024	7	1	9	1	1	No	30.5	30.5	-6.04E-14
3	S7P025	7	1	170	4	3	Yes	231.05	105.6919237	125.3580763
3	S7P026	7	1	175	8	3	Yes	374.78125	283.01898	91.76226995
3	S7P027	7	1	166	2	2	No	132.575	17.60249209	114.9725079
3	S7P028	7	2	175	8	3	Yes	328.78125	263.4163642	65.36488584
3	S7P029	7	2	162	1	1	No	-8.15	-8.15	1.24E-14
3	S7P030	7	2	168	2	2	Yes	-1.95	40.96180814	-42.91180814
3	S7P031	7	2	171	4	3	Yes	156.775	202.1196937	-45.34469365
3	S7P032	7	2	166	2	2	No	180.575	34.00583894	146.5691611
3	S7P033	7	2	1	1	1	No	16.45	16.45	1.78E-14
3	S7P034	7	2	177	12	3	Yes	573.0166667	530.1319493	42.88471737
3	S7P035	7	2	160	1	1	No	33.55	33.55	0
3	S7P036	7	2	169	4	3	Yes	213.7375	139.1462205	74.59127947
3	S7P037	7	2	172	4	3	Yes	443.4125	351.147967	92.26453305
3	S7P038	7	2	111	1	1	No	-54.1	-54.1	0
3	S7P039	7	2	177	12	3	Yes	421.9166667	361.651344	60.26532268
3	S7P040	7	2	173	8	3	Yes	509.7375	487.6396512	22.09784877
3	S7P041	7	2	109	1	1	No	-8.55	-8.55	1.60E-14
3	S7P042	7	2	170	4	3	Yes	346.25	235.6417988	110.6082012
3	S7P043	7	2	163	1	1	No	10.45	10.45	-3.55E-15
3	S7P044	7	2	176	8	3	Yes	389.54375	265.831649	123.712101
3	S7P045	7	2	7	1	1	Yes	25.6	25.6	3.20E-14
3	S7P046	7	2	164	2	1	No	19.125	24.3407619	-5.215761901
3	S7P047	7	2	108	1	1	No	22.8	22.8	2.49E-14
3	S7P048	7	2	9	1	1	No	-30.5	-30.5	-4.62E-14
3	S7P049	7	2	161	1	1	No	-24.45	-24.45	-1.78E-14
3	S7P050	7	2	165	2	2	No	-20.825	-24.17210015	3.347100153
3	S7P051	7	2	174	8	3	Yes	529.55625	505.9955953	23.56065471
3	S7P052	7	2	167	2	2	Yes	76.275	36.48302834	39.79197166
3	S7P053	7	2	141	1	1	Yes	-33.55	-33.55	1.42E-14
3	S7P054	7	2	139	1	1	No	20.55	20.55	7.11E-14
3	S8P001	8	1	187	4	2	No	285.5098125	342.1486569	-56.63884443
3	S8P003	8	1	4	1	1	No	-7.61725	-7.61725	-1.69E-14
3	S8P005	8	1	113	1	1	No	61.37925	61.37925	-1.42E-14
3	S8P006	8	1	179	1	1	No	27.95225	27.95225	-1.07E-14
3	S8P007	8	1	143	1	1	No	30.49	30.49	3.55E-15
3	S8P008	8	1	189	4	3	Yes	28.69775	163.1206382	-134.4228882
3	S8P009	8	1	141	1	1	Yes	155.98	155.98	0
3	S8P011	8	1	188	4	2	Yes	220.6940625	131.6527953	89.0412672
3	S8P012	8	1	181	2	1	No	527.095625	580.1671642	-53.07153919
3	S8P013	8	1	185	4	1	No	208.5919375	340.4323808	-131.8404433
3	S8P014	8	1	183	2	2	Yes	340.977	155.9049872	185.0720128
3	S8P015	8	1	190	4	3	Yes	271.984625	94.79825729	177.1863677
3	S8P018	8	1	2	1	1	No	56.77	56.77	2.13E-14
3	S8P020	8	1	16	2	2	No	624.350125	638.0940961	-13.74397111
3	S8P022	8	1	5	1	1	No	-0.4725	-0.4725	-8.22E-15
3	S8P023	8	1	182	2	2	Yes	320.102	252.2241386	67.87786138
3	S8P026	8	1	108	1	1	No	-6.219	-6.219	-1.33E-14
3	S8P027	8	1	180	2	1	No	-128.21475	-145.2682589	17.05350889
3	S8P029	8	1	199	11	3	Yes	489.6922773	384.3482383	105.344039
3	S8P031	8	1	192	8	2	No	337.0669063	306.7402023	30.32670394
3	S8P032	8	1	178	1	1	No	7.96475	7.96475	2.66E-15
3	S8P033	8	1	194	8	3	Yes	681.5032813	744.5056352	-63.00235397
3	S8P034	8	1	184	2	2	No	189.958625	70.42223513	119.5363899
3	S8P036	8	1	7	1	1	Yes	-106.659	-106.659	1.42E-14
3	S8P038	8	1	9	1	1	No	-55.028	-55.028	-1.42E-14
3	S8P040	8	1	195	8	3	Yes	525.9730625	338.8695344	187.1035281
3	S8P044	8	2	7	1	1	Yes	106.659	106.659	1.42E-14
3	S8P045	8	2	5	1	1	No	0.4725	0.4725	-3.09E-14
3	S8P046	8	2	187	4	2	No	-180.0886875	-68.75865103	-111.3300365
3	S8P047	8	2	194	8	3	Yes	232.7767813	200.8156986	31.9610826
3	S8P048	8	2	184	2	2	No	-62.758375	-26.66816554	-36.09020946
3	S8P050	8	2	192	8	2	No	312.1869063	457.8308113	-145.643905
3	S8P051	8	2	141	1	1	Yes	-155.98	-155.98	0
3	S8P052	8	2	113	1	1	No	-61.37925	-61.37925	0
3	S8P053	8	2	9	1	1	No	55.028	55.028	1.42E-14
3	S8P056	8	2	178	1	1	No	-7.96475	-7.96475	-8.88E-16
3	S8P059	8	2	143	1	1	No	-30.49	-30.49	-7.11E-15
3	S8P060	8	2	195	8	3	Yes	234.7865625	176.1880458	58.59851671
3	S8P061	8	2	182	2	2	Yes	622.482	427.9984511	194.4835489
3	S8P063	8	2	185	4	1	No	130.4084375	249.9938112	-119.5853737
3	S8P064	8	2	16	2	2	No	57.955125	12.94553669	45.00958831
3	S8P065	8	2	2	1	1	No	-56.77	-56.77	7.11E-15
3	S8P068	8	2	179	1	1	No	-27.95225	-27.95225	-3.55E-15
3	S8P069	8	2	181	2	1	No	-3.298875	20.15559148	-23.45446648
3	S8P070	8	2	183	2	2	Yes	197.247	102.3188863	94.92811372
3	S8P071	8	2	188	4	2	Yes	120.4490625	39.56887755	80.88018495
3	S8P072	8	2	199	11	3	Yes	323.8572123	188.6502777	135.2069346
3	S8P073	8	2	189	4	3	Yes	340.34425	300.8571588	39.48709124
3	S8P074	8	2	108	1	1	No	6.219	6.219	-3.46E-14
3	S8P077	8	2	4	1	1	No	7.61725	7.61725	1.69E-14
3	S8P078	8	2	190	4	3	Yes	193.465625	29.38479873	164.0808263
3	S8P079	8	2	180	2	1	No	-264.46925	-190.3484135	-74.12083646
