#  Litter decomposition data published in Seidelmann et al.,,,,,,
#  Dataset owners: Katrin N. Seidelmann, Michael Scherer-Lorenzen , Pascal A. Niklaus,,,,
#  Contributions of Katherina A. Pietsch to microclimate data,,,,,,
#  Basic plot level data presenting the experimental design of the BEF-China experiment were obtained from the cited ,,,,,,
#  datasets prepared by Helge Bruelheide, Karsten Schmidt, Karin Nadrowski, Gunnar Seidler,,,
#,,,,,,
#  Column description:,,,,,,
#  site: experimental site (A or B),,,,,,
#  plot: experimental plot (A/C32...),,,,,,
#  subplot: subplot (S1, S2 or S3),,,,,
#  litter_sp: litter species (Schima superba (Schi), Pinus massoniana (Pin) or Osmanthus fragrans (Osm)),,,,,
#  subplot_k: decomposition rate constant k per day (0.001546549, ....),,,,,
#  plot_div: number of tree species planted (0,1,2,4,8,16, 24)
#  plot_composition: tree species mixture at the plot level (CaHe|NySi),,,,,,
#  subplot_shape: subplot  microrelief (linear scale ranging from 1 [strongly concave] to 5 [strongly convex]),,,,,,
#  subplot_GRA_NS: subplot north-south gradient,,,,,,
#  subplot_GRA_EW: subplot east-west gradient,,,,,,
#  subplot_div: number of tree species around subplot position (0-4),,,,,,
#  mean_tree_height: mean height of trees around subplot position [m],,,,,,
#  subplot_composition: tree species mixture around subplot position (CaHe/NySi, ...),,,,,
#  soil_moist_mean: mean annual soil moisture [cm3/cm3],,,,,,
#  air_temp_mean: mean annual air temperature [°C],,,,,,
#  air_temp_ampl: mean daily air temperature amplitude [°C],,,,,,
#  air_temp_ampl_ann: mean annual air temperature amplitude [°C],,,,,,
#  air_hum_mean: mean annual air humidity [%];,,,,,,
#  plot_GRA_NS: plot north-south gradient,,,,,,
#  plot_GRA_EW: plot east-west gradient,,,,,,
#  plot_altitude [m],,,,,,
#  plot_potential_solar_radiation [kWh/m²],,,,,,
#,,,,,,
#,,,,,,
site;plot;subplot;litter_sp;subplot_k;plot_div;plot_composition;subplot_shape;subplot_GRA_NS;subplot_GRA_EW;subplot_div;mean_tree_height;subplot_composition;soil_moist_mean;air_temp_mean; air_temp_ampl; air_temp_ampl_ann; air_hum_mean;GRA_NS_plot;GRA_EW_plot;plot_altitude;plot_potential_solar_radiation,,,,,,
A;F27;S2;Osm;4.6941263;4;CaSc|ChAx|QuSe|SaSe;3;-0.401061197;0.415311027;2;3.25;ChAx/CaSc;18.31;17.62190642;9.805027322;23.01739987;81.58694325;-0.248992188;0.468286198;175.25;1361050.95,,,,,,
A;F27;S3;Schi;4.3193808;4;CaSc|ChAx|QuSe|SaSe;3;-1.173648178;-0.20694584;3;4.5;CuLa/;NA;NA;NA;NA;NA;-0.248992188;0.468286198;175.25;1361050.95,,,,,,
A;F27;S3;Pin;3.10389065;4;CaSc|ChAx|QuSe|SaSe;3;-1.173648178;-0.20694584;3;4.5;CuLa/;NA;NA;NA;NA;NA;-0.248992188;0.468286198;175.25;1361050.95,,,,,,
A;F27;S3;Osm;5.83376215;4;CaSc|ChAx|QuSe|SaSe;3;-1.173648178;-0.20694584;3;4.5;CuLa/;NA;NA;NA;NA;NA;-0.248992188;0.468286198;175.25;1361050.95,,,,,,
A;F28;S1;Osm;6.6215161;4;CaEy|CyMy|KoBi|LiGl;3;-0.39788816;0.070158418;2;0.5;CyMy/CaEy;NA;NA;NA;NA;NA;-0.410759634;-0.209292487;169.74;1365969.7,,,,,,
A;F28;S1;Schi;3.1829095;4;CaEy|CyMy|KoBi|LiGl;3;-0.39788816;0.070158418;2;0.5;CyMy/CaEy;NA;NA;NA;NA;NA;-0.410759634;-0.209292487;169.74;1365969.7,,,,,,
A;F28;S1;Pin;1.0950657;4;CaEy|CyMy|KoBi|LiGl;3;-0.39788816;0.070158418;2;0.5;CyMy/CaEy;NA;NA;NA;NA;NA;-0.410759634;-0.209292487;169.74;1365969.7,,,,,,
A;F28;S2;Osm;6.0312819;4;CaEy|CyMy|KoBi|LiGl;3;-0.099378007;0.034218592;1;0.75;KoBi;NA;NA;NA;NA;NA;-0.410759634;-0.209292487;169.74;1365969.7,,,,,,
A;F28;S2;Pin;2.6199992;4;CaEy|CyMy|KoBi|LiGl;3;-0.099378007;0.034218592;1;0.75;KoBi;NA;NA;NA;NA;NA;-0.410759634;-0.209292487;169.74;1365969.7,,,,,,
A;F28;S2;Schi;3.57742705;4;CaEy|CyMy|KoBi|LiGl;3;-0.099378007;0.034218592;1;0.75;KoBi;NA;NA;NA;NA;NA;-0.410759634;-0.209292487;169.74;1365969.7,,,,,,
A;F28;S3;Osm;6.40003775;4;CaEy|CyMy|KoBi|LiGl;4;-0.305324641;0.111129081;3;3.25;CyMy/LiGl/KoBi;NA;NA;NA;NA;NA;-0.410759634;-0.209292487;169.74;1365969.7,,,,,,
A;F28;S3;Pin;0.45642155;4;CaEy|CyMy|KoBi|LiGl;4;-0.305324641;0.111129081;3;3.25;CyMy/LiGl/KoBi;NA;NA;NA;NA;NA;-0.410759634;-0.209292487;169.74;1365969.7,,,,,,
A;F28;S3;Schi;3.35808395;4;CaEy|CyMy|KoBi|LiGl;4;-0.305324641;0.111129081;3;3.25;CyMy/LiGl/KoBi;NA;NA;NA;NA;NA;-0.410759634;-0.209292487;169.74;1365969.7,,,,,,
A;G17;S1;Schi;4.9694604;1;CaSc;3;-0.288675135;0.5;1;2.25;CaSc;NA;NA;NA;NA;NA;0.398419792;-0.458329542;203.16;1163869.94,,,,,,
A;G17;S1;Pin;2.76509765;1;CaSc;3;-0.288675135;0.5;1;2.25;CaSc;NA;NA;NA;NA;NA;0.398419792;-0.458329542;203.16;1163869.94,,,,,,
A;G17;S1;Osm;5.70390975;1;CaSc;3;-0.288675135;0.5;1;2.25;CaSc;NA;NA;NA;NA;NA;0.398419792;-0.458329542;203.16;1163869.94,,,,,,
A;G17;S2;Schi;4.3652248;1;CaSc;4;-0.042508696;0.485876619;1;1.25;CaSc;NA;NA;NA;NA;NA;0.398419792;-0.458329542;203.16;1163869.94,,,,,,
A;G17;S2;Osm;5.36530655;1;CaSc;4;-0.042508696;0.485876619;1;1.25;CaSc;NA;NA;NA;NA;NA;0.398419792;-0.458329542;203.16;1163869.94,,,,,,
A;G17;S2;Pin;3.67817435;1;CaSc;4;-0.042508696;0.485876619;1;1.25;CaSc;NA;NA;NA;NA;NA;0.398419792;-0.458329542;203.16;1163869.94,,,,,,
A;G17;S3;Osm;5.81929355;1;CaSc;3;-0.138185108;0.379660463;1;1.5;CaSc;NA;NA;NA;NA;NA;0.398419792;-0.458329542;203.16;1163869.94,,,,,,
A;G17;S3;Schi;2.3307659;1;CaSc;3;-0.138185108;0.379660463;1;1.5;CaSc;NA;NA;NA;NA;NA;0.398419792;-0.458329542;203.16;1163869.94,,,,,,
A;G17;S3;Pin;2.93153035;1;CaSc;3;-0.138185108;0.379660463;1;1.5;CaSc;NA;NA;NA;NA;NA;0.398419792;-0.458329542;203.16;1163869.94,,,,,,
A;G22;S1;Pin;4.2259481;1;LiGl;2;-0.124485152;0.342020143;1;1.75;LiGl;NA;NA;NA;NA;NA;-0.314248423;-0.705813513;220.46;1236461.29,,,,,,
A;G22;S1;Osm;5.97304615;1;LiGl;2;-0.124485152;0.342020143;1;1.75;LiGl;NA;NA;NA;NA;NA;-0.314248423;-0.705813513;220.46;1236461.29,,,,,,
A;G22;S1;Schi;5.7620579;1;LiGl;2;-0.124485152;0.342020143;1;1.75;LiGl;NA;NA;NA;NA;NA;-0.314248423;-0.705813513;220.46;1236461.29,,,,,,
A;G22;S2;Pin;3.355518;1;LiGl;4;-0.708085247;0.330185573;1;2;LiGl;NA;NA;NA;NA;NA;-0.314248423;-0.705813513;220.46;1236461.29,,,,,,
A;G22;S2;Osm;5.22010955;1;LiGl;4;-0.708085247;0.330185573;1;2;LiGl;NA;NA;NA;NA;NA;-0.314248423;-0.705813513;220.46;1236461.29,,,,,,
A;G22;S2;Schi;4.0961833;1;LiGl;4;-0.708085247;0.330185573;1;2;LiGl;NA;NA;NA;NA;NA;-0.314248423;-0.705813513;220.46;1236461.29,,,,,,
A;G22;S3;Osm;5.9458646;1;LiGl;3;-0.233727669;0.225708187;1;3.25;LiGl;NA;NA;NA;NA;NA;-0.314248423;-0.705813513;220.46;1236461.29,,,,,,
A;G22;S3;Pin;2.49558895;1;LiGl;3;-0.233727669;0.225708187;1;3.25;LiGl;NA;NA;NA;NA;NA;-0.314248423;-0.705813513;220.46;1236461.29,,,,,,
A;G22;S3;Schi;2.92745695;1;LiGl;3;-0.233727669;0.225708187;1;3.25;LiGl;NA;NA;NA;NA;NA;-0.314248423;-0.705813513;220.46;1236461.29,,,,,,
A;G24;S2;Osm;4.30354345;1;KoBi;4;0.837949674;-0.043915082;1;1.5;KoBi;20.56;17.64376867;9.283677596;24.41679368;81.43581814;0.360321535;0.478162828;161.81;1175802.23,,,,,,
A;G24;S3;Pin;3.7660408;1;KoBi;4;0.5;0.288675135;1;3.25;KoBi;NA;NA;NA;NA;NA;0.360321535;0.478162828;161.81;1175802.23,,,,,,
A;G24;S2;Pin;2.25384945;1;KoBi;4;0.837949674;-0.043915082;1;1.5;KoBi;20.56;17.64376867;9.283677596;24.41679368;81.43581814;0.360321535;0.478162828;161.81;1175802.23,,,,,,
A;G24;S2;Schi;2.3186698;1;KoBi;4;0.837949674;-0.043915082;1;1.5;KoBi;20.56;17.64376867;9.283677596;24.41679368;81.43581814;0.360321535;0.478162828;161.81;1175802.23,,,,,,
A;G24;S1;Schi;3.80795375;1;KoBi;3;0.622491535;0.054460952;1;2.75;KoBi;NA;NA;NA;NA;NA;0.360321535;0.478162828;161.81;1175802.23,,,,,,
A;G24;S1;Pin;3.51263955;1;KoBi;3;0.622491535;0.054460952;1;2.75;KoBi;NA;NA;NA;NA;NA;0.360321535;0.478162828;161.81;1175802.23,,,,,,
A;G24;S1;Osm;5.13722535;1;KoBi;3;0.622491535;0.054460952;1;2.75;KoBi;NA;NA;NA;NA;NA;0.360321535;0.478162828;161.81;1175802.23,,,,,,
A;G24;S3;Schi;4.80474685;1;KoBi;4;0.5;0.288675135;1;3.25;KoBi;NA;NA;NA;NA;NA;0.360321535;0.478162828;161.81;1175802.23,,,,,,
A;G24;S3;Osm;4.7056384;1;KoBi;4;0.5;0.288675135;1;3.25;KoBi;NA;NA;NA;NA;NA;0.360321535;0.478162828;161.81;1175802.23,,,,,,
A;G28;S3;Pin;5.280017;0;bare;3;-0.199737833;-0.072698626;0;0;bare;NA;NA;NA;NA;NA;-0.261998577;-0.374172746;168.6;1365639.08,,,,,,
A;G28;S3;Schi;4.20830765;0;bare;3;-0.199737833;-0.072698626;0;0;bare;NA;NA;NA;NA;NA;-0.261998577;-0.374172746;168.6;1365639.08,,,,,,
A;G28;S1;Osm;5.8948084;0;bare;3;-0.138405704;-0.02440466;0;0;bare;NA;NA;NA;NA;NA;-0.261998577;-0.374172746;168.6;1365639.08,,,,,,
A;G28;S3;Osm;5.31156395;0;bare;3;-0.199737833;-0.072698626;0;0;bare;NA;NA;NA;NA;NA;-0.261998577;-0.374172746;168.6;1365639.08,,,,,,
A;G28;S1;Pin;2.89352655;0;bare;3;-0.138405704;-0.02440466;0;0;bare;NA;NA;NA;NA;NA;-0.261998577;-0.374172746;168.6;1365639.08,,,,,,
A;G28;S2;Schi;3.4005225;0;bare;3;-0.079924871;-0.035584845;0;0;bare;16.66;17.69216257;11.06306011;23.98063575;82.74838712;-0.261998577;-0.374172746;168.6;1365639.08,,,,,,
A;G28;S2;Pin;2.6969631;0;bare;3;-0.079924871;-0.035584845;0;0;bare;16.66;17.69216257;11.06306011;23.98063575;82.74838712;-0.261998577;-0.374172746;168.6;1365639.08,,,,,,
A;G28;S2;Osm;5.74935225;0;bare;3;-0.079924871;-0.035584845;0;0;bare;16.66;17.69216257;11.06306011;23.98063575;82.74838712;-0.261998577;-0.374172746;168.6;1365639.08,,,,,,
A;G28;S1;Schi;3.6297936;0;bare;3;-0.138405704;-0.02440466;0;0;bare;NA;NA;NA;NA;NA;-0.261998577;-0.374172746;168.6;1365639.08,,,,,,
A;G33;S2;Osm;7.49919145;1;QuSe;3;-0.286570708;-0.01000727;1;1;QuSe;NA;NA;NA;NA;NA;-0.159152723;0.357462869;135.06;1343684.61,,,,,,
A;G33;S2;Pin;6.25905285;1;QuSe;3;-0.286570708;-0.01000727;1;1;QuSe;NA;NA;NA;NA;NA;-0.159152723;0.357462869;135.06;1343684.61,,,,,,
A;G33;S2;Schi;3.4141808;1;QuSe;3;-0.286570708;-0.01000727;1;1;QuSe;NA;NA;NA;NA;NA;-0.159152723;0.357462869;135.06;1343684.61,,,,,,
A;G33;S3;Schi;3.94728885;1;QuSe;3;-0.205313872;0.055013686;1;1;QuSe;NA;NA;NA;NA;NA;-0.159152723;0.357462869;135.06;1343684.61,,,,,,
A;G33;S3;Pin;1.8327672;1;QuSe;3;-0.205313872;0.055013686;1;1;QuSe;NA;NA;NA;NA;NA;-0.159152723;0.357462869;135.06;1343684.61,,,,,,
A;G33;S3;Osm;5.77323055;1;QuSe;3;-0.205313872;0.055013686;1;1;QuSe;NA;NA;NA;NA;NA;-0.159152723;0.357462869;135.06;1343684.61,,,,,,
A;H25;S1;Schi;3.7039543;1;NySi;3;-0.111129081;0.305324641;1;6;NySi;NA;NA;NA;NA;NA;-0.322798152;-0.461003537;180.8;1327694.43,,,,,,
A;H25;S1;Osm;5.4823949;1;NySi;3;-0.111129081;0.305324641;1;6;NySi;NA;NA;NA;NA;NA;-0.322798152;-0.461003537;180.8;1327694.43,,,,,,
A;H25;S1;Pin;2.94513025;1;NySi;3;-0.111129081;0.305324641;1;6;NySi;NA;NA;NA;NA;NA;-0.322798152;-0.461003537;180.8;1327694.43,,,,,,
A;H25;S2;Osm;4.915163;1;NySi;4;-0.504961923;0.279904965;1;6;NySi;NA;NA;NA;NA;NA;-0.322798152;-0.461003537;180.8;1327694.43,,,,,,
A;H25;S2;Pin;2.67930805;1;NySi;4;-0.504961923;0.279904965;1;6;NySi;NA;NA;NA;NA;NA;-0.322798152;-0.461003537;180.8;1327694.43,,,,,,
A;H25;S2;Schi;3.377783;1;NySi;4;-0.504961923;0.279904965;1;6;NySi;NA;NA;NA;NA;NA;-0.322798152;-0.461003537;180.8;1327694.43,,,,,,
A;H25;S3;Osm;5.2870396;1;NySi;3;-0.288675135;0.5;1;4.25;NySi;NA;NA;NA;NA;NA;-0.322798152;-0.461003537;180.8;1327694.43,,,,,,
A;H25;S3;Pin;2.3292913;1;NySi;3;-0.288675135;0.5;1;4.25;NySi;NA;NA;NA;NA;NA;-0.322798152;-0.461003537;180.8;1327694.43,,,,,,
A;H25;S3;Schi;4.3551873;1;NySi;3;-0.288675135;0.5;1;4.25;NySi;NA;NA;NA;NA;NA;-0.322798152;-0.461003537;180.8;1327694.43,,,,,,
A;H31;S2;Pin;3.61518265;2;LiFo|SaMu;3;-0.404026226;4.95E-17;1;5.5;LiFo;20.8;17.58543727;10.46181967;23.01073925;83.08568192;-0.367667621;-0.267126162;148.59;1403737.05,,,,,,
A;H31;S2;Osm;5.71077905;2;LiFo|SaMu;3;-0.404026226;4.95E-17;1;5.5;LiFo;20.8;17.58543727;10.46181967;23.01073925;83.08568192;-0.367667621;-0.267126162;148.59;1403737.05,,,,,,
A;H31;S3;Pin;2.32983515;2;LiFo|SaMu;3;-0.091022938;-0.052552118;2;4.5;LiFo/SaMu;NA;NA;NA;NA;NA;-0.367667621;-0.267126162;148.59;1403737.05,,,,,,
A;H31;S1;Pin;4.7970052;2;LiFo|SaMu;4;-0.587785252;-0.427050983;2;3.25;LiFo/SaMu;NA;NA;NA;NA;NA;-0.367667621;-0.267126162;148.59;1403737.05,,,,,,
A;H31;S3;Osm;5.0576809;2;LiFo|SaMu;3;-0.091022938;-0.052552118;2;4.5;LiFo/SaMu;NA;NA;NA;NA;NA;-0.367667621;-0.267126162;148.59;1403737.05,,,,,,
A;H31;S3;Schi;3.75863495;2;LiFo|SaMu;3;-0.091022938;-0.052552118;2;4.5;LiFo/SaMu;NA;NA;NA;NA;NA;-0.367667621;-0.267126162;148.59;1403737.05,,,,,,
A;H31;S1;Osm;6.6677543;2;LiFo|SaMu;4;-0.587785252;-0.427050983;2;3.25;LiFo/SaMu;NA;NA;NA;NA;NA;-0.367667621;-0.267126162;148.59;1403737.05,,,,,,
A;H31;S1;Schi;3.5390838;2;LiFo|SaMu;4;-0.587785252;-0.427050983;2;3.25;LiFo/SaMu;NA;NA;NA;NA;NA;-0.367667621;-0.267126162;148.59;1403737.05,,,,,,
A;H31;S2;Schi;4.98741475;2;LiFo|SaMu;3;-0.404026226;4.95E-17;1;5.5;LiFo;20.8;17.58543727;10.46181967;23.01073925;83.08568192;-0.367667621;-0.267126162;148.59;1403737.05,,,,,,
A;I12;S3;Pin;4.23684335;1;CaHe;3;0.014644308;0.838971832;1;1.75;CaHe;NA;NA;NA;NA;NA;-0.627986695;0.253723094;189.16;1283511.97,,,,,,
A;I12;S3;Osm;5.8008574;1;CaHe;3;0.014644308;0.838971832;1;1.75;CaHe;NA;NA;NA;NA;NA;-0.627986695;0.253723094;189.16;1283511.97,,,,,,
A;I12;S3;Schi;3.15892535;1;CaHe;3;0.014644308;0.838971832;1;1.75;CaHe;NA;NA;NA;NA;NA;-0.627986695;0.253723094;189.16;1283511.97,,,,,,
A;I12;S1;Osm;4.3546033;1;CaHe;3;-0.339357974;0.467086179;1;2.5;CaHe;NA;NA;NA;NA;NA;-0.627986695;0.253723094;189.16;1283511.97,,,,,,
A;I12;S1;Pin;3.3384798;1;CaHe;3;-0.339357974;0.467086179;1;2.5;CaHe;NA;NA;NA;NA;NA;-0.627986695;0.253723094;189.16;1283511.97,,,,,,
A;I12;S1;Schi;4.1460788;1;CaHe;3;-0.339357974;0.467086179;1;2.5;CaHe;NA;NA;NA;NA;NA;-0.627986695;0.253723094;189.16;1283511.97,,,,,,
A;I27;S2;Pin;2.63631105;2;ChAx|SaSe;3;0.110358032;-0.053825209;2;3.5;ChAx/SaSe;15.16;17.80195776;10.61881421;24.48553293;80.86884244;0.101241454;0.520842127;166.53;1251522.9,,,,,,
A;I27;S1;Pin;2.9927883;2;ChAx|SaSe;4;-0.13634565;0.337467325;2;4;ChAx/SaSe;NA;NA;NA;NA;NA;0.101241454;0.520842127;166.53;1251522.9,,,,,,
A;I27;S1;Osm;6.045422;2;ChAx|SaSe;4;-0.13634565;0.337467325;2;4;ChAx/SaSe;NA;NA;NA;NA;NA;0.101241454;0.520842127;166.53;1251522.9,,,,,,
A;I27;S2;Osm;5.9648665;2;ChAx|SaSe;3;0.110358032;-0.053825209;2;3.5;ChAx/SaSe;15.16;17.80195776;10.61881421;24.48553293;80.86884244;0.101241454;0.520842127;166.53;1251522.9,,,,,,
A;I27;S2;Schi;3.8957107;2;ChAx|SaSe;3;0.110358032;-0.053825209;2;3.5;ChAx/SaSe;15.16;17.80195776;10.61881421;24.48553293;80.86884244;0.101241454;0.520842127;166.53;1251522.9,,,,,,
A;I27;S3;Osm;5.69657325;2;ChAx|SaSe;3;0.255372683;0.364709988;2;3.5;ChAx/SaSe;NA;NA;NA;NA;NA;0.101241454;0.520842127;166.53;1251522.9,,,,,,
A;I27;S3;Pin;2.24238115;2;ChAx|SaSe;3;0.255372683;0.364709988;2;3.5;ChAx/SaSe;NA;NA;NA;NA;NA;0.101241454;0.520842127;166.53;1251522.9,,,,,,
A;I27;S1;Schi;4.14645475;2;ChAx|SaSe;4;-0.13634565;0.337467325;2;4;ChAx/SaSe;NA;NA;NA;NA;NA;0.101241454;0.520842127;166.53;1251522.9,,,,,,
A;I27;S3;Schi;3.0734679;2;ChAx|SaSe;3;0.255372683;0.364709988;2;3.5;ChAx/SaSe;NA;NA;NA;NA;NA;0.101241454;0.520842127;166.53;1251522.9,,,,,,
A;I28;S2;Osm;4.9814178;1;LiFo;3;-0.343017343;-0.030010129;1;4.75;LiFo;18.27;17.72233948;10.58155464;23.81333602;80.89727829;-0.1624875;-0.42329441;168.16;1341497.57,,,,,,
A;I28;S2;Schi;2.6499;1;LiFo;3;-0.343017343;-0.030010129;1;4.75;LiFo;18.27;17.72233948;10.58155464;23.81333602;80.89727829;-0.1624875;-0.42329441;168.16;1341497.57,,,,,,
A;I28;S1;Osm;6.9463515;1;LiFo;3;-0.460473875;-0.265854716;1;4;LiFo;NA;NA;NA;NA;NA;-0.1624875;-0.42329441;168.16;1341497.57,,,,,,
A;I28;S2;Pin;2.618656;1;LiFo;3;-0.343017343;-0.030010129;1;4.75;LiFo;18.27;17.72233948;10.58155464;23.81333602;80.89727829;-0.1624875;-0.42329441;168.16;1341497.57,,,,,,
A;I28;S3;Schi;3.91294235;1;LiFo;3;-0.734168338;-0.267215422;1;4;LiFo;NA;NA;NA;NA;NA;-0.1624875;-0.42329441;168.16;1341497.57,,,,,,
A;I28;S1;Schi;3.5489534;1;LiFo;3;-0.460473875;-0.265854716;1;4;LiFo;NA;NA;NA;NA;NA;-0.1624875;-0.42329441;168.16;1341497.57,,,,,,
A;I28;S3;Pin;3.02226205;1;LiFo;3;-0.734168338;-0.267215422;1;4;LiFo;NA;NA;NA;NA;NA;-0.1624875;-0.42329441;168.16;1341497.57,,,,,,
A;I28;S3;Osm;4.87401655;1;LiFo;3;-0.734168338;-0.267215422;1;4;LiFo;NA;NA;NA;NA;NA;-0.1624875;-0.42329441;168.16;1341497.57,,,,,,
A;I28;S1;Pin;2.81388355;1;LiFo;3;-0.460473875;-0.265854716;1;4;LiFo;NA;NA;NA;NA;NA;-0.1624875;-0.42329441;168.16;1341497.57,,,,,,
A;J21;S3;Osm;4.8022904;2;KoBi|LiGl;3;0.081666586;-0.777005662;1;1;LiGl;NA;NA;NA;NA;NA;-0.250042488;-0.512663073;191.35;1327172.65,,,,,,
A;J21;S2;Pin;3.3829441;2;KoBi|LiGl;5;0.024436891;-0.699780991;2;1.75;LiGl/KoBi;22.25;17.48945856;10.49547541;23.92801882;83.03663069;-0.250042488;-0.512663073;191.35;1327172.65,,,,,,
A;J21;S2;Osm;4.99680985;2;KoBi|LiGl;5;0.024436891;-0.699780991;2;1.75;LiGl/KoBi;22.25;17.48945856;10.49547541;23.92801882;83.03663069;-0.250042488;-0.512663073;191.35;1327172.65,,,,,,
A;J21;S1;Schi;4.853843;2;KoBi|LiGl;2;0.087709795;-0.834502956;2;2;LiGl/KoBi;NA;NA;NA;NA;NA;-0.250042488;-0.512663073;191.35;1327172.65,,,,,,
A;J21;S2;Schi;4.33491155;2;KoBi|LiGl;5;0.024436891;-0.699780991;2;1.75;LiGl/KoBi;22.25;17.48945856;10.49547541;23.92801882;83.03663069;-0.250042488;-0.512663073;191.35;1327172.65,,,,,,
A;J21;S3;Schi;3.53978095;2;KoBi|LiGl;3;0.081666586;-0.777005662;1;1;LiGl;NA;NA;NA;NA;NA;-0.250042488;-0.512663073;191.35;1327172.65,,,,,,
A;J21;S1;Osm;5.30789935;2;KoBi|LiGl;2;0.087709795;-0.834502956;2;2;LiGl/KoBi;NA;NA;NA;NA;NA;-0.250042488;-0.512663073;191.35;1327172.65,,,,,,
A;J21;S1;Pin;3.21365345;2;KoBi|LiGl;2;0.087709795;-0.834502956;2;2;LiGl/KoBi;NA;NA;NA;NA;NA;-0.250042488;-0.512663073;191.35;1327172.65,,,,,,
A;J21;S3;Pin;2.60181855;2;KoBi|LiGl;3;0.081666586;-0.777005662;1;1;LiGl;NA;NA;NA;NA;NA;-0.250042488;-0.512663073;191.35;1327172.65,,,,,,
A;J27;S2;Osm;4.73760875;2;CaEy|CyMy;4;0.293456918;0.362389113;2;0.5;CyMy;NA;NA;NA;NA;NA;0.147669756;0.592271041;159.21;1185430.75,,,,,,
A;J27;S2;Pin;1.6477195;2;CaEy|CyMy;4;0.293456918;0.362389113;2;0.5;CyMy;NA;NA;NA;NA;NA;0.147669756;0.592271041;159.21;1185430.75,,,,,,
A;J27;S3;Pin;2.91778445;2;CaEy|CyMy;3;0.145708122;0.826351822;2;0.5;CyMy;NA;NA;NA;NA;NA;0.147669756;0.592271041;159.21;1185430.75,,,,,,
A;J27;S3;Osm;5.52590655;2;CaEy|CyMy;3;0.145708122;0.826351822;2;0.5;CyMy;NA;NA;NA;NA;NA;0.147669756;0.592271041;159.21;1185430.75,,,,,,
A;J27;S3;Schi;3.82431305;2;CaEy|CyMy;3;0.145708122;0.826351822;2;0.5;CyMy;NA;NA;NA;NA;NA;0.147669756;0.592271041;159.21;1185430.75,,,,,,
A;J27;S1;Schi;4.18004205;2;CaEy|CyMy;3;-0.108507424;0.615376182;0;0;bare;NA;NA;NA;NA;NA;0.147669756;0.592271041;159.21;1185430.75,,,,,,
A;J27;S1;Pin;2.0662869;2;CaEy|CyMy;3;-0.108507424;0.615376182;0;0;bare;NA;NA;NA;NA;NA;0.147669756;0.592271041;159.21;1185430.75,,,,,,
A;J27;S1;Osm;6.02405125;2;CaEy|CyMy;3;-0.108507424;0.615376182;0;0;bare;NA;NA;NA;NA;NA;0.147669756;0.592271041;159.21;1185430.75,,,,,,
A;J27;S2;Schi;3.78093645;2;CaEy|CyMy;4;0.293456918;0.362389113;2;0.5;CyMy;NA;NA;NA;NA;NA;0.147669756;0.592271041;159.21;1185430.75,,,,,,
A;K03;S1;Pin;3.16309365;2;CyGl|QuFa;3;-0.639991718;-0.448127025;2;1.25;CyGl/QuFa;NA;NA;NA;NA;NA;-0.20983306;-0.546633809;291.29;1383823.88,,,,,,
A;K03;S1;Schi;4.1302597;2;CyGl|QuFa;3;-0.639991718;-0.448127025;2;1.25;CyGl/QuFa;NA;NA;NA;NA;NA;-0.20983306;-0.546633809;291.29;1383823.88,,,,,,
A;K03;S1;Osm;4.8868828;2;CyGl|QuFa;3;-0.639991718;-0.448127025;2;1.25;CyGl/QuFa;NA;NA;NA;NA;NA;-0.20983306;-0.546633809;291.29;1383823.88,,,,,,
A;K03;S2;Pin;1.8457247;2;CyGl|QuFa;3;-0.58038679;-0.155514172;2;1;CyGl/QuFa;NA;NA;NA;NA;NA;-0.20983306;-0.546633809;291.29;1383823.88,,,,,,
A;K03;S2;Osm;7.92579615;2;CyGl|QuFa;3;-0.58038679;-0.155514172;2;1;CyGl/QuFa;NA;NA;NA;NA;NA;-0.20983306;-0.546633809;291.29;1383823.88,,,,,,
A;K03;S2;Schi;4.3136722;2;CyGl|QuFa;3;-0.58038679;-0.155514172;2;1;CyGl/QuFa;NA;NA;NA;NA;NA;-0.20983306;-0.546633809;291.29;1383823.88,,,,,,
A;K03;S3;Schi;6.00783065;2;CyGl|QuFa;3;-0.535309848;-0.216279218;2;1.5;CyGl/QuFa;NA;NA;NA;NA;NA;-0.20983306;-0.546633809;291.29;1383823.88,,,,,,
A;K03;S3;Osm;7.51529525;2;CyGl|QuFa;3;-0.535309848;-0.216279218;2;1.5;CyGl/QuFa;NA;NA;NA;NA;NA;-0.20983306;-0.546633809;291.29;1383823.88,,,,,,
A;K03;S3;Pin;3.2334912;2;CyGl|QuFa;3;-0.535309848;-0.216279218;2;1.5;CyGl/QuFa;NA;NA;NA;NA;NA;-0.20983306;-0.546633809;291.29;1383823.88,,,,,,
A;K09;S1;Schi;5.11274845;1;CyGl;4;-0.670823791;-0.69465837;1;1.75;CyGl;NA;NA;NA;NA;NA;-0.722985267;-0.221038778;229.43;1348919.79,,,,,,
A;K09;S1;Pin;2.97343965;1;CyGl;4;-0.670823791;-0.69465837;1;1.75;CyGl;NA;NA;NA;NA;NA;-0.722985267;-0.221038778;229.43;1348919.79,,,,,,
A;K09;S1;Osm;5.1973956;1;CyGl;4;-0.670823791;-0.69465837;1;1.75;CyGl;NA;NA;NA;NA;NA;-0.722985267;-0.221038778;229.43;1348919.79,,,,,,
